match_id,player_id,player_name,player_link,team,Rating,Goals,Expected_goals_xG,Total_shots,Shots_on_target,Shots_off_target,Blocked_shots,Key_passes,Crosses_accurate,Crosses_total,Accurate_passes,Total_passes,Pass_accuracy_pct,Passes_into_final_third,Passes_in_opposition_half,Long_balls_accurate,Long_balls_total,Dribbles_successful,Dribbles_attempted,Duels_won,Duels_lost,Ground_duels_won,Ground_duels_lost,Aerial_duels_won,Aerial_duels_lost,Tackles_total,Tackles_won,Interceptions,Clearances,Blocks,Fouls_committed,Was_fouled,Assists,Big_chances_created,Big_chances_missed,Touches,Possession_lost,Minutes_played,Saves,Punches,Runs_out,Goals_conceded
14083189,1099352,Giuliano Simeone,https://www.sofascore.com/player/giuliano-simeone/1099352,away,6.6,0,0.0838,1,0,1,0,0,0,0,41,49,83.7,0,21,0,0,0,0,8,6,0,1,1,1,4,2,1,0,0,3,2,0,0,1,67,0,90,0,0,0,0
14083189,1142588,Pablo Barrios,https://www.sofascore.com/player/pablo-barrios/1142588,away,7.8,0,0.1467,2,0,0,2,0,0,1,70,70,100.0,0,44,7,7,0,0,3,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,86,0,90,0,0,0,0
14083189,84539,Koke,https://www.sofascore.com/player/koke/84539,away,8.2,1,0.1006,1,1,1,0,1,0,2,72,77,93.5,0,36,4,6,0,0,4,4,0,2,0,0,3,1,0,1,1,0,1,0,0,0,92,0,90,0,0,0,0
14083189,901325,Nicolás González,https://www.sofascore.com/player/nicolas-gonzalez/901325,away,6.6,0,0.0731,1,0,1,0,0,0,0,5,5,100.0,0,2,1,1,0,0,1,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,9,0,28,0,0,0,0
14083189,944656,Julián Alvarez,https://www.sofascore.com/player/julian-alvarez/944656,away,6.7,0,0.0169,0,1,0,0,4,0,3,32,37,86.5,0,19,0,2,0,0,2,6,0,3,0,0,1,1,0,0,0,1,1,1,0,0,47,0,77,0,0,0,0
14083189,309078,Alexander Sørloth,https://www.sofascore.com/player/alexander-sorloth/309078,away,6.8,0,0.0943,2,1,1,1,1,0,1,13,20,65.0,0,11,1,1,0,0,6,2,0,0,4,1,1,0,0,1,0,1,0,0,0,0,32,0,83,0,0,0,0
14083189,904970,Conor Gallagher,https://www.sofascore.com/player/conor-gallagher/904970,away,7.5,1,0.1861,1,2,1,0,0,0,0,19,24,79.2,0,10,0,0,0,0,3,4,0,1,1,0,1,1,0,1,0,3,1,0,0,0,31,0,49,0,0,0,0
14083189,787751,Robin Le Normand,https://www.sofascore.com/player/robin-le-normand/787751,away,6.7,0,,0,0,0,0,0,0,0,3,3,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0
14083189,944660,Thiago Almada,https://www.sofascore.com/player/thiago-almada/944660,away,6.4,0,,0,0,0,0,1,0,0,3,3,100.0,0,3,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,13,0,0,0,0
14083189,85859,Antoine Griezmann,https://www.sofascore.com/player/antoine-griezmann/85859,away,7.7,1,0.199,0,1,0,0,0,0,0,7,8,87.5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0
14083189,865651,Giacomo Raspadori,https://www.sofascore.com/player/giacomo-raspadori/865651,away,6.5,0,,0,0,0,0,1,0,0,2,4,50.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,10,0,0,0,0
