match_id,player_id,player_name,player_link,team,Rating,Goals,Expected_goals_xG,Total_shots,Shots_on_target,Shots_off_target,Blocked_shots,Key_passes,Crosses_accurate,Crosses_total,Accurate_passes,Total_passes,Pass_accuracy_pct,Passes_into_final_third,Passes_in_opposition_half,Long_balls_accurate,Long_balls_total,Dribbles_successful,Dribbles_attempted,Duels_won,Duels_lost,Ground_duels_won,Ground_duels_lost,Aerial_duels_won,Aerial_duels_lost,Tackles_total,Tackles_won,Interceptions,Clearances,Blocks,Fouls_committed,Was_fouled,Assists,Big_chances_created,Big_chances_missed,Touches,Possession_lost,Minutes_played,Saves,Punches,Runs_out,Goals_conceded
13981568,69378,David De Gea,https://www.sofascore.com/player/david-de-gea/69378,home,6.5,0,,0,0,0,0,0,0,0,21,27,77.8,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,90,3,0,0,0
13981568,822518,Dodô,https://www.sofascore.com/player/dodo/822518,home,7.9,0,,0,0,0,0,2,0,4,48,53,90.6,0,33,4,6,0,0,3,1,0,1,0,0,1,0,0,2,0,0,0,1,1,0,75,0,90,0,0,0,0
13981568,1210848,Pietro Comuzzo,https://www.sofascore.com/player/comuzzo-pietro/1210848,home,7.4,0,,0,0,0,0,0,0,0,72,77,93.5,0,28,1,5,0,0,5,2,0,1,2,0,3,2,1,8,1,1,0,0,0,0,91,0,82,0,0,0,0
13981568,847467,Marin Pongračić,https://www.sofascore.com/player/marin-pongracic/847467,home,6.8,0,,0,0,0,0,0,0,0,96,100,96.0,0,36,1,2,0,0,2,4,0,0,1,3,1,0,1,6,0,1,0,0,0,0,109,0,90,0,0,0,0
13981568,893998,Luca Ranieri,https://www.sofascore.com/player/luca-ranieri/893998,home,6.5,0,,0,0,0,0,1,0,0,52,59,88.1,0,25,5,6,0,0,2,4,0,0,0,2,0,0,0,3,0,1,2,0,0,0,73,0,90,0,0,0,0
13981568,972886,Fabiano Parisi,https://www.sofascore.com/player/fabiano-parisi/972886,home,7.6,0,0.0458,1,0,1,0,4,1,3,23,27,85.2,0,19,0,2,0,0,9,8,0,1,1,1,2,1,0,0,0,2,2,1,1,0,49,0,71,0,0,0,0
13981568,548178,Rolando Mandragora,https://www.sofascore.com/player/rolando-mandragora/548178,home,7.7,1,0.3629,3,1,3,0,0,0,1,22,26,84.6,0,14,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,32,0,53,0,0,0,0
13981568,901850,Nicolò Fagioli,https://www.sofascore.com/player/nicolo-fagioli/901850,home,7.8,0,0.1026,1,0,1,0,5,2,2,50,54,92.6,0,30,3,3,0,0,1,4,0,2,0,0,0,0,0,0,0,1,1,2,3,0,61,0,82,0,0,0,0
13981568,1114422,Cher Ndour,https://www.sofascore.com/player/ndour-cher/1114422,home,7.6,1,0.4304,2,1,0,2,1,0,0,43,49,87.8,0,31,0,1,0,0,6,5,0,2,4,1,2,0,1,2,0,1,0,0,0,0,65,0,90,0,0,0,0
13981568,835601,Moise Kean,https://www.sofascore.com/player/moise-kean/835601,home,8.2,2,1.7175,4,3,3,1,0,0,0,5,6,83.3,0,2,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,1,1,0,0,2,14,0,71,0,0,0,0
