match_id,team_type,team_id,Match_overview_Ball_possession,Match_overview_Expected_goals,Match_overview_Big_chances,Match_overview_Total_shots,Match_overview_Goalkeeper_saves,Match_overview_Corner_kicks,Match_overview_Fouls,Match_overview_Passes,Match_overview_Tackles,Match_overview_Free_kicks,Shots_Total_shots,Shots_Shots_on_target,Shots_Hit_woodwork,Shots_Shots_off_target,Shots_Blocked_shots,Shots_Shots_inside_box,Shots_Shots_outside_box,Attack_Big_chances_scored,Attack_Big_chances_missed,Attack_Through_balls,Attack_Touches_in_penalty_area,Attack_Fouled_in_final_third,Attack_Offsides,Passes_Accurate_passes,Passes_Throw-ins,Passes_Final_third_entries,Passes_Final_third_phase,Passes_Long_balls,Passes_Crosses,Duels_Duels,Duels_Dispossessed,Duels_Ground_duels,Duels_Aerial_duels,Duels_Dribbles,Defending_Tackles_won,Defending_Total_tackles,Defending_Interceptions,Defending_Recoveries,Defending_Clearances,Defending_Errors_lead_to_a_shot,Goalkeeping_Total_saves,Goalkeeping_Goals_prevented,Goalkeeping_High_claims,Goalkeeping_Goal_kicks
14062150,away,2672,67%,2.33,3,12,1,2,3,322,6,2,12,5,1,4,3,7,5,2,1,1,49,0,1,286,9,26,201/243 (83%)/243,23/33 (70%)/33,1/7 (14%)/7,56%,2,13/24 (54%)/24,5/8 (63%)/8,6/12 (50%)/12,67%/6,6,4,31,13,1,1,0.12,2,3
