match_id,home_or_away,player,player_id,xG,xGOT,Outcome,Situation,Shot_type,Goal_zone,minute,added_time,x_coord,y_coord
15171805,home,Gabin Bernardeau,1893993,,,Saved,Fast Break,Right Foot,Low Centre,90,6,8.4,64.2
15171805,away,Lucas Stassin,1126521,,,Off Target,Assisted,Right Foot,close-high-right,90,4,20.6,41.1
15171805,away,Nadir El Jamali,1958609,,,Off Target,Assisted,Right Foot,close-high-right,90,,9.6,62.4
15171805,home,Tiago Gouveia,976410,,,Saved,Assisted,Right Foot,Low Centre,80,,11.0,31.6
15171805,away,Mahmoud Jaber,905041,,,Off Target,Fast Break,Right Foot,Close High,76,,23.2,53.4
15171805,away,Florian Tardieu,234142,,,Blocked,Fast Break,Right Foot,Low Centre,76,,18.2,46.2
15171805,away,Lucas Stassin,1126521,,,Saved,Assisted,Right Foot,Low Centre,75,,18.1,33.8
15171805,home,Morgan Sanson,250133,,,Goal,Open Play,Right Foot,Low Right,72,,10.5,40.1
15171805,away,Zuriko Davitashvili,921369,,,Off Target,Assisted,Right Foot,Close Right,68,,22.6,47.0
15171805,away,Kevin Pedro,1894105,,,Off Target,Open Play,Left Foot,High Left,54,,28.5,62.2
15171805,home,Kojo Peprah Oppong,1473092,,,Saved,Open Play,Right Foot,Low Centre,52,,6.9,41.5
15171805,home,Morgan Sanson,250133,,,Saved,Assisted,Right Foot,Low Left,50,,10.5,57.7
15171805,away,Zuriko Davitashvili,921369,,,Goal,Penalty,Right Foot,Low Right,45,,11.5,50.0
15171805,away,Paul Eymard,1961630,,,Saved,Open Play,Right Foot,High Centre,40,,25.4,43.8
15171805,away,Augustine Boakye,1138352,,,Saved,Open Play,Right Foot,Low Centre,37,,13.2,32.3
15171805,away,Lucas Stassin,1126521,,,Blocked,Open Play,Right Foot,Low Left,31,,5.1,65.8
15171805,away,Augustine Boakye,1138352,,,Saved,Assisted,Left Foot,Low Right,31,,27.7,51.3
15171805,home,Abdulay Juma Bah,1606792,,,Off Target,Corner,Header,left,24,,11.9,45.7
15171805,away,Florian Tardieu,234142,,,Off Target,Assisted,Right Foot,Close High,22,,31.2,28.8
15171805,home,Tanguy Ndombélé,845486,,,Blocked,Open Play,Right Foot,Low Right,20,,14.4,48.7
15171805,away,Mahmoud Jaber,905041,,,Blocked,Assisted,Right Foot,Low Left,16,,8.5,59.3
15171805,away,Lucas Stassin,1126521,,,Blocked,Assisted,Right Foot,Low Left,16,,10.8,45.2
15171805,away,Augustine Boakye,1138352,,,Off Target,Assisted,Left Foot,right,13,,14.7,69.7
15171805,home,Zoumana Diallo,1214843,,,Goal,Fast Break,Left Foot,Low Centre,11,,6.3,50.7
15171805,away,Lucas Stassin,1126521,,,Blocked,Fast Break,Right Foot,Low Right,3,,12.0,49.7
