match_id,team_type,team_id,Match_overview_Ball_possession,Match_overview_Big_chances,Match_overview_Total_shots,Match_overview_Goalkeeper_saves,Match_overview_Corner_kicks,Match_overview_Fouls,Match_overview_Passes,Match_overview_Tackles,Match_overview_Free_kicks,Shots_Total_shots,Shots_Shots_on_target,Shots_Hit_woodwork,Shots_Shots_off_target,Shots_Blocked_shots,Shots_Shots_inside_box,Shots_Shots_outside_box,Attack_Big_chances_scored,Attack_Big_chances_missed,Attack_Through_balls,Attack_Touches_in_penalty_area,Attack_Fouled_in_final_third,Attack_Offsides,Passes_Accurate_passes,Passes_Throw-ins,Passes_Final_third_entries,Passes_Final_third_phase,Passes_Long_balls,Passes_Crosses,Duels_Duels,Duels_Dispossessed,Duels_Ground_duels,Duels_Aerial_duels,Duels_Dribbles,Defending_Tackles_won,Defending_Total_tackles,Defending_Interceptions,Defending_Recoveries,Defending_Clearances,Defending_Errors_lead_to_a_shot,Defending_Errors_lead_to_a_goal,Goalkeeping_Total_saves,Goalkeeping_Punches,Goalkeeping_Goal_kicks
15171803,away,1641,67%,4,8,0,4,6,297,9,4,8,6,0,2,0,4,4,3,1,0,33,0,1,271,6,26,155/194 (80%)/194,9/13 (69%)/13,1/7 (14%)/7,66%,3,21/33 (64%)/33,2/2 (100%)/2,8/10 (80%)/10,89%/9,9,1,24,3,1,0,0,0,3
