match_id,team_type,team_id,Match_overview_Ball_possession,Match_overview_Big_chances,Match_overview_Total_shots,Match_overview_Goalkeeper_saves,Match_overview_Corner_kicks,Match_overview_Fouls,Match_overview_Passes,Match_overview_Tackles,Match_overview_Free_kicks,Match_overview_Yellow_cards,Shots_Total_shots,Shots_Shots_on_target,Shots_Hit_woodwork,Shots_Shots_off_target,Shots_Blocked_shots,Shots_Shots_inside_box,Shots_Shots_outside_box,Attack_Big_chances_scored,Attack_Big_chances_missed,Attack_Through_balls,Attack_Touches_in_penalty_area,Attack_Fouled_in_final_third,Attack_Offsides,Passes_Accurate_passes,Passes_Throw-ins,Passes_Final_third_entries,Passes_Final_third_phase,Passes_Long_balls,Passes_Crosses,Duels_Duels,Duels_Dispossessed,Duels_Ground_duels,Duels_Aerial_duels,Duels_Dribbles,Defending_Tackles_won,Defending_Total_tackles,Defending_Interceptions,Defending_Recoveries,Defending_Clearances,Defending_Errors_lead_to_a_shot,Defending_Errors_lead_to_a_goal,Goalkeeping_Total_saves,Goalkeeping_Big_saves,Goalkeeping_High_claims,Goalkeeping_Punches,Goalkeeping_Goal_kicks
15171805,home,1661,31%,2,5,1,2,6,159,5,4,2,5,5,0,0,0,5,0,1,1,1,18,1,1,119,7,22,46/78 (59%)/78,8/21 (38%)/21,0/2 (0%)/2,42%,8,15/39 (38%)/39,4/6 (67%)/6,6/11 (55%)/11,60%/5,5,9,35,5,0,0,1,0,1,0,8
