match_id,team_type,team_id,Match_overview_Ball_possession,Match_overview_Expected_goals,Match_overview_Big_chances,Match_overview_Total_shots,Match_overview_Goalkeeper_saves,Match_overview_Corner_kicks,Match_overview_Fouls,Match_overview_Passes,Match_overview_Tackles,Match_overview_Free_kicks,Match_overview_Yellow_cards,Shots_Total_shots,Shots_Shots_on_target,Shots_Hit_woodwork,Shots_Shots_off_target,Shots_Blocked_shots,Shots_Shots_inside_box,Shots_Shots_outside_box,Attack_Big_chances_scored,Attack_Big_chances_missed,Attack_Through_balls,Attack_Touches_in_penalty_area,Attack_Fouled_in_final_third,Attack_Offsides,Passes_Accurate_passes,Passes_Throw-ins,Passes_Final_third_entries,Passes_Final_third_phase,Passes_Long_balls,Passes_Crosses,Duels_Duels,Duels_Dispossessed,Duels_Ground_duels,Duels_Aerial_duels,Duels_Dribbles,Defending_Tackles_won,Defending_Total_tackles,Defending_Interceptions,Defending_Recoveries,Defending_Clearances,Defending_Errors_lead_to_a_shot,Goalkeeping_Total_saves,Goalkeeping_Goals_prevented,Goalkeeping_Big_saves,Goalkeeping_High_claims,Goalkeeping_Punches,Goalkeeping_Goal_kicks
14083189,away,2836,54%,0.41,1,6,1,1,6,274,14,5,0,6,3,0,1,2,4,2,1,0,2,28,0,1,244,6,27,130/157 (83%)/157,15/21 (71%)/21,1/4 (25%)/4,53%,8,23/46 (50%)/46,5/7 (71%)/7,4/10 (40%)/10,64%/14,14,3,24,10,0,1,1.27,1,0,1,5
