match_id,minute,momentum_value,dominant_team,abs_value
13981580,1.0,7,home,7
13981580,2.0,11,home,11
13981580,3.0,10,home,10
13981580,4.0,-12,away,12
13981580,5.0,9,home,9
13981580,6.0,8,home,8
13981580,7.0,12,home,12
13981580,8.0,-12,away,12
13981580,9.0,-11,away,11
13981580,10.0,-5,away,5
13981580,11.0,-32,away,32
13981580,12.0,-30,away,30
13981580,13.0,-10,away,10
13981580,14.0,6,home,6
13981580,15.0,9,home,9
13981580,16.0,4,home,4
13981580,17.0,-17,away,17
13981580,18.0,-10,away,10
13981580,19.0,-8,away,8
13981580,20.0,-6,away,6
13981580,21.0,-5,away,5
13981580,22.0,-3,away,3
13981580,23.0,-16,away,16
13981580,24.0,-50,away,50
13981580,25.0,-28,away,28
13981580,26.0,-15,away,15
13981580,27.0,45,home,45
13981580,28.0,56,home,56
13981580,29.0,31,home,31
13981580,30.0,18,home,18
13981580,31.0,-60,away,60
13981580,32.0,-30,away,30
13981580,33.0,-18,away,18
13981580,34.0,-17,away,17
13981580,35.0,-2,away,2
13981580,36.0,15,home,15
13981580,37.0,6,home,6
13981580,38.0,-17,away,17
13981580,39.0,-7,away,7
13981580,40.0,-8,away,8
13981580,41.0,-2,away,2
13981580,42.0,11,home,11
13981580,43.0,7,home,7
13981580,44.0,-7,away,7
13981580,45.0,-6,away,6
13981580,45.5,6,home,6
13981580,46.0,-7,away,7
13981580,47.0,19,home,19
13981580,48.0,17,home,17
13981580,49.0,7,home,7
13981580,50.0,49,home,49
13981580,51.0,42,home,42
13981580,52.0,19,home,19
13981580,53.0,-16,away,16
13981580,54.0,11,home,11
13981580,55.0,6,home,6
13981580,56.0,41,home,41
13981580,57.0,14,home,14
13981580,58.0,7,home,7
13981580,59.0,4,home,4
13981580,60.0,4,home,4
13981580,61.0,-28,away,28
13981580,62.0,-21,away,21
13981580,63.0,31,home,31
13981580,64.0,13,home,13
13981580,65.0,56,home,56
13981580,66.0,26,home,26
13981580,67.0,4,home,4
13981580,68.0,6,home,6
13981580,69.0,20,home,20
13981580,70.0,-12,away,12
13981580,71.0,-9,away,9
13981580,72.0,-11,away,11
13981580,73.0,14,home,14
13981580,74.0,41,home,41
13981580,75.0,29,home,29
13981580,76.0,13,home,13
13981580,77.0,-84,away,84
13981580,78.0,-46,away,46
13981580,79.0,-28,away,28
13981580,80.0,-18,away,18
13981580,81.0,13,home,13
13981580,82.0,11,home,11
13981580,83.0,-39,away,39
13981580,84.0,-86,away,86
13981580,85.0,-47,away,47
13981580,86.0,-24,away,24
13981580,87.0,-13,away,13
13981580,88.0,13,home,13
13981580,89.0,21,home,21
13981580,90.0,26,home,26
13981580,90.5,12,home,12
