match_id,team,player,player_id,player_link,Goals,Assists,Tackles_won,Accurate_passes,Duels_won,Ground_duels_won,Aerial_duels_won,Minutes_played,Position,Sofascore_Rating
13981568,home_team,David De Gea,69378,https://www.sofascore.com/player/david-de-gea/69378,0,0,,21/27 (78%),,,,90',G,6.5
13981568,home_team,Dodô,822518,https://www.sofascore.com/player/dodo/822518,0,1,1 (0),48/53 (91%),4 (3),1 (0),,90',D,7.9
13981568,home_team,Pietro Comuzzo,1210848,https://www.sofascore.com/player/comuzzo-pietro/1210848,0,0,3 (2),72/77 (94%),7 (5),1 (0),2 (2),82',D,7.4
13981568,home_team,Marin Pongračić,847467,https://www.sofascore.com/player/marin-pongracic/847467,0,0,1 (0),96/100 (96%),6 (2),,4 (1),90',D,6.8
13981568,home_team,Luca Ranieri,893998,https://www.sofascore.com/player/luca-ranieri/893998,0,0,,52/59 (88%),6 (2),,2 (0),90',D,6.5
13981568,home_team,Fabiano Parisi,972886,https://www.sofascore.com/player/fabiano-parisi/972886,0,1,2 (1),23/27 (85%),17 (9),1 (0),2 (1),71',M,7.6
13981568,home_team,Rolando Mandragora,548178,https://www.sofascore.com/player/rolando-mandragora/548178,1,0,,22/26 (85%),2 (1),1 (0),1 (1),53',M,7.7
13981568,home_team,Nicolò Fagioli,901850,https://www.sofascore.com/player/nicolo-fagioli/901850,0,2,,50/54 (93%),5 (1),2 (0),,82',M,7.8
13981568,home_team,Cher Ndour,1114422,https://www.sofascore.com/player/ndour-cher/1114422,1,0,2 (0),43/49 (88%),11 (6),2 (0),5 (4),90',M,7.6
13981568,home_team,Moise Kean,835601,https://www.sofascore.com/player/moise-kean/835601,2,0,,5/6 (83%),4 (2),1 (0),1 (1),71',F,8.2
13981568,home_team,Albert Guðmundsson,804909,https://www.sofascore.com/player/albert-gudmundsson/804909,1,0,,51/57 (89%),3 (1),1 (0),1 (0),90',F,7.8
13981568,home_team,Niccolò Fortini,1526934,https://www.sofascore.com/player/niccolo-fortini/1526934,0,0,2 (0),22/23 (96%),7 (5),1 (0),,37',D,6.6
13981568,home_team,Roberto Piccoli,958982,https://www.sofascore.com/player/roberto-piccoli/958982,0,0,,1/3 (33%),5 (1),,3 (1),19',F,6.1
13981568,home_team,Christian Kouamé,812946,https://www.sofascore.com/player/christian-kouame/812946,0,0,,10/11 (91%),1 (0),,1 (0),19',F,6.4
