match_id,minute,momentum_value,dominant_team,abs_value
14062159,1.0,9,home,9
14062159,2.0,10,home,10
14062159,3.0,16,home,16
14062159,4.0,10,home,10
14062159,5.0,5,home,5
14062159,6.0,-4,away,4
14062159,7.0,-49,away,49
14062159,8.0,-82,away,82
14062159,9.0,-78,away,78
14062159,10.0,-64,away,64
14062159,11.0,-70,away,70
14062159,12.0,-62,away,62
14062159,13.0,-35,away,35
14062159,14.0,-22,away,22
14062159,15.0,-6,away,6
14062159,16.0,6,home,6
14062159,17.0,-7,away,7
14062159,18.0,-5,away,5
14062159,19.0,-28,away,28
14062159,20.0,-9,away,9
14062159,21.0,-9,away,9
14062159,22.0,24,home,24
14062159,23.0,50,home,50
14062159,24.0,30,home,30
14062159,25.0,16,home,16
14062159,26.0,25,home,25
14062159,27.0,9,home,9
14062159,28.0,13,home,13
14062159,29.0,61,home,61
14062159,30.0,33,home,33
14062159,31.0,25,home,25
14062159,32.0,26,home,26
14062159,33.0,-16,away,16
14062159,34.0,-12,away,12
14062159,35.0,9,home,9
14062159,36.0,-38,away,38
14062159,37.0,-18,away,18
14062159,38.0,-17,away,17
14062159,39.0,-2,away,2
14062159,40.0,34,home,34
14062159,41.0,46,home,46
14062159,42.0,40,home,40
14062159,43.0,26,home,26
14062159,44.0,-27,away,27
14062159,45.0,-6,away,6
14062159,45.5,3,home,3
14062159,46.0,-11,away,11
14062159,47.0,-9,away,9
14062159,48.0,54,home,54
14062159,49.0,26,home,26
14062159,50.0,13,home,13
14062159,51.0,-36,away,36
14062159,52.0,-19,away,19
14062159,53.0,-17,away,17
14062159,54.0,-12,away,12
14062159,55.0,22,home,22
14062159,56.0,26,home,26
14062159,57.0,22,home,22
14062159,58.0,15,home,15
14062159,59.0,18,home,18
14062159,60.0,16,home,16
14062159,61.0,10,home,10
14062159,62.0,13,home,13
14062159,63.0,33,home,33
14062159,64.0,23,home,23
14062159,65.0,14,home,14
14062159,66.0,44,home,44
14062159,67.0,53,home,53
14062159,68.0,34,home,34
14062159,69.0,17,home,17
14062159,70.0,3,home,3
14062159,71.0,-11,away,11
14062159,72.0,-30,away,30
14062159,73.0,-53,away,53
14062159,74.0,-48,away,48
14062159,75.0,-24,away,24
14062159,76.0,-5,away,5
14062159,77.0,4,home,4
14062159,78.0,9,home,9
14062159,79.0,16,home,16
14062159,80.0,21,home,21
14062159,81.0,18,home,18
14062159,82.0,18,home,18
14062159,83.0,15,home,15
14062159,84.0,12,home,12
14062159,85.0,2,home,2
14062159,86.0,19,home,19
14062159,87.0,17,home,17
14062159,88.0,39,home,39
14062159,89.0,66,home,66
14062159,90.0,74,home,74
14062159,90.5,51,home,51
