match_id,team_type,team_id,Match_overview_Ball_possession,Match_overview_Big_chances,Match_overview_Total_shots,Match_overview_Goalkeeper_saves,Match_overview_Corner_kicks,Match_overview_Fouls,Match_overview_Passes,Match_overview_Tackles,Match_overview_Free_kicks,Shots_Total_shots,Shots_Shots_on_target,Shots_Hit_woodwork,Shots_Shots_off_target,Shots_Blocked_shots,Shots_Shots_inside_box,Shots_Shots_outside_box,Attack_Big_chances_scored,Attack_Big_chances_missed,Attack_Through_balls,Attack_Touches_in_penalty_area,Attack_Fouled_in_final_third,Attack_Offsides,Passes_Accurate_passes,Passes_Throw-ins,Passes_Final_third_entries,Passes_Final_third_phase,Passes_Long_balls,Passes_Crosses,Duels_Duels,Duels_Dispossessed,Duels_Ground_duels,Duels_Aerial_duels,Duels_Dribbles,Defending_Tackles_won,Defending_Total_tackles,Defending_Interceptions,Defending_Recoveries,Defending_Clearances,Defending_Errors_lead_to_a_shot,Goalkeeping_Total_saves,Goalkeeping_Big_saves,Goalkeeping_High_claims,Goalkeeping_Goal_kicks
15174867,away,6918,59%,5,15,3,3,5,257,3,7,15,3,0,8,4,12,3,1,4,0,32,2,1,234,10,25,69/88 (78%)/88,6/13 (46%)/13,3/14 (21%)/14,51%,6,22/42 (52%)/42,5/11 (45%)/11,11/14 (79%)/14,100%/3,3,4,26,9,0,3,1,1,3
