match_id,minute,momentum_value,dominant_team,abs_value
14083189,1.0,8,home,8
14083189,2.0,13,home,13
14083189,3.0,4,home,4
14083189,4.0,-29,away,29
14083189,5.0,-14,away,14
14083189,6.0,22,home,22
14083189,7.0,25,home,25
14083189,8.0,23,home,23
14083189,9.0,9,home,9
14083189,10.0,-16,away,16
14083189,11.0,-12,away,12
14083189,12.0,-32,away,32
14083189,13.0,-77,away,77
14083189,14.0,-41,away,41
14083189,15.0,-20,away,20
14083189,16.0,-35,away,35
14083189,17.0,-19,away,19
14083189,18.0,-35,away,35
14083189,19.0,-13,away,13
14083189,20.0,-20,away,20
14083189,21.0,-1,away,1
14083189,22.0,5,home,5
14083189,23.0,29,home,29
14083189,24.0,15,home,15
14083189,25.0,52,home,52
14083189,26.0,22,home,22
14083189,27.0,12,home,12
14083189,28.0,3,home,3
14083189,29.0,22,home,22
14083189,30.0,14,home,14
14083189,31.0,9,home,9
14083189,32.0,-8,away,8
14083189,33.0,-2,away,2
14083189,34.0,-26,away,26
14083189,35.0,-22,away,22
14083189,36.0,-23,away,23
14083189,37.0,-9,away,9
14083189,38.0,14,home,14
14083189,39.0,-16,away,16
14083189,40.0,6,home,6
14083189,41.0,11,home,11
14083189,42.0,-20,away,20
14083189,43.0,-34,away,34
14083189,44.0,-25,away,25
14083189,45.0,-23,away,23
14083189,45.5,-32,away,32
14083189,46.0,4,home,4
14083189,47.0,6,home,6
14083189,48.0,-17,away,17
14083189,49.0,-9,away,9
14083189,50.0,7,home,7
14083189,51.0,18,home,18
14083189,52.0,15,home,15
14083189,53.0,9,home,9
14083189,54.0,4,home,4
14083189,55.0,-12,away,12
14083189,56.0,-30,away,30
14083189,57.0,-24,away,24
14083189,58.0,-26,away,26
14083189,59.0,-26,away,26
14083189,60.0,-62,away,62
14083189,61.0,-20,away,20
14083189,62.0,-17,away,17
14083189,63.0,-43,away,43
14083189,64.0,-31,away,31
14083189,65.0,-51,away,51
14083189,66.0,-58,away,58
14083189,67.0,-44,away,44
14083189,68.0,-28,away,28
14083189,69.0,-20,away,20
14083189,70.0,-13,away,13
14083189,71.0,-14,away,14
14083189,72.0,-15,away,15
14083189,73.0,50,home,50
14083189,74.0,73,home,73
14083189,75.0,79,home,79
14083189,76.0,51,home,51
14083189,77.0,44,home,44
14083189,78.0,23,home,23
14083189,79.0,6,home,6
14083189,80.0,13,home,13
14083189,81.0,14,home,14
14083189,82.0,10,home,10
14083189,83.0,10,home,10
14083189,84.0,12,home,12
14083189,85.0,20,home,20
14083189,86.0,14,home,14
14083189,87.0,5,home,5
14083189,88.0,6,home,6
14083189,89.0,-9,away,9
14083189,90.0,-19,away,19
14083189,90.5,-30,away,30
