match_id,minute,momentum_value,dominant_team,abs_value
14970878,1.0,11,home,11
14970878,2.0,12,home,12
14970878,3.0,49,home,49
14970878,4.0,28,home,28
14970878,5.0,16,home,16
14970878,6.0,6,home,6
14970878,7.0,-14,away,14
14970878,8.0,-6,away,6
14970878,9.0,-2,away,2
14970878,10.0,8,home,8
14970878,11.0,12,home,12
14970878,12.0,15,home,15
14970878,13.0,28,home,28
14970878,14.0,23,home,23
14970878,15.0,70,home,70
14970878,16.0,53,home,53
14970878,17.0,36,home,36
14970878,18.0,24,home,24
14970878,19.0,38,home,38
14970878,20.0,18,home,18
14970878,21.0,22,home,22
14970878,22.0,40,home,40
14970878,23.0,31,home,31
14970878,24.0,74,home,74
14970878,25.0,68,home,68
14970878,26.0,99,home,99
14970878,27.0,92,home,92
14970878,28.0,61,home,61
14970878,29.0,82,home,82
14970878,30.0,51,home,51
14970878,31.0,27,home,27
14970878,32.0,10,home,10
14970878,33.0,5,home,5
14970878,34.0,4,home,4
14970878,35.0,19,home,19
14970878,36.0,46,home,46
14970878,37.0,32,home,32
14970878,38.0,22,home,22
14970878,39.0,50,home,50
14970878,40.0,51,home,51
14970878,41.0,36,home,36
14970878,42.0,96,home,96
14970878,43.0,87,home,87
14970878,44.0,57,home,57
14970878,45.0,15,home,15
14970878,45.5,12,home,12
14970878,46.0,11,home,11
14970878,47.0,9,home,9
14970878,48.0,8,home,8
14970878,49.0,-30,away,30
14970878,50.0,-38,away,38
14970878,51.0,-23,away,23
14970878,52.0,-50,away,50
14970878,53.0,-33,away,33
14970878,54.0,-32,away,32
14970878,55.0,-11,away,11
14970878,56.0,-4,away,4
14970878,57.0,3,home,3
14970878,58.0,4,home,4
14970878,59.0,-12,away,12
14970878,60.0,-18,away,18
14970878,61.0,-36,away,36
14970878,62.0,-15,away,15
14970878,63.0,21,home,21
14970878,64.0,8,home,8
14970878,65.0,40,home,40
14970878,66.0,49,home,49
14970878,67.0,32,home,32
14970878,68.0,21,home,21
14970878,69.0,54,home,54
14970878,70.0,52,home,52
14970878,71.0,32,home,32
14970878,72.0,22,home,22
14970878,73.0,16,home,16
14970878,74.0,10,home,10
14970878,75.0,7,home,7
14970878,76.0,7,home,7
14970878,77.0,42,home,42
14970878,78.0,6,home,6
14970878,79.0,-40,away,40
14970878,80.0,-21,away,21
14970878,81.0,33,home,33
14970878,82.0,11,home,11
14970878,83.0,-15,away,15
14970878,84.0,58,home,58
14970878,85.0,34,home,34
14970878,86.0,16,home,16
14970878,87.0,12,home,12
14970878,88.0,10,home,10
14970878,89.0,-10,away,10
14970878,90.0,-16,away,16
14970878,90.5,64,home,64
