match_id,team_type,team_id,Match_overview_Ball_possession,Match_overview_Expected_goals,Match_overview_Big_chances,Match_overview_Total_shots,Match_overview_Goalkeeper_saves,Match_overview_Corner_kicks,Match_overview_Fouls,Match_overview_Passes,Match_overview_Tackles,Match_overview_Free_kicks,Match_overview_Yellow_cards,Match_overview_Red_cards,Shots_Total_shots,Shots_Shots_on_target,Shots_Hit_woodwork,Shots_Shots_off_target,Shots_Blocked_shots,Shots_Shots_inside_box,Shots_Shots_outside_box,Attack_Big_chances_scored,Attack_Big_chances_missed,Attack_Through_balls,Attack_Touches_in_penalty_area,Attack_Fouled_in_final_third,Attack_Offsides,Passes_Accurate_passes,Passes_Throw-ins,Passes_Final_third_entries,Passes_Final_third_phase,Passes_Long_balls,Passes_Crosses,Duels_Duels,Duels_Dispossessed,Duels_Ground_duels,Duels_Aerial_duels,Duels_Dribbles,Defending_Tackles_won,Defending_Total_tackles,Defending_Interceptions,Defending_Recoveries,Defending_Clearances,Defending_Errors_lead_to_a_goal,Goalkeeping_Total_saves,Goalkeeping_Goals_prevented,Goalkeeping_High_claims,Goalkeeping_Goal_kicks
13981568,away,2695,32%,0.38,1,6,0,3,3,147,5,8,0,0,6,3,1,3,0,5,1,0,1,1,17,1,2,121,5,16,60/86 (70%)/86,8/15 (53%)/15,3/11 (27%)/11,63%,3,20/33 (61%)/33,7/10 (70%)/10,7/8 (88%)/8,80%/5,5,6,16,6,2,0,-1.70,1,3
