match_id,minute,momentum_value,dominant_team,abs_value
13981581,1.0,-1,away,1
13981581,2.0,-11,away,11
13981581,3.0,-8,away,8
13981581,4.0,-32,away,32
13981581,5.0,21,home,21
13981581,6.0,22,home,22
13981581,7.0,24,home,24
13981581,8.0,27,home,27
13981581,9.0,8,home,8
13981581,10.0,-16,away,16
13981581,11.0,26,home,26
13981581,12.0,12,home,12
13981581,13.0,19,home,19
13981581,14.0,14,home,14
13981581,15.0,20,home,20
13981581,16.0,-41,away,41
13981581,17.0,-22,away,22
13981581,18.0,-16,away,16
13981581,19.0,-43,away,43
13981581,20.0,-7,away,7
13981581,21.0,23,home,23
13981581,22.0,3,home,3
13981581,23.0,-67,away,67
13981581,24.0,-30,away,30
13981581,25.0,-2,away,2
13981581,26.0,33,home,33
13981581,27.0,-40,away,40
13981581,28.0,-12,away,12
13981581,29.0,12,home,12
13981581,30.0,21,home,21
13981581,31.0,23,home,23
13981581,32.0,13,home,13
13981581,33.0,-34,away,34
13981581,34.0,-10,away,10
13981581,35.0,62,home,62
13981581,36.0,19,home,19
13981581,37.0,5,home,5
13981581,38.0,39,home,39
13981581,39.0,-30,away,30
13981581,40.0,-14,away,14
13981581,41.0,-17,away,17
13981581,42.0,-11,away,11
13981581,43.0,15,home,15
13981581,44.0,-15,away,15
13981581,45.0,-25,away,25
13981581,45.5,6,home,6
13981581,46.0,6,home,6
13981581,47.0,10,home,10
13981581,48.0,4,home,4
13981581,49.0,-6,away,6
13981581,50.0,22,home,22
13981581,51.0,13,home,13
13981581,52.0,11,home,11
13981581,53.0,-15,away,15
13981581,54.0,-9,away,9
13981581,55.0,-9,away,9
13981581,56.0,-4,away,4
13981581,57.0,-17,away,17
13981581,58.0,-1,away,1
13981581,59.0,18,home,18
13981581,60.0,49,home,49
13981581,61.0,24,home,24
13981581,62.0,11,home,11
13981581,63.0,14,home,14
13981581,64.0,-17,away,17
13981581,65.0,-17,away,17
13981581,66.0,-5,away,5
13981581,67.0,-17,away,17
13981581,68.0,18,home,18
13981581,69.0,16,home,16
13981581,70.0,18,home,18
13981581,71.0,31,home,31
13981581,72.0,17,home,17
13981581,73.0,-12,away,12
13981581,74.0,32,home,32
13981581,75.0,54,home,54
13981581,76.0,26,home,26
13981581,77.0,12,home,12
13981581,78.0,-25,away,25
13981581,79.0,-5,away,5
13981581,80.0,-21,away,21
13981581,81.0,-12,away,12
13981581,82.0,-19,away,19
13981581,83.0,-6,away,6
13981581,84.0,-3,away,3
13981581,85.0,-7,away,7
13981581,86.0,-48,away,48
13981581,87.0,-22,away,22
13981581,88.0,30,home,30
13981581,89.0,16,home,16
13981581,90.0,1,home,1
13981581,90.5,-21,away,21
