match_id,player_id,player_name,player_link,team,Rating,Goals,Expected_goals_xG,Total_shots,Shots_on_target,Shots_off_target,Blocked_shots,Key_passes,Crosses_accurate,Crosses_total,Accurate_passes,Total_passes,Pass_accuracy_pct,Passes_into_final_third,Passes_in_opposition_half,Long_balls_accurate,Long_balls_total,Dribbles_successful,Dribbles_attempted,Duels_won,Duels_lost,Ground_duels_won,Ground_duels_lost,Aerial_duels_won,Aerial_duels_lost,Tackles_total,Tackles_won,Interceptions,Clearances,Blocks,Fouls_committed,Was_fouled,Assists,Big_chances_created,Big_chances_missed,Touches,Possession_lost,Minutes_played,Saves,Punches,Runs_out,Goals_conceded
13981580,888971,Arijanet Murić,https://www.sofascore.com/player/arijanet-muric/888971,home,7.5,0,,0,0,0,0,0,0,0,24,36,66.7,0,2,6,18,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,46,0,90,4,1,0,0
13981580,886243,Sebastian Walukiewicz,https://www.sofascore.com/player/sebastian-walukiewicz/886243,home,6.5,0,0.0362,1,0,1,0,1,0,0,58,67,86.6,0,23,2,7,0,0,1,3,0,1,0,1,0,0,0,2,0,1,1,0,0,0,81,0,90,0,0,0,0
13981580,933641,Jay Idzes,https://www.sofascore.com/player/jay-idzes/933641,home,6.0,0,,0,0,0,0,0,0,0,41,48,85.4,0,5,1,4,0,0,4,9,0,0,3,5,1,0,3,2,0,4,0,0,0,0,54,0,90,0,0,0,0
13981580,1118177,Tarik Muharemović,https://www.sofascore.com/player/tarik-muharemovic/1118177,home,6.6,0,,0,0,0,0,0,0,0,52,60,86.7,0,13,6,10,0,0,6,6,0,0,4,3,1,1,3,7,0,1,1,0,0,0,81,0,90,0,0,0,0
13981580,989276,Josh Doig,https://www.sofascore.com/player/josh-doig/989276,home,5.5,0,0.0226,1,0,1,0,0,0,1,27,34,79.4,0,13,0,3,0,0,2,4,0,0,2,0,0,0,1,2,0,1,0,0,0,0,58,0,78,0,0,0,0
13981580,989371,Aster Vranckx,https://www.sofascore.com/player/vranckx-aster/989371,home,6.9,0,,0,0,0,0,1,0,0,16,22,72.7,0,8,0,0,0,0,5,1,0,0,3,0,0,0,0,1,0,0,2,0,0,0,31,0,63,0,0,0,0
13981580,44241,Nemanja Matić,https://www.sofascore.com/player/nemanja-matic/44241,home,6.9,0,,0,0,0,0,1,0,1,54,64,84.4,0,25,4,7,0,0,4,6,0,0,0,3,1,1,0,2,1,3,3,0,0,0,80,0,90,0,0,0,0
13981580,1134351,Ismael Koné,https://www.sofascore.com/player/ismael-kone/1134351,home,7.2,0,0.0855,1,0,0,1,1,0,0,26,30,86.7,0,13,5,7,0,0,2,4,0,0,0,0,0,0,1,2,0,1,1,0,0,0,45,0,90,0,0,0,0
13981580,1155625,Cristian Volpato,https://www.sofascore.com/player/volpato-cristian/1155625,home,6.6,0,0.0419,1,1,1,0,0,1,3,22,26,84.6,0,10,3,5,0,0,4,5,0,0,0,2,1,1,0,0,0,1,2,0,0,0,43,0,78,0,0,0,0
13981580,917485,Walid Cheddira,https://www.sofascore.com/player/walid-cheddira/917485,home,6.1,0,0.0484,1,0,1,0,0,0,0,13,21,61.9,0,9,0,1,0,0,4,6,0,0,1,3,0,0,0,0,0,1,2,0,0,0,31,0,63,0,0,0,0
