match_id,minute,momentum_value,dominant_team,abs_value
13981568,1.0,-7,away,7
13981568,2.0,-11,away,11
13981568,3.0,-29,away,29
13981568,4.0,-17,away,17
13981568,5.0,-10,away,10
13981568,6.0,-60,away,60
13981568,7.0,-36,away,36
13981568,8.0,-19,away,19
13981568,9.0,61,home,61
13981568,10.0,30,home,30
13981568,11.0,22,home,22
13981568,12.0,51,home,51
13981568,13.0,49,home,49
13981568,14.0,76,home,76
13981568,15.0,81,home,81
13981568,16.0,46,home,46
13981568,17.0,22,home,22
13981568,18.0,21,home,21
13981568,19.0,18,home,18
13981568,20.0,56,home,56
13981568,21.0,33,home,33
13981568,22.0,69,home,69
13981568,23.0,38,home,38
13981568,24.0,27,home,27
13981568,25.0,19,home,19
13981568,26.0,16,home,16
13981568,27.0,10,home,10
13981568,28.0,1,home,1
13981568,29.0,9,home,9
13981568,30.0,9,home,9
13981568,31.0,45,home,45
13981568,32.0,15,home,15
13981568,33.0,2,home,2
13981568,34.0,-15,away,15
13981568,35.0,-13,away,13
13981568,36.0,-11,away,11
13981568,37.0,-7,away,7
13981568,38.0,-4,away,4
13981568,39.0,-22,away,22
13981568,40.0,-13,away,13
13981568,41.0,-13,away,13
13981568,42.0,73,home,73
13981568,43.0,44,home,44
13981568,44.0,32,home,32
13981568,45.0,24,home,24
13981568,45.5,5,home,5
13981568,46.0,8,home,8
13981568,47.0,15,home,15
13981568,48.0,-49,away,49
13981568,49.0,-78,away,78
13981568,50.0,-98,away,98
13981568,51.0,-42,away,42
13981568,52.0,-33,away,33
13981568,53.0,-18,away,18
13981568,54.0,-51,away,51
13981568,55.0,-13,away,13
13981568,56.0,65,home,65
13981568,57.0,47,home,47
13981568,58.0,23,home,23
13981568,59.0,27,home,27
13981568,60.0,24,home,24
13981568,61.0,19,home,19
13981568,62.0,20,home,20
13981568,63.0,44,home,44
13981568,64.0,20,home,20
13981568,65.0,-19,away,19
13981568,66.0,-2,away,2
13981568,67.0,-56,away,56
13981568,68.0,-32,away,32
13981568,69.0,35,home,35
13981568,70.0,10,home,10
13981568,71.0,9,home,9
13981568,72.0,14,home,14
13981568,73.0,8,home,8
13981568,74.0,5,home,5
13981568,75.0,22,home,22
13981568,76.0,30,home,30
13981568,77.0,100,home,100
13981568,78.0,58,home,58
13981568,79.0,29,home,29
13981568,80.0,27,home,27
13981568,81.0,14,home,14
13981568,82.0,13,home,13
13981568,83.0,16,home,16
13981568,84.0,6,home,6
13981568,85.0,18,home,18
13981568,86.0,7,home,7
13981568,87.0,8,home,8
13981568,88.0,9,home,9
13981568,89.0,16,home,16
13981568,90.0,13,home,13
13981568,90.5,-13,away,13
