match_id,team_type,team_id,Match_overview_Ball_possession,Match_overview_Big_chances,Match_overview_Total_shots,Match_overview_Goalkeeper_saves,Match_overview_Corner_kicks,Match_overview_Fouls,Match_overview_Passes,Match_overview_Tackles,Match_overview_Free_kicks,Match_overview_Yellow_cards,Shots_Total_shots,Shots_Shots_on_target,Shots_Hit_woodwork,Shots_Shots_off_target,Shots_Blocked_shots,Shots_Shots_inside_box,Shots_Shots_outside_box,Attack_Big_chances_scored,Attack_Big_chances_missed,Attack_Through_balls,Attack_Touches_in_penalty_area,Attack_Fouled_in_final_third,Attack_Offsides,Passes_Accurate_passes,Passes_Throw-ins,Passes_Final_third_entries,Passes_Final_third_phase,Passes_Long_balls,Passes_Crosses,Duels_Duels,Duels_Dispossessed,Duels_Ground_duels,Duels_Aerial_duels,Duels_Dribbles,Defending_Tackles_won,Defending_Total_tackles,Defending_Interceptions,Defending_Recoveries,Defending_Clearances,Defending_Errors_lead_to_a_shot,Defending_Errors_lead_to_a_goal,Goalkeeping_Total_saves,Goalkeeping_Big_saves,Goalkeeping_High_claims,Goalkeeping_Punches,Goalkeeping_Goal_kicks
15171805,away,1678,69%,1,7,4,0,4,354,13,6,2,7,1,0,5,1,1,6,0,1,1,30,2,0,317,11,39,107/148 (72%)/148,13/21 (62%)/21,1/6 (17%)/6,58%,4,24/39 (62%)/39,2/6 (33%)/6,5/6 (83%)/6,46%/13,13,4,37,6,1,1,4,1,1,1,1
