match_id,team_type,team_id,Match_overview_Ball_possession,Match_overview_Expected_goals,Match_overview_Big_chances,Match_overview_Total_shots,Match_overview_Goalkeeper_saves,Match_overview_Corner_kicks,Match_overview_Fouls,Match_overview_Passes,Match_overview_Tackles,Match_overview_Free_kicks,Match_overview_Yellow_cards,Match_overview_Red_cards,Shots_Total_shots,Shots_Shots_on_target,Shots_Hit_woodwork,Shots_Shots_off_target,Shots_Blocked_shots,Shots_Shots_inside_box,Shots_Shots_outside_box,Attack_Big_chances_scored,Attack_Big_chances_missed,Attack_Touches_in_penalty_area,Attack_Fouled_in_final_third,Attack_Offsides,Passes_Accurate_passes,Passes_Throw-ins,Passes_Final_third_entries,Passes_Final_third_phase,Passes_Long_balls,Passes_Crosses,Duels_Duels,Duels_Dispossessed,Duels_Ground_duels,Duels_Aerial_duels,Duels_Dribbles,Defending_Tackles_won,Defending_Total_tackles,Defending_Interceptions,Defending_Recoveries,Defending_Clearances,Defending_Errors_lead_to_a_shot,Defending_Errors_lead_to_a_goal,Goalkeeping_Total_saves,Goalkeeping_Goals_prevented,Goalkeeping_Big_saves,Goalkeeping_High_claims,Goalkeeping_Punches,Goalkeeping_Goal_kicks
13981579,away,2686,74%,1.13,2,9,1,4,10,268,14,7,2,0,9,3,0,5,1,8,1,1,1,30,1,0,243,7,35,207/237 (87%)/237,17/21 (81%)/21,8/15 (53%)/15,54%,3,25/47 (53%)/47,5/9 (56%)/9,5/10 (50%)/10,57%/14,14,4,19,8,0,0,1,0.85,1,1,0,2
