match_id,team_type,team_id,Match_overview_Ball_possession,Match_overview_Expected_goals,Match_overview_Big_chances,Match_overview_Total_shots,Match_overview_Goalkeeper_saves,Match_overview_Corner_kicks,Match_overview_Fouls,Match_overview_Passes,Match_overview_Tackles,Match_overview_Free_kicks,Match_overview_Yellow_cards,Shots_Total_shots,Shots_Shots_on_target,Shots_Hit_woodwork,Shots_Shots_off_target,Shots_Blocked_shots,Shots_Shots_inside_box,Shots_Shots_outside_box,Attack_Big_chances_scored,Attack_Big_chances_missed,Attack_Touches_in_penalty_area,Attack_Fouled_in_final_third,Attack_Offsides,Passes_Accurate_passes,Passes_Throw-ins,Passes_Final_third_entries,Passes_Final_third_phase,Passes_Long_balls,Passes_Crosses,Duels_Duels,Duels_Dispossessed,Duels_Ground_duels,Duels_Aerial_duels,Duels_Dribbles,Defending_Tackles_won,Defending_Total_tackles,Defending_Interceptions,Defending_Recoveries,Defending_Clearances,Defending_Errors_lead_to_a_shot,Defending_Errors_lead_to_a_goal,Goalkeeping_Total_saves,Goalkeeping_Goals_prevented,Goalkeeping_Big_saves,Goalkeeping_High_claims,Goalkeeping_Punches,Goalkeeping_Goal_kicks
14083180,away,2814,24%,0.71,1,5,3,1,1,99,12,5,2,5,2,0,2,1,3,2,1,0,13,1,1,62,9,20,35/80 (44%)/80,13/31 (42%)/31,2/5 (40%)/5,58%,2,21/34 (62%)/34,7/14 (50%)/14,4/7 (57%)/7,42%/12,12,4,29,22,0,0,3,0.66,1,2,2,9
