match_id,home_or_away,player,player_id,xG,xGOT,Outcome,Situation,Shot_type,Goal_zone,minute,added_time,x_coord,y_coord
15184394,home,Valentin Rongier,581314,,,Off Target,Open Play,Left Foot,right,45,,8.1,40.7
15184394,home,Valentin Rongier,581314,,,Blocked,Open Play,Right Foot,Low Left,45,,12.6,50.6
15184394,home,Lilian Brassier,988907,,,Off Target,Assisted,Header,high,39,,8.0,61.8
15184394,home,Quentin Merlin,1102502,,,Saved,Open Play,Left Foot,Low Right,37,,14.4,53.9
15184394,home,Mahdi Camara,916041,,,Blocked,Open Play,Right Foot,Low Centre,35,,10.6,52.4
15184394,home,Anthony Rouault,991479,,,Off Target,Corner,Header,left,34,,8.6,55.5
15184394,home,Esteban Lepaul,966621,,,Off Target,Assisted,Right Foot,high,33,,27.0,30.3
15184394,home,Mousa Tamari,876600,,,Blocked,Corner,Left Foot,Low Right,32,,17.2,31.1
15184394,home,Mousa Tamari,876600,,,Blocked,Corner,Left Foot,Low Centre,32,,23.4,29.1
15184394,home,Ludovic Blas,806076,,,Blocked,Assisted,Left Foot,Low Left,31,,29.2,57.7
15184394,home,Esteban Lepaul,966621,,,Off Target,Open Play,Right Foot,right,20,,13.8,60.8
15184394,home,Mahdi Camara,916041,,,Saved,Assisted,Right Foot,Low Centre,20,,9.1,64.6
15184394,home,Breel Embolo,352296,,,Blocked,Open Play,Right Foot,Low Centre,19,,8.3,58.1
15184394,home,Valentin Rongier,581314,,,Blocked,Corner,Right Foot,Low Centre,19,,20.4,37.4
15184394,home,Breel Embolo,352296,,,Off Target,Assisted,Left Foot,left,18,,8.8,53.6
15184394,home,Valentin Rongier,581314,,,Off Target,Assisted,Left Foot,right,14,,26.0,63.6
15184394,home,Esteban Lepaul,966621,,,Off Target,Assisted,Header,left,13,,8.2,52.2
