match_id,team,player,player_id,player_link,Goals,Assists,Tackles_won,Accurate_passes,Duels_won,Ground_duels_won,Aerial_duels_won,Minutes_played,Position,Sofascore_Rating
15252323,home_team,Vanja Milinković-Savić,356160,https://www.sofascore.com/player/vanja-milinkovic-savic/356160,0,0,,23/42 (55%),1 (1),,,90',G,6.9
15252323,home_team,Giovanni Di Lorenzo,153257,https://www.sofascore.com/player/giovanni-di-lorenzo/153257,0,0,,34/37 (92%),3 (1),,1 (0),90',D,6.5
15252323,home_team,Amir Rrahmani,332155,https://www.sofascore.com/player/amir-rrahmani/332155,0,0,2 (1),48/51 (94%),10 (7),,5 (3),90',D,7.5
15252323,home_team,Juan Jesus,108484,https://www.sofascore.com/player/juan-jesus/108484,0,0,,38/40 (95%),8 (1),3 (0),3 (1),84',D,6.9
15252323,home_team,Matteo Politano,235672,https://www.sofascore.com/player/matteo-politano/235672,0,1,,32/37 (86%),5 (1),,1 (0),90',M,7.1
15252323,home_team,Stanislav Lobotka,150383,https://www.sofascore.com/player/stanislav-lobotka/150383,0,0,,55/59 (93%),5 (2),1 (0),,90',M,7.2
15252323,home_team,Scott McTominay,879346,https://www.sofascore.com/player/scott-mctominay/879346,0,0,1 (1),33/44 (75%),10 (8),,2 (1),90',M,7.3
15252323,home_team,Leonardo Spinazzola,148899,https://www.sofascore.com/player/leonardo-spinazzola/148899,0,0,3 (2),21/26 (81%),9 (6),,2 (2),68',M,6.9
15252323,home_team,David Neres,850993,https://www.sofascore.com/player/david-neres/850993,2,0,2 (1),37/44 (84%),8 (4),1 (0),,78',F,9.9
15252323,home_team,Eljif Elmas,838232,https://www.sofascore.com/player/eljif-elmas/838232,0,0,,23/25 (92%),4 (2),,,68',F,7.1
15252323,home_team,Rasmus Højlund,1086417,https://www.sofascore.com/player/rasmus-hojlund/1086417,0,0,,16/20 (80%),6 (3),,,90',F,6.7
15252323,home_team,Miguel Gutiérrez,908716,https://www.sofascore.com/player/miguel-gutierrez/908716,0,0,,4/6 (67%),3 (3),,1 (1),22',D,7.5
15252323,home_team,Noa Lang,875136,https://www.sofascore.com/player/noa-lang/875136,0,0,,8/8 (100%),6 (0),1 (0),2 (0),22',F,6.1
15252323,home_team,Pasquale Mazzocchi,377512,https://www.sofascore.com/player/pasquale-mazzocchi/377512,0,0,,2/2 (100%),,,,12',D,6.7
15252323,home_team,Alessandro Buongiorno,870263,https://www.sofascore.com/player/alessandro-buongiorno/870263,0,0,,6/6 (100%),,,,11',D,6.7
15252323,home_team,Nikita Contini,352728,https://www.sofascore.com/player/nikita-contini/352728,0,0,,,,,,,G,
15252323,home_team,Mathias Ferrante,1940256,https://www.sofascore.com/player/mathias-ferrante/1940256,0,0,,,,,,,G,
15252323,home_team,Sam Beukema,898815,https://www.sofascore.com/player/sam-beukema/898815,0,0,,,,,,,D,
15252323,home_team,Luca Marianucci,1165371,https://www.sofascore.com/player/marianucci-luca/1165371,0,0,,,,,,,D,
15252323,home_team,Mathías Olivera,805078,https://www.sofascore.com/player/mathias-olivera/805078,0,0,,,,,,,D,
15252323,home_team,Emmanuele De Chiara,1546429,https://www.sofascore.com/player/emmanuele-de-chiara/1546429,0,0,,,,,,,M,
15252323,home_team,Francisco Barido,2082486,https://www.sofascore.com/player/francisco-barido/2082486,0,0,,,,,,,M,
15252323,home_team,Romelu Lukaku,78893,https://www.sofascore.com/player/romelu-lukaku/78893,0,0,,,,,,,F,
15252323,home_team,Lorenzo Lucca,962364,https://www.sofascore.com/player/lorenzo-lucca/962364,0,0,,,,,,,F,
15252323,home_team,Antonio Vergara,1069560,https://www.sofascore.com/player/antonio-vergara/1069560,0,0,,,,,,,M,
15252323,home_team,Giuseppe Ambrosino,1163083,https://www.sofascore.com/player/ambrosino-giuseppe/1163083,0,0,,,,,,,F,
15252323,away_team,Federico Ravaglia,850952,https://www.sofascore.com/player/federico-ravaglia/850952,0,0,,37/48 (77%),1 (1),,,90',G,6.0
15252323,away_team,Emil Holm,965264,https://www.sofascore.com/player/emil-holm/965264,0,0,4 (3),43/48 (90%),11 (7),1 (0),2 (1),90',D,6.9
15252323,away_team,Torbjørn Heggem,933264,https://www.sofascore.com/player/torbjorn-heggem/933264,0,0,2 (2),43/43 (100%),6 (3),,2 (0),90',D,7.3
15252323,away_team,Jhon Lucumí,818481,https://www.sofascore.com/player/jhon-lucumi/818481,0,0,2 (1),61/63 (97%),4 (3),,1 (1),90',D,6.5
15252323,away_team,Juan Miranda,855829,https://www.sofascore.com/player/juan-miranda/855829,0,0,1 (1),47/61 (77%),3 (2),,,90',D,6.3
15252323,away_team,Lewis Ferguson,907152,https://www.sofascore.com/player/lewis-ferguson/907152,0,0,1 (0),37/40 (92%),1 (1),,,69',M,7.4
15252323,away_team,Tommaso Pobega,928796,https://www.sofascore.com/player/tommaso-pobega/928796,0,0,,26/31 (84%),8 (1),2 (0),1 (1),90',M,6.0
15252323,away_team,Riccardo Orsolini,793645,https://www.sofascore.com/player/riccardo-orsolini/793645,0,0,1 (1),13/16 (81%),10 (6),,2 (1),80',M,7.1
15252323,away_team,Jens Odgaard,826064,https://www.sofascore.com/player/jens-odgaard/826064,0,0,,6/10 (60%),8 (3),,2 (0),45',M,6.3
15252323,away_team,Nicolò Cambiaghi,971005,https://www.sofascore.com/player/cambiaghi-nicolo/971005,0,0,2 (1),25/27 (93%),5 (2),,,69',M,6.3
15252323,away_team,Santiago Castro,1116577,https://www.sofascore.com/player/santiago-castro/1116577,0,0,,9/10 (90%),10 (5),1 (0),5 (4),79',F,6.7
15252323,away_team,Nikola Moro,814882,https://www.sofascore.com/player/nikola-moro/814882,0,0,1 (0),38/44 (86%),3 (1),2 (0),,45',M,6.6
15252323,away_team,Jonathan Rowe,1065261,https://www.sofascore.com/player/jonathan-rowe/1065261,0,0,,3/3 (100%),2 (2),,,21',F,6.6
15252323,away_team,Thijs Dallinga,905381,https://www.sofascore.com/player/thijs-dallinga/905381,0,0,,1/1 (100%),1 (0),,1 (0),21',F,6.4
15252323,away_team,Ciro Immobile,45923,https://www.sofascore.com/player/ciro-immobile/45923,0,0,1 (0),3/4 (75%),2 (2),,1 (1),11',F,6.6
15252323,away_team,Benjamín Domínguez,1162611,https://www.sofascore.com/player/benjamin-dominguez/1162611,0,0,,1/3 (33%),3 (0),2 (0),,10',F,6.3
15252323,away_team,Łukasz Skorupski,44906,https://www.sofascore.com/player/lukasz-skorupski/44906,0,0,,,,,,,G,
15252323,away_team,Matteo Franceschelli,2223023,https://www.sofascore.com/player/matteo-franceschelli/2223023,0,0,,,,,,,G,
15252323,away_team,Massimo Pessina,1530540,https://www.sofascore.com/player/massimo-pessina/1530540,0,0,,,,,,,G,
15252323,away_team,Bodin Tomašević,1423505,https://www.sofascore.com/player/tomasevic-bodin/1423505,0,0,,,,,,,D,
15252323,away_team,Martin Vitík,1085913,https://www.sofascore.com/player/martin-vitik/1085913,0,0,,,,,,,D,
15252323,away_team,Charalampos Lykogiannis,98212,https://www.sofascore.com/player/charalampos-lykogiannis/98212,0,0,,,,,,,D,
15252323,away_team,Lorenzo De Silvestri,14718,https://www.sofascore.com/player/lorenzo-de-silvestri/14718,0,0,,,,,,,D,
15252323,away_team,Ibrahim Sulemana,105905,https://www.sofascore.com/player/ibrahim-sulemana/105905,0,0,,,,,,,M,
15252323,away_team,Nadir Zortea,928104,https://www.sofascore.com/player/zortea-nadir/928104,0,0,,,,,,,D,
15252323,away_team,Giovanni Fabbian,1067204,https://www.sofascore.com/player/giovanni-fabbian/1067204,0,0,,,,,,,M,
