match_id,home_or_away,player,player_id,xG,xGOT,Outcome,Situation,Shot_type,Goal_zone,minute,added_time,x_coord,y_coord
15171806,home,Rudy Matondo,1961626,,,Off Target,Open Play,Left Foot,Close Left,48,,13.0,51.6
15171806,home,Fredrik Oppegård,1005648,,,Saved,Assisted,Left Foot,Low Right,48,,14.0,28.2
15171806,home,Lamine Sy,1177351,,,Off Target,Assisted,Left Foot,left,47,,15.4,46.9
15171806,home,Ibrahim Osman,1471095,,,Blocked,Corner,Right Foot,Low Centre,38,,14.1,32.7
15171806,home,Ibrahim Osman,1471095,,,Blocked,Corner,Right Foot,Low Left,38,,9.8,36.8
15171806,home,Francisco Sierralta,805096,,,Off Target,Corner,Header,left,38,,11.7,49.6
15171806,home,Kévin Danois,1151803,,,Blocked,Open Play,Right Foot,Low Centre,37,,24.4,52.8
15171806,home,Ryan Rodin,1927696,,,Saved,Set Piece,Header,Low Centre,36,,15.8,49.1
15171806,home,Assane Dioussé,782240,,,Goal,Penalty,Left Foot,High Centre,29,,11.5,50.0
15171806,away,Denis Zakaria,770677,,,Saved,Open Play,Header,Low Centre,26,,15.6,40.3
15171806,away,Maghnes Akliouche,1130939,,,Saved,Assisted,Left Foot,Low Right,26,,8.6,53.6
15171806,away,Folarin Balogun,934237,,,Off Target,Fast Break,Left Foot,right,24,,11.2,29.3
15171806,away,Maghnes Akliouche,1130939,,,Off Target,Assisted,Header,left,19,,6.9,46.0
15171806,away,Folarin Balogun,934237,,,Saved,Assisted,Right Foot,Low Centre,13,,10.1,49.6
15171806,away,Folarin Balogun,934237,,,Off Target,throw-in-set-piece,Header,high,13,,2.9,50.4
15171806,away,Mika Biereth,1083007,,,Goal,Assisted,Header,High Left,8,,7.7,55.8
15171806,home,Ryan Rodin,1927696,,,Saved,Open Play,Left Foot,High Left,7,,15.0,73.9
15171806,home,Lamine Sy,1177351,,,Blocked,Assisted,Right Foot,Low Centre,7,,14.7,66.9
15171806,away,Folarin Balogun,934237,,,Saved,Fast Break,Left Foot,Low Centre,5,,13.2,30.7
15171806,away,Maghnes Akliouche,1130939,,,Off Target,Open Play,Right Foot,high,3,,8.8,53.6
15171806,away,Mika Biereth,1083007,,,Off Target,Assisted,Right Foot,close-high-left,1,,10.4,29.6
