match_id,home_team_id,away_team_id,home_team_name,away_team_name,match_start_time,league_name,stadium
15184397,1649,399406,Olympique Lyonnais,St Cyr Collonges au Mont d'Or,22/12/2025 04:00,Coupe de France,
