match_id,player_id,player_name,player_link,team,Rating,Goals,Expected_goals_xG,Total_shots,Shots_on_target,Shots_off_target,Blocked_shots,Key_passes,Crosses_accurate,Crosses_total,Accurate_passes,Total_passes,Pass_accuracy_pct,Passes_into_final_third,Passes_in_opposition_half,Long_balls_accurate,Long_balls_total,Dribbles_successful,Dribbles_attempted,Duels_won,Duels_lost,Ground_duels_won,Ground_duels_lost,Aerial_duels_won,Aerial_duels_lost,Tackles_total,Tackles_won,Interceptions,Clearances,Blocks,Fouls_committed,Was_fouled,Assists,Big_chances_created,Big_chances_missed,Touches,Possession_lost,Minutes_played,Saves,Punches,Runs_out,Goals_conceded
15174867,1397885,Geoffrey Kondo,https://www.sofascore.com/player/geoffrey-kondo/1397885,away,6.8,0,,0,0,0,0,3,2,4,46,51,90.2,0,15,3,5,0,0,3,6,0,2,0,0,1,1,1,2,0,3,1,0,2,0,70,0,90,0,0,0,0
15174867,802134,Alec Georgen,https://www.sofascore.com/player/alec-georgen/802134,away,6.6,0,,0,0,0,0,1,0,1,50,53,94.3,0,13,2,2,0,0,2,2,0,2,0,0,0,0,3,1,0,0,1,0,0,0,64,0,90,0,0,0,0
15174867,1638338,Gessime Yassine,https://www.sofascore.com/player/yassine-gessime/1638338,away,7.2,0,,2,2,0,2,0,1,3,29,32,90.6,0,22,2,3,0,0,10,12,0,3,0,0,2,2,1,0,0,1,3,0,0,2,68,0,90,0,0,0,0
15174867,1897444,Malick Diop,https://www.sofascore.com/player/malick-diop/1897444,away,6.2,0,,3,0,2,1,0,0,1,17,20,85.0,0,8,0,0,0,0,3,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,32,0,62,0,0,0,0
15174867,996974,Enzo Bardeli,https://www.sofascore.com/player/bardeli-enzo/996974,away,6.3,0,,0,0,0,0,4,1,2,35,39,89.7,0,14,1,1,0,0,1,3,0,1,0,0,1,0,2,0,0,0,0,0,0,0,48,0,79,0,0,0,0
15174867,1936455,Aristide Zossou,https://www.sofascore.com/player/aristide-zossou/1936455,away,6.2,0,,1,0,1,0,0,0,3,12,16,75.0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,23,0,63,0,0,0,0
15174867,790802,Thomas Robinet,https://www.sofascore.com/player/thomas-robinet/790802,away,7.3,1,,2,1,2,0,0,0,0,14,19,73.7,0,5,0,0,0,0,7,1,0,0,2,1,2,2,0,0,0,0,2,0,0,0,31,0,79,0,0,0,0
15174867,1513644,Anto Sekongo,https://www.sofascore.com/player/anto-sekongo/1513644,away,6.6,0,,0,0,0,0,0,0,1,10,13,76.9,0,6,0,0,0,0,2,4,0,1,1,1,1,1,1,1,0,0,0,0,0,0,20,0,28,0,0,0,0
15174867,990092,Marco Essimi,https://www.sofascore.com/player/marco-essimi/990092,away,6.9,0,,3,0,1,2,0,0,1,14,15,93.3,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,23,0,27,0,0,0,0
15174867,962374,Eddy Sylvestre,https://www.sofascore.com/player/eddy-sylvestre/962374,away,6.7,0,,1,0,1,0,1,1,2,7,7,100.0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,13,0,11,0,0,0,0
15174867,801296,Aboubakary Kanté,https://www.sofascore.com/player/aboubakary-kante/801296,away,6.2,0,,1,0,1,0,1,0,0,2,2,100.0,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,1,0,0,1,5,0,11,0,0,0,0
