match_id,team_type,team_id,Match_overview_Ball_possession,Match_overview_Big_chances,Match_overview_Total_shots,Match_overview_Goalkeeper_saves,Match_overview_Corner_kicks,Match_overview_Fouls,Match_overview_Passes,Match_overview_Tackles,Match_overview_Free_kicks,Match_overview_Yellow_cards,Shots_Total_shots,Shots_Shots_on_target,Shots_Hit_woodwork,Shots_Shots_off_target,Shots_Blocked_shots,Shots_Shots_inside_box,Shots_Shots_outside_box,Attack_Big_chances_missed,Attack_Through_balls,Attack_Touches_in_penalty_area,Attack_Fouled_in_final_third,Attack_Offsides,Passes_Accurate_passes,Passes_Throw-ins,Passes_Final_third_entries,Passes_Final_third_phase,Passes_Long_balls,Passes_Crosses,Duels_Duels,Duels_Dispossessed,Duels_Ground_duels,Duels_Aerial_duels,Duels_Dribbles,Defending_Tackles_won,Defending_Total_tackles,Defending_Interceptions,Defending_Recoveries,Defending_Clearances,Goalkeeping_Total_saves,Goalkeeping_Big_saves,Goalkeeping_Goal_kicks
15171817,away,1676,25%,1,2,1,1,6,106,12,7,0,2,2,0,0,0,1,1,1,1,2,0,0,56,7,15,30/58 (52%)/58,12/36 (33%)/36,0/1 (0%)/1,48%,5,19/36 (53%)/36,7/18 (39%)/18,1/4 (25%)/4,58%/12,12,6,24,16,1,2,18
