match_id,minute,momentum_value,dominant_team,abs_value
15184394,1.0,5,home,5
15184394,2.0,2,home,2
15184394,3.0,7,home,7
15184394,4.0,11,home,11
15184394,5.0,-9,away,9
15184394,6.0,17,home,17
15184394,7.0,54,home,54
15184394,8.0,22,home,22
15184394,9.0,8,home,8
15184394,10.0,-9,away,9
15184394,11.0,4,home,4
15184394,12.0,4,home,4
15184394,13.0,36,home,36
15184394,14.0,29,home,29
15184394,15.0,92,home,92
15184394,16.0,67,home,67
15184394,17.0,41,home,41
15184394,18.0,51,home,51
15184394,19.0,51,home,51
15184394,20.0,47,home,47
15184394,21.0,100,home,100
15184394,22.0,87,home,87
15184394,23.0,69,home,69
15184394,24.0,46,home,46
15184394,25.0,50,home,50
15184394,26.0,75,home,75
15184394,27.0,73,home,73
15184394,28.0,68,home,68
15184394,29.0,47,home,47
15184394,30.0,33,home,33
15184394,31.0,56,home,56
15184394,32.0,33,home,33
15184394,33.0,44,home,44
15184394,34.0,72,home,72
15184394,35.0,98,home,98
15184394,36.0,80,home,80
15184394,37.0,84,home,84
15184394,38.0,55,home,55
15184394,39.0,97,home,97
15184394,40.0,100,home,100
15184394,41.0,80,home,80
15184394,42.0,66,home,66
15184394,43.0,41,home,41
15184394,44.0,21,home,21
15184394,45.0,7,home,7
15184394,45.5,14,home,14
15184394,46.0,5,home,5
15184394,47.0,5,home,5
15184394,48.0,9,home,9
15184394,49.0,11,home,11
15184394,50.0,14,home,14
15184394,51.0,16,home,16
15184394,52.0,46,home,46
15184394,53.0,34,home,34
15184394,54.0,73,home,73
15184394,55.0,68,home,68
15184394,56.0,49,home,49
15184394,57.0,33,home,33
15184394,58.0,25,home,25
15184394,59.0,60,home,60
15184394,60.0,67,home,67
15184394,61.0,67,home,67
15184394,62.0,46,home,46
15184394,63.0,100,home,100
15184394,64.0,88,home,88
15184394,65.0,52,home,52
15184394,66.0,37,home,37
15184394,67.0,26,home,26
15184394,68.0,3,home,3
15184394,69.0,59,home,59
15184394,70.0,36,home,36
15184394,71.0,-41,away,41
15184394,72.0,-32,away,32
15184394,73.0,38,home,38
15184394,74.0,11,home,11
15184394,75.0,29,home,29
15184394,76.0,80,home,80
15184394,77.0,57,home,57
15184394,78.0,47,home,47
15184394,79.0,59,home,59
15184394,80.0,100,home,100
15184394,81.0,86,home,86
15184394,82.0,57,home,57
15184394,83.0,34,home,34
15184394,84.0,7,home,7
15184394,85.0,-7,away,7
15184394,86.0,-9,away,9
15184394,87.0,-8,away,8
15184394,88.0,26,home,26
15184394,89.0,6,home,6
15184394,90.0,-13,away,13
15184394,90.5,-13,away,13
