match_id,home_or_away,player,player_id,xG,xGOT,Outcome,Situation,Shot_type,Goal_zone,minute,added_time,x_coord,y_coord
15174867,away,Aboubakary Kanté,801296,,,Off Target,Assisted,Right Foot,Close Left,90,1,3.6,43.0
15174867,home,Mathis Amougou,1426224,,,Saved,Assisted,Right Foot,Low Left,90,,12.9,44.4
15174867,away,Marco Essimi,990092,,,Off Target,throw-in-set-piece,Header,left,89,,4.4,40.3
15174867,away,Gessime Yassine,1638338,,,Saved,Assisted,Left Foot,Low Centre,86,,13.3,60.9
15174867,home,Sebastian Nanasi,962068,,,Saved,Assisted,Left Foot,Low Centre,84,,8.8,35.4
15174867,away,Eddy Sylvestre,962374,,,Off Target,Open Play,Left Foot,Close Right,80,,1.5,58.9
15174867,home,Julio Enciso,973556,,,Off Target,Fast Break,Left Foot,left,78,,15.9,66.7
15174867,away,Thomas Robinet,790802,,,Off Target,Corner,Left Foot,Close High,76,,3.8,53.2
15174867,away,Victor Mayela,1897489,,,Off Target,Corner,Header,right,76,,7.9,40.9
15174867,away,Gessime Yassine,1638338,,,Saved,Open Play,Right Foot,Low Centre,75,,4.2,60.7
15174867,away,Gessime Yassine,1638338,,,Blocked,Open Play,Left Foot,Low Right,75,,13.2,57.5
15174867,away,Marco Essimi,990092,,,Blocked,Assisted,Right Foot,Low Right,75,,18.1,37.6
15174867,away,Marco Essimi,990092,,,Blocked,Assisted,Right Foot,Low Centre,69,,12.8,43.2
15174867,away,Thomas Robinet,790802,,,Off Target,Assisted,Header,high,65,,5.2,42.1
15174867,home,Martial Godo,1190938,,,Saved,Assisted,Right Foot,High Centre,61,,13.2,30.9
15174867,away,Malick Diop,1897444,,,Blocked,Open Play,Left Foot,Low Left,59,,15.3,60.1
15174867,away,Thomas Robinet,790802,,,Goal,Penalty,Right Foot,Low Right,54,,11.5,50.0
15174867,away,Aristide Zossou,1936455,,,Off Target,Assisted,Right Foot,High Right,49,,23.2,28.3
15174867,away,Malick Diop,1897444,,,Off Target,Set Piece,Left Foot,right,47,,30.7,48.3
15174867,away,Gessime Yassine,1638338,,,Blocked,Assisted,Left Foot,Low Left,43,,9.7,51.5
15174867,home,Ismael Doukouré,1049517,,,Goal,Set Piece,Header,Low Right,40,,7.6,52.6
15174867,home,Joaquin Panichelli,1410925,,,Off Target,Assisted,Right Foot,Close Right,28,,4.2,70.0
15174867,home,Julio Enciso,973556,,,Goal,Assisted,Left Foot,Low Centre,26,,9.2,40.3
15174867,home,Joaquin Panichelli,1410925,,,Off Target,Assisted,Header,high,24,,6.9,54.6
15174867,away,Malick Diop,1897444,,,Off Target,Assisted,Right Foot,Close Left,1,,29.3,60.7
