sofascore_match_id,win007_match_id,team_id,team_name,is_home,date,competition,season,goals_scored,goals_conceded,goal_diff,total_goals,win007_handicap_early_line,win007_handicap_early_odds,win007_handicap_early_odds_opponent,win007_handicap_final_line,win007_handicap_final_odds,win007_handicap_final_odds_opponent,win007_handicap_kickoff_line,win007_handicap_kickoff_odds,win007_handicap_kickoff_odds_opponent,win007_handicap_line_change,win007_overunder_early_line,win007_overunder_early_over_odds,win007_overunder_early_under_odds,win007_overunder_final_line,win007_overunder_final_over_odds,win007_overunder_final_under_odds,win007_overunder_kickoff_line,win007_overunder_kickoff_over_odds,win007_overunder_kickoff_under_odds,win007_overunder_line_change,win007_euro_early_home_odds,win007_euro_early_draw_odds,win007_euro_early_away_odds,win007_euro_early_return_rate,win007_euro_final_home_odds,win007_euro_final_draw_odds,win007_euro_final_away_odds,win007_euro_final_return_rate,win007_euro_early_home_prob,win007_euro_early_draw_prob,win007_euro_early_away_prob,win007_euro_final_home_prob,win007_euro_final_draw_prob,win007_euro_final_away_prob,win007_euro_kelly_home,win007_euro_kelly_draw,win007_euro_kelly_away,win007_euro_home_odds_change,win007_euro_draw_odds_change,win007_euro_away_odds_change,handicap_result,overunder_result,sofascore_xG,sofascore_total_shots,sofascore_shots_on_target,sofascore_shots_inside_box,sofascore_shots_outside_box,sofascore_blocked_shots,sofascore_big_chances,sofascore_big_chances_scored,sofascore_big_chances_missed,sofascore_ball_possession,sofascore_total_passes,sofascore_accurate_passes,sofascore_pass_accuracy,sofascore_touches_in_box,sofascore_through_balls,sofascore_final_third_entries,sofascore_corner_kicks,sofascore_goalkeeper_saves,sofascore_total_saves,sofascore_goals_prevented,sofascore_tackles,sofascore_total_tackles,sofascore_tackles_won_pct,sofascore_interceptions,sofascore_clearances,sofascore_recoveries,sofascore_errors_to_shot,sofascore_duels_won_pct,sofascore_ground_duels_won,sofascore_ground_duels_pct,sofascore_aerial_duels_won,sofascore_aerial_duels_pct,sofascore_dribbles_successful,sofascore_dribbles_pct,sofascore_fouls,sofascore_yellow_cards,sofascore_long_balls_accurate,sofascore_long_balls_pct,sofascore_team_avg_rating,sofascore_team_max_rating,sofascore_team_min_rating,sofascore_team_total_shots,sofascore_team_total_xG,sofascore_team_shots_on_target,sofascore_team_total_key_passes,sofascore_team_avg_pass_accuracy,sofascore_team_total_tackles,sofascore_team_total_interceptions,sofascore_team_total_clearances,sofascore_team_total_duels_won,sofascore_team_total_duels_lost,sofascore_team_duels_win_rate,sofascore_key_attacker_name,sofascore_key_attacker_xG,sofascore_key_attacker_shots,sofascore_key_attacker_rating,sofascore_mvp_name,sofascore_mvp_rating,sofascore_mvp_goals,sofascore_key_passer_name,sofascore_key_passer_key_passes,sofascore_key_passer_pass_accuracy,sofascore_key_defender_name,sofascore_key_defender_tackles,sofascore_key_defender_interceptions,sofascore_key_defender_rating,sofascore_key_dueler_name,sofascore_key_dueler_won,sofascore_key_dueler_lost,sofascore_key_dueler_win_rate
14025246,2789305,35,Manchester United,1,2025-12-27,Premier League,Premier League 25/26,1.0,0.0,1.0,1.0,-0.25,0.83,1.05,0,0.87,1.01,0,0.92,0.96,0.25,3.0,0.99,0.87,3.0,1.04,0.84,3.0,0.94,0.94,0.0,2.08,3.82,3.14,94.25,2.53,3.8,2.69,97.07,45.31,24.67,30.02,38.37,25.55,36.09,0.96,0.99,0.96,0.44999999999999973,-0.020000000000000018,-0.4500000000000002,1,-1,0.65,3.0,0.0,2.0,1.0,0.0,1.0,,1.0,24.0,122.0,82.0,,15.0,,14.0,0.0,2.0,2.0,0.98,10.0,10.0,30.0,9.0,30.0,24.0,0.0,43.0,16.0,50.0,6.0,32.0,2.0,29.0,3.0,2.0,5.0,17.0,6.93125,8.3,6.3,6,1.1741000000000001,3,7,72.14375000000001,20,18,44,43,52,0.45263157894736844,Diogo Dalot,0.4994,1,7.4,Patrick Dorgu,8.3,1,Lisandro Martínez,1,89.5,Manuel Ugarte,6,2,6.8,Manuel Ugarte,8,8,0.5
14025246,2789305,39,Newcastle United,0,2025-12-27,Premier League,Premier League 25/26,0.0,1.0,-1.0,1.0,0.25,1.05,0.83,0,1.01,0.87,0,0.96,0.92,-0.25,3.0,0.99,0.87,3.0,1.04,0.84,3.0,0.94,0.94,0.0,2.08,3.82,3.14,94.25,2.53,3.8,2.69,97.07,45.31,24.67,30.02,38.37,25.55,36.09,0.96,0.99,0.96,0.44999999999999973,-0.020000000000000018,-0.4500000000000002,-1,-1,1.04,13.0,2.0,11.0,2.0,5.0,1.0,,1.0,76.0,362.0,321.0,,43.0,,53.0,6.0,0.0,0.0,-0.69,9.0,9.0,33.0,3.0,4.0,28.0,2.0,57.0,16.0,50.0,13.0,68.0,4.0,31.0,4.0,1.0,10.0,59.0,6.659999999999998,7.3,6.0,13,1.1816,3,11,83.36666666666666,15,6,13,52,43,0.5473684210526316,Fabian Schär,0.2615,3,6.8,Lewis Hall,7.3,0,Anthony Gordon,3,82.4,Jacob Ramsey,3,1,6.6,Lewis Hall,13,3,0.8125
