match_id,company_id,时间,比分,大球,盘口,小球,变化时间,状态
2789293,8,时间,比分,大球,进球数,小球,变化时间,状态
2789293,8,93,[1:0],8.50,1.5,0.06,12-23 05:57,滚
2789293,8,93,[1:0],8.00,1.5,0.07,12-23 05:57,滚
2789293,8,93,[1:0],7.75,1.5,0.07,12-23 05:57,滚
2789293,8,93,[1:0],7.50,1.5,0.08,12-23 05:57,滚
2789293,8,92,[1:0],7.25,1.5,0.08,12-23 05:57,滚
2789293,8,92,[1:0],7.00,1.5,0.09,12-23 05:56,滚
2789293,8,92,[1:0],6.60,1.5,0.09,12-23 05:56,滚
2789293,8,92,[1:0],6.25,1.5,0.10,12-23 05:56,滚
2789293,8,92,[1:0],6.10,1.5,0.10,12-23 05:56,滚
2789293,8,92,[1:0],6.00,1.5,0.11,12-23 05:56,滚
2789293,8,92,[1:0],5.60,1.5,0.11,12-23 05:56,滚
2789293,8,91,[1:0],5.40,1.5,0.12,12-23 05:56,滚
2789293,8,91,[1:0],5.25,1.5,0.12,12-23 05:55,滚
2789293,8,91,[1:0],5.10,1.5,0.13,12-23 05:55,滚
2789293,8,91,[1:0],4.90,1.5,0.14,12-23 05:55,滚
2789293,8,90,[1:0],4.60,1.5,0.15,12-23 05:55,滚
2789293,8,90,[1:0],4.30,1.5,0.16,12-23 05:54,滚
2789293,8,90,[1:0],4.10,1.5,0.17,12-23 05:54,滚
2789293,8,90,[1:0],3.90,1.5,0.17,12-23 05:54,滚
2789293,8,89,[1:0],3.65,1.5,0.19,12-23 05:53,滚
2789293,8,89,[1:0],2.90,1.5,0.25,12-23 05:53,滚
2789293,8,89,[1:0],2.80,1.5,0.26,12-23 05:53,滚
2789293,8,89,[1:0],2.60,1.5,0.28,12-23 05:53,滚
2789293,8,89,[1:0],2.50,1.5,0.30,12-23 05:53,滚
2789293,8,88,[1:0],2.60,1.5,0.28,12-23 05:52,滚
2789293,8,87,[1:0],2.50,1.5,0.30,12-23 05:51,滚
2789293,8,87,[1:0],2.35,1.5,0.32,12-23 05:51,滚
2789293,8,87,[1:0],2.25,1.5,0.35,12-23 05:51,滚
2789293,8,87,[1:0],2.35,1.5,0.32,12-23 05:51,滚
2789293,8,86,[1:0],2.25,1.5,0.35,12-23 05:50,滚
2789293,8,86,[1:0],2.10,1.5,0.37,12-23 05:50,滚
2789293,8,86,[1:0],2.25,1.5,0.35,12-23 05:50,滚
2789293,8,86,[1:0],2.10,1.5,0.37,12-23 05:50,滚
2789293,8,85,[1:0],2.00,1.5,0.40,12-23 05:49,滚
2789293,8,85,[1:0],1.90,1.5,0.42,12-23 05:49,滚
2789293,8,85,[1:0],2.00,1.5,0.40,12-23 05:49,滚
2789293,8,85,[1:0],1.70,1.5,0.47,12-23 05:49,滚
2789293,8,85,[1:0],1.65,1.5,0.50,12-23 05:49,滚
2789293,8,85,[1:0],2.00,1.5,0.40,12-23 05:49,滚
2789293,8,84,[1:0],1.90,1.5,0.42,12-23 05:48,滚
2789293,8,84,[1:0],1.80,1.5,0.45,12-23 05:48,滚
2789293,8,83,[1:0],1.90,1.5,0.42,12-23 05:48,滚
2789293,8,83,[1:0],1.80,1.5,0.45,12-23 05:47,滚
2789293,8,83,[1:0],1.70,1.5,0.47,12-23 05:47,滚
2789293,8,83,[1:0],1.80,1.5,0.45,12-23 05:47,滚
2789293,8,83,[1:0],1.65,1.5,0.50,12-23 05:47,滚
2789293,8,82,[1:0],1.70,1.5,0.47,12-23 05:47,滚
2789293,8,82,[1:0],1.65,1.5,0.50,12-23 05:46,滚
2789293,8,82,[1:0],1.55,1.5,0.52,12-23 05:46,滚
2789293,8,82,[1:0],1.65,1.5,0.50,12-23 05:46,滚
2789293,8,81,[1:0],1.55,1.5,0.52,12-23 05:45,滚
2789293,8,81,[1:0],1.50,1.5,0.55,12-23 05:45,滚
2789293,8,81,[1:0],1.45,1.5,0.57,12-23 05:45,滚
2789293,8,80,[1:0],1.25,1.5,0.67,12-23 05:44,滚
2789293,8,79,[1:0],1.20,1.5,0.70,12-23 05:44,滚
2789293,8,79,[1:0],1.25,1.5,0.67,12-23 05:43,滚
2789293,8,78,[1:0],1.20,1.5,0.70,12-23 05:43,滚
2789293,8,78,[1:0],1.15,1.5,0.72,12-23 05:42,滚
2789293,8,78,[1:0],1.12,1.5,0.75,12-23 05:42,滚
2789293,8,77,[1:0],1.15,1.5,0.72,12-23 05:41,滚
2789293,8,77,[1:0],1.12,1.5,0.75,12-23 05:41,滚
2789293,8,77,[1:0],1.02,1.5,0.82,12-23 05:41,滚
2789293,8,76,[1:0],0.87,1.5,0.97,12-23 05:41,滚
2789293,8,76,[1:0],0.85,1.5,1.00,12-23 05:40,滚
2789293,8,76,[1:0],0.92,1.5,0.92,12-23 05:40,滚
2789293,8,76,[1:0],0.90,1.5,0.95,12-23 05:40,滚
2789293,8,76,[1:0],0.87,1.5,0.97,12-23 05:40,滚
2789293,8,75,[1:0],0.85,1.5,1.00,12-23 05:39,滚
2789293,8,75,[1:0],0.90,1.5,0.95,12-23 05:39,滚
2789293,8,74,[1:0],0.87,1.5,0.97,12-23 05:38,滚
2789293,8,74,[1:0],0.85,1.5,1.00,12-23 05:38,滚
2789293,8,74,[1:0],0.97,1.5,0.87,12-23 05:38,滚
2789293,8,74,[1:0],0.95,1.5,0.90,12-23 05:38,滚
2789293,8,73,[1:0],0.92,1.5,0.92,12-23 05:38,滚
2789293,8,73,[1:0],0.82,1.5,1.02,12-23 05:37,滚
2789293,8,73,[1:0],0.80,1.5,1.05,12-23 05:37,滚
2789293,8,73,[1:0],0.92,1.5,0.92,12-23 05:37,滚
2789293,8,73,[1:0],0.87,1.5,0.97,12-23 05:37,滚
2789293,8,73,[1:0],0.90,1.5,0.95,12-23 05:37,滚
2789293,8,72,[1:0],0.87,1.5,0.97,12-23 05:36,滚
2789293,8,72,[1:0],0.85,1.5,1.00,12-23 05:36,滚
2789293,8,71,[1:0],0.82,1.5,1.02,12-23 05:36,滚
2789293,8,71,[1:0],0.85,1.5,1.00,12-23 05:35,滚
2789293,8,71,[1:0],0.82,1.5,1.02,12-23 05:35,滚
2789293,8,71,[1:0],0.80,1.5,1.05,12-23 05:35,滚
2789293,8,71,[1:0],0.77,1.5,1.10,12-23 05:35,滚
2789293,8,70,[1:0],0.75,1.5,1.12,12-23 05:34,滚
2789293,8,70,[1:0],0.77,1.5,1.10,12-23 05:34,滚
2789293,8,70,[1:0],1.12,1.5/2,0.75,12-23 05:34,滚
2789293,8,70,[1:0],1.10,1.5/2,0.77,12-23 05:34,滚
2789293,8,70,[1:0],0.75,1.5,1.12,12-23 05:34,滚
2789293,8,70,[1:0],1.10,1.5/2,0.77,12-23 05:34,滚
2789293,8,69,[1:0],1.05,1.5/2,0.80,12-23 05:34,滚
2789293,8,69,[1:0],0.92,1.5/2,0.92,12-23 05:33,滚
2789293,8,69,[1:0],1.05,1.5/2,0.80,12-23 05:33,滚
2789293,8,68,[1:0],1.02,1.5/2,0.82,12-23 05:32,滚
2789293,8,68,[1:0],0.97,1.5/2,0.87,12-23 05:32,滚
2789293,8,68,[1:0],1.00,1.5/2,0.85,12-23 05:32,滚
2789293,8,68,[1:0],0.97,1.5/2,0.87,12-23 05:32,滚
2789293,8,67,[1:0],0.95,1.5/2,0.90,12-23 05:31,滚
2789293,8,67,[1:0],0.92,1.5/2,0.92,12-23 05:31,滚
2789293,8,66,[1:0],0.90,1.5/2,0.95,12-23 05:31,滚
2789293,8,66,[1:0],0.85,1.5/2,1.00,12-23 05:30,滚
2789293,8,66,[1:0],0.87,1.5/2,0.97,12-23 05:30,滚
2789293,8,66,[1:0],0.85,1.5/2,1.00,12-23 05:30,滚
2789293,8,66,[1:0],0.87,1.5/2,0.97,12-23 05:30,滚
2789293,8,65,[1:0],0.85,1.5/2,1.00,12-23 05:29,滚
2789293,8,64,[1:0],0.80,1.5/2,1.05,12-23 05:28,滚
2789293,8,64,[1:0],0.77,1.5/2,1.10,12-23 05:28,滚
2789293,8,64,[1:0],0.75,1.5/2,1.12,12-23 05:28,滚
2789293,8,64,[1:0],0.77,1.5/2,1.10,12-23 05:28,滚
2789293,8,63,[1:0],0.75,1.5/2,1.12,12-23 05:27,滚
2789293,8,63,[1:0],0.72,1.5/2,1.15,12-23 05:27,滚
2789293,8,63,[1:0],0.75,1.5/2,1.12,12-23 05:27,滚
2789293,8,62,[1:0],0.72,1.5/2,1.15,12-23 05:26,滚
2789293,8,62,[1:0],0.70,1.5/2,1.20,12-23 05:26,滚
2789293,8,62,[1:0],0.67,1.5/2,1.25,12-23 05:26,滚
2789293,8,62,[1:0],0.72,1.5/2,1.15,12-23 05:26,滚
2789293,8,61,[1:0],1.12,2,0.75,12-23 05:26,滚
2789293,8,61,[1:0],0.70,1.5/2,1.20,12-23 05:25,滚
2789293,8,61,[1:0],1.20,2,0.70,12-23 05:25,滚
2789293,8,61,[1:0],1.15,2,0.72,12-23 05:25,滚
2789293,8,60,[1:0],1.12,2,0.75,12-23 05:24,滚
2789293,8,60,[1:0],1.10,2,0.77,12-23 05:24,滚
2789293,8,60,[1:0],1.02,2,0.82,12-23 05:24,滚
2789293,8,60,[1:0],1.05,2,0.80,12-23 05:24,滚
2789293,8,59,[1:0],1.02,2,0.82,12-23 05:23,滚
2789293,8,59,[1:0],1.00,2,0.85,12-23 05:23,滚
2789293,8,59,[1:0],0.97,2,0.87,12-23 05:23,滚
2789293,8,58,[1:0],0.95,2,0.90,12-23 05:23,滚
2789293,8,58,[1:0],0.90,2,0.95,12-23 05:22,滚
2789293,8,58,[1:0],0.87,2,0.97,12-23 05:22,滚
2789293,8,57,[1:0],0.82,2,1.02,12-23 05:22,滚
2789293,8,57,[1:0],0.80,2,1.05,12-23 05:21,滚
2789293,8,57,[1:0],0.77,2,1.10,12-23 05:21,滚
2789293,8,57,[1:0],0.80,2,1.05,12-23 05:21,滚
2789293,8,57,[1:0],0.77,2,1.10,12-23 05:21,滚
2789293,8,56,[1:0],0.75,2,1.12,12-23 05:20,滚
2789293,8,56,[1:0],0.72,2,1.15,12-23 05:20,滚
2789293,8,56,[1:0],1.20,2/2.5,0.70,12-23 05:20,滚
2789293,8,56,[1:0],1.25,2/2.5,0.67,12-23 05:20,滚
2789293,8,56,[1:0],1.05,2/2.5,0.80,12-23 05:20,滚
2789293,8,55,[1:0],1.02,2/2.5,0.82,12-23 05:19,滚
