match_id,company_id,时间,比分,大球,盘口,小球,变化时间,状态
2804454,8,20,[0:0],0.85,1.5,1.00,12-23 04:22,滚
2804454,8,19,[0:0],0.82,1.5,1.02,12-23 04:22,滚
2804454,8,19,[0:0],0.80,1.5,1.05,12-23 04:21,滚
2804454,8,18,[0:0],1.05,1.5/2,0.80,12-23 04:21,滚
2804454,8,17,[0:0],1.02,1.5/2,0.82,12-23 04:20,滚
2804454,8,17,[0:0],1.00,1.5/2,0.85,12-23 04:19,滚
2804454,8,16,[0:0],0.97,1.5/2,0.87,12-23 04:18,滚
2804454,8,15,[0:0],0.95,1.5/2,0.90,12-23 04:18,滚
2804454,8,15,[0:0],0.92,1.5/2,0.92,12-23 04:18,滚
2804454,8,15,[0:0],0.95,1.5/2,0.90,12-23 04:18,滚
2804454,8,14,[0:0],0.92,1.5/2,0.92,12-23 04:16,滚
2804454,8,12,[0:0],0.87,1.5/2,0.97,12-23 04:15,滚
2804454,8,12,[0:0],0.85,1.5/2,1.00,12-23 04:14,滚
2804454,8,12,[0:0],0.82,1.5/2,1.02,12-23 04:14,滚
2804454,8,11,[0:0],0.85,1.5/2,1.00,12-23 04:14,滚
2804454,8,11,[0:0],0.82,1.5/2,1.02,12-23 04:13,滚
2804454,8,10,[0:0],0.80,1.5/2,1.05,12-23 04:13,滚
2804454,8,10,[0:0],1.12,2,0.75,12-23 04:12,滚
2804454,8,09,[0:0],1.10,2,0.77,12-23 04:12,滚
2804454,8,08,[0:0],1.05,2,0.80,12-23 04:11,滚
2804454,8,08,[0:0],1.02,2,0.82,12-23 04:10,滚
2804454,8,07,[0:0],1.00,2,0.85,12-23 04:10,滚
2804454,8,07,[0:0],0.97,2,0.87,12-23 04:09,滚
2804454,8,07,[0:0],1.00,2,0.85,12-23 04:09,滚
2804454,8,06,[0:0],0.97,2,0.87,12-23 04:09,滚
2804454,8,06,[0:0],0.95,2,0.90,12-23 04:08,滚
2804454,8,04,[0:0],0.92,2,0.92,12-23 04:07,滚
2804454,8,04,[0:0],0.87,2,0.97,12-23 04:06,滚
2804454,8,04,[0:0],0.90,2,0.95,12-23 04:06,滚
2804454,8,03,[0:0],0.87,2,0.97,12-23 04:05,滚
2804454,8,02,[0:0],0.85,2,1.00,12-23 04:04,滚
2804454,8,01,[0:0],0.80,2,1.05,12-23 04:04,滚
2804454,8,01,[0:0],0.77,2,1.10,12-23 04:04,滚
2804454,8,01,[0:0],1.10,2/2.5,0.77,12-23 04:03,滚
2804454,8,00,[0:0],1.05,2/2.5,0.80,12-23 04:01,滚
2804454,8,00,[0:0],1.10,2/2.5,0.77,12-23 04:01,滚
2804454,8,00,[0:0],1.05,2/2.5,0.80,12-23 04:00,滚
2804454,8,00,[0:0],1.10,2/2.5,0.77,12-23 04:00,滚
2804454,8,00,[0:0],0.77,2,1.10,12-23 04:00,滚
2804454,8,00,[0:0],1.05,2/2.5,0.80,12-23 04:00,滚
2804454,8,,-,1.03,2/2.5,0.83,12-23 03:59,即
2804454,8,,-,1.02,2/2.5,0.82,12-23 03:51,即
2804454,8,,-,1.00,2/2.5,0.85,12-23 03:25,即
2804454,8,,-,1.03,2/2.5,0.83,12-23 03:24,即
2804454,8,,-,1.05,2/2.5,0.80,12-23 02:26,即
2804454,8,,-,1.03,2/2.5,0.83,12-23 02:25,即
2804454,8,,-,1.05,2/2.5,0.80,12-23 02:24,即
2804454,8,,-,1.03,2/2.5,0.83,12-23 02:23,即
2804454,8,,-,1.05,2/2.5,0.80,12-23 02:22,即
2804454,8,,-,1.03,2/2.5,0.83,12-23 02:21,即
2804454,8,,-,1.05,2/2.5,0.80,12-23 02:21,即
2804454,8,,-,1.03,2/2.5,0.83,12-23 02:20,即
2804454,8,,-,1.05,2/2.5,0.80,12-23 02:19,即
2804454,8,,-,1.03,2/2.5,0.83,12-23 02:18,即
2804454,8,,-,1.05,2/2.5,0.80,12-23 02:18,即
2804454,8,,-,1.03,2/2.5,0.83,12-23 02:16,即
2804454,8,,-,1.05,2/2.5,0.80,12-23 02:15,即
2804454,8,,-,1.03,2/2.5,0.83,12-23 02:14,即
2804454,8,,-,1.05,2/2.5,0.80,12-23 02:07,即
2804454,8,,-,1.03,2/2.5,0.83,12-23 02:05,即
2804454,8,,-,1.05,2/2.5,0.80,12-23 02:05,即
2804454,8,,-,1.03,2/2.5,0.83,12-23 02:04,即
2804454,8,,-,1.05,2/2.5,0.80,12-23 00:28,即
2804454,8,,-,1.03,2/2.5,0.83,12-23 00:23,即
2804454,8,,-,1.05,2/2.5,0.80,12-22 22:49,即
2804454,8,,-,1.03,2/2.5,0.83,12-22 22:37,即
2804454,8,,-,1.05,2/2.5,0.80,12-22 22:25,即
2804454,8,,-,1.03,2/2.5,0.83,12-22 22:15,即
2804454,8,,-,1.05,2/2.5,0.80,12-22 22:11,即
2804454,8,,-,1.03,2/2.5,0.83,12-22 22:02,即
2804454,8,,-,1.05,2/2.5,0.80,12-22 18:23,即
2804454,8,,-,1.03,2/2.5,0.83,12-22 14:44,即
2804454,8,,-,1.00,2/2.5,0.85,12-22 14:44,即
2804454,8,,-,1.03,2/2.5,0.83,12-22 12:05,即
2804454,8,,-,1.00,2/2.5,0.85,12-22 12:04,即
2804454,8,,-,1.03,2/2.5,0.83,12-22 12:03,即
2804454,8,,-,1.00,2/2.5,0.85,12-22 11:55,即
2804454,8,,-,1.03,2/2.5,0.83,12-19 15:12,即
2804454,8,,-,1.00,2/2.5,0.85,12-17 08:42,即
2804454,8,,-,0.98,2/2.5,0.88,12-11 16:49,即
2804454,8,,-,0.95,2/2.5,0.90,12-9 20:54,即
2804454,8,,-,0.98,2/2.5,0.88,12-9 19:54,即
2804454,8,,-,0.95,2/2.5,0.90,12-9 19:52,即
2804454,8,,-,0.88,2/2.5,0.98,12-9 16:50,即
2804454,8,,-,0.90,2/2.5,0.95,12-8 05:36,即
2804454,8,,-,0.85,2/2.5,1.00,12-8 05:33,即
2804454,8,,-,0.88,2/2.5,0.98,12-8 05:26,即
2804454,8,,-,0.90,2/2.5,0.95,12-8 05:03,即
2804454,8,,-,0.85,2/2.5,1.00,12-7 19:05,即
