match_id,company_id,时间,比分,主队胜,和局,客队胜,变化时间,状态
2789293,3,95,1-0,1.01,11.00,86.00,12-23 05:58,滚
2789293,3,94,1-0,1.02,9.00,86.00,12-23 05:58,滚
2789293,3,93,1-0,1.04,9.00,86.00,12-23 05:57,滚
2789293,3,93,1-0,1.04,7.60,76.00,12-23 05:56,滚
2789293,3,91,1-0,1.07,7.60,76.00,12-23 05:55,滚
2789293,3,91,1-0,1.10,7.60,76.00,12-23 05:54,滚
2789293,3,90,1-0,1.11,7.20,76.00,12-23 05:54,滚
2789293,3,90,1-0,1.11,7.00,76.00,12-23 05:54,滚
2789293,3,90,1-0,1.09,7.00,66.00,12-23 05:53,滚
2789293,3,90,1-0,1.12,7.00,66.00,12-23 05:53,滚
2789293,3,89,1-0,1.12,6.10,66.00,12-23 05:52,滚
2789293,3,87,1-0,1.14,6.10,66.00,12-23 05:51,滚
2789293,3,87,1-0,1.14,5.50,66.00,12-23 05:51,滚
2789293,3,86,1-0,1.15,5.50,66.00,12-23 05:50,滚
2789293,3,86,1-0,1.15,5.50,56.00,12-23 05:50,滚
2789293,3,84,1-0,1.17,5.50,56.00,12-23 05:48,滚
2789293,3,84,1-0,1.17,5.10,46.00,12-23 05:48,滚
2789293,3,83,1-0,1.20,5.10,46.00,12-23 05:47,滚
2789293,3,83,1-0,1.20,4.90,36.00,12-23 05:47,滚
2789293,3,82,1-0,1.22,4.90,36.00,12-23 05:46,滚
2789293,3,82,1-0,1.22,4.90,31.00,12-23 05:45,滚
2789293,3,81,1-0,1.22,4.50,31.00,12-23 05:45,滚
2789293,3,80,1-0,1.25,4.50,31.00,12-23 05:44,滚
2789293,3,77,1-0,1.27,4.50,26.00,12-23 05:41,滚
2789293,3,76,1-0,1.28,4.50,21.00,12-23 05:40,滚
2789293,3,76,1-0,1.29,4.30,21.00,12-23 05:40,滚
2789293,3,75,1-0,1.30,4.30,21.00,12-23 05:38,滚
2789293,3,75,1-0,1.29,4.30,21.00,12-23 05:38,滚
2789293,3,74,1-0,1.29,4.40,21.00,12-23 05:38,滚
2789293,3,73,1-0,1.31,4.20,19.00,12-23 05:37,滚
2789293,3,73,1-0,1.34,4.00,18.00,12-23 05:36,滚
2789293,3,72,1-0,1.34,4.00,17.00,12-23 05:36,滚
2789293,3,72,1-0,1.36,3.85,17.00,12-23 05:35,滚
2789293,3,71,1-0,1.36,3.75,15.00,12-23 05:35,滚
2789293,3,69,1-0,1.39,3.75,15.00,12-23 05:33,滚
2789293,3,68,1-0,1.41,3.70,13.50,12-23 05:32,滚
2789293,3,67,1-0,1.42,3.70,13.00,12-23 05:30,滚
2789293,3,65,1-0,1.44,3.65,12.00,12-23 05:29,滚
2789293,3,64,1-0,1.44,3.70,11.50,12-23 05:28,滚
2789293,3,62,1-0,1.45,3.70,11.00,12-23 05:26,滚
2789293,3,62,1-0,1.45,3.70,10.00,12-23 05:26,滚
2789293,3,62,1-0,1.45,3.85,10.00,12-23 05:26,滚
2789293,3,61,1-0,1.46,3.65,10.50,12-23 05:24,滚
2789293,3,61,1-0,1.46,3.65,9.60,12-23 05:24,滚
2789293,3,60,1-0,1.48,3.65,9.60,12-23 05:24,滚
