match_id,company_id,时间,比分,主队胜,和局,客队胜,变化时间,状态
2804454,8,,,1.83,3.50,4.50,12-22 18:13,即
2804454,8,,,1.80,3.50,4.75,12-22 17:56,即
2804454,8,,,1.83,3.50,4.50,12-22 17:56,即
2804454,8,,,1.80,3.50,4.75,12-22 17:40,即
2804454,8,,,1.83,3.50,4.50,12-22 17:40,即
2804454,8,,,1.80,3.50,4.75,12-22 17:35,即
2804454,8,,,1.83,3.50,4.50,12-22 14:47,即
2804454,8,,,1.80,3.50,4.75,12-22 14:47,即
2804454,8,,,1.83,3.50,4.50,12-22 14:44,即
2804454,8,,,1.80,3.50,4.75,12-22 14:44,即
2804454,8,,,1.83,3.50,4.50,12-22 14:33,即
2804454,8,,,1.80,3.50,4.75,12-22 14:33,即
2804454,8,,,1.83,3.50,4.50,12-22 14:19,即
2804454,8,,,1.80,3.50,4.75,12-22 14:19,即
2804454,8,,,1.83,3.50,4.50,12-22 14:05,即
2804454,8,,,1.80,3.50,4.75,12-22 14:05,即
2804454,8,,,1.83,3.50,4.50,12-22 13:49,即
2804454,8,,,1.80,3.50,4.75,12-22 13:49,即
2804454,8,,,1.83,3.50,4.50,12-22 13:33,即
2804454,8,,,1.80,3.50,4.75,12-22 13:33,即
2804454,8,,,1.83,3.50,4.50,12-22 13:17,即
2804454,8,,,1.80,3.50,4.75,12-22 13:17,即
2804454,8,,,1.83,3.50,4.50,12-22 13:01,即
2804454,8,,,1.80,3.50,4.75,12-22 13:01,即
2804454,8,,,1.83,3.50,4.50,12-22 12:44,即
2804454,8,,,1.80,3.50,4.75,12-22 12:43,即
2804454,8,,,1.83,3.50,4.50,12-22 12:43,即
2804454,8,,,1.80,3.50,4.75,12-22 12:43,即
2804454,8,,,1.83,3.50,4.50,12-22 12:41,即
2804454,8,,,1.80,3.50,4.75,12-20 03:24,即
2804454,8,,,1.75,3.60,5.00,12-20 03:19,即
2804454,8,,,1.80,3.50,4.75,12-20 03:10,即
2804454,8,,,1.75,3.60,5.00,12-19 15:12,即
2804454,8,,,1.75,3.60,4.75,12-19 06:03,即
2804454,8,,,1.80,3.60,4.75,12-19 05:54,即
2804454,8,,,1.75,3.60,4.75,12-19 05:25,即
2804454,8,,,1.80,3.60,4.75,12-19 03:21,即
2804454,8,,,1.75,3.60,4.75,12-19 03:10,即
2804454,8,,,1.80,3.60,4.75,12-19 03:01,即
2804454,8,,,1.75,3.60,4.75,12-19 02:32,即
2804454,8,,,1.75,3.60,5.00,12-18 09:46,即
2804454,8,,,1.73,3.60,5.00,12-16 18:59,即
2804454,8,,,1.67,3.70,5.25,12-12 08:23,即
2804454,8,,,1.70,3.70,5.00,12-12 06:53,即
2804454,8,,,1.67,3.70,5.25,12-12 06:51,即
2804454,8,,,1.70,3.70,5.00,12-12 06:32,即
2804454,8,,,1.67,3.70,5.25,12-12 06:28,即
2804454,8,,,1.70,3.70,5.00,12-09 21:24,即
2804454,8,,,1.67,3.40,5.25,12-09 16:50,即
2804454,8,,,1.70,3.40,5.00,12-08 05:43,即
2804454,8,,,1.67,3.40,5.25,12-08 05:36,即
2804454,8,,,1.65,3.50,5.50,12-08 05:26,即
2804454,8,,,1.70,3.40,5.25,12-08 05:21,即
2804454,8,,,1.70,3.40,5.00,12-07 19:05,(初盘)
