match_id,company_id,时间,比分,主队胜,和局,客队胜,变化时间,状态
2804454,8,93,1-2,501.00,26.00,1.01,12-23 05:53,滚
2804454,8,93,1-2,501.00,23.00,1.01,12-23 05:53,滚
2804454,8,92,1-2,501.00,21.00,1.01,12-23 05:52,滚
2804454,8,92,1-2,501.00,19.00,1.02,12-23 05:52,滚
2804454,8,91,1-2,501.00,17.00,1.02,12-23 05:51,滚
2804454,8,91,1-2,501.00,15.00,1.03,12-23 05:51,滚
2804454,8,91,1-2,451.00,13.00,1.03,12-23 05:51,滚
2804454,8,91,1-2,201.00,11.00,1.05,12-23 05:50,滚
2804454,8,90,1-2,401.00,13.00,1.04,12-23 05:50,滚
2804454,8,90,1-2,351.00,13.00,1.04,12-23 05:50,滚
2804454,8,90,1-2,301.00,13.00,1.04,12-23 05:50,滚
2804454,8,90,1-2,301.00,11.00,1.05,12-23 05:50,滚
2804454,8,89,1-2,151.00,9.00,1.07,12-23 05:49,滚
2804454,8,89,1-2,151.00,8.50,1.07,12-23 05:49,滚
2804454,8,88,1-2,151.00,8.00,1.08,12-23 05:48,滚
2804454,8,88,1-2,126.00,7.50,1.08,12-23 05:48,滚
2804454,8,87,1-2,126.00,7.00,1.10,12-23 05:47,滚
2804454,8,87,1-2,101.00,7.00,1.10,12-23 05:47,滚
2804454,8,86,1-2,101.00,6.50,1.11,12-23 05:46,滚
2804454,8,86,1-2,81.00,6.50,1.11,12-23 05:46,滚
2804454,8,85,1-2,81.00,6.00,1.12,12-23 05:44,滚
2804454,8,84,1-2,67.00,5.50,1.14,12-23 05:44,滚
2804454,8,83,1-2,67.00,5.50,1.16,12-23 05:43,滚
2804454,8,83,1-2,67.00,5.50,1.14,12-23 05:43,滚
2804454,8,82,1-2,67.00,5.50,1.16,12-23 05:42,滚
2804454,8,82,1-2,51.00,4.75,1.18,12-23 05:42,滚
2804454,8,82,1-2,51.00,5.00,1.16,12-23 05:42,滚
2804454,8,81,1-2,51.00,4.75,1.20,12-23 05:41,滚
2804454,8,81,1-2,41.00,4.50,1.22,12-23 05:41,滚
2804454,8,81,1-2,41.00,4.33,1.22,12-23 05:40,滚
2804454,8,80,1-2,41.00,4.33,1.25,12-23 05:40,滚
2804454,8,80,1-2,41.00,4.00,1.25,12-23 05:40,滚
2804454,8,79,1-2,34.00,4.00,1.28,12-23 05:39,滚
2804454,8,79,1-2,34.00,3.75,1.28,12-23 05:39,滚
2804454,8,79,1-2,29.00,3.60,1.33,12-23 05:39,滚
2804454,8,78,1-2,26.00,3.60,1.33,12-23 05:38,滚
2804454,8,78,1-2,23.00,3.60,1.33,12-23 05:38,滚
2804454,8,77,1-2,23.00,3.50,1.36,12-23 05:37,滚
2804454,8,77,1-2,21.00,3.50,1.36,12-23 05:37,滚
2804454,8,77,1-2,21.00,3.40,1.40,12-23 05:37,滚
2804454,8,76,1-2,19.00,3.40,1.40,12-23 05:36,滚
2804454,8,76,1-2,21.00,3.50,1.36,12-23 05:36,滚
2804454,8,76,1-2,21.00,3.40,1.40,12-23 05:36,滚
2804454,8,74,1-2,19.00,3.40,1.40,12-23 05:34,滚
2804454,8,74,1-2,17.00,3.40,1.40,12-23 05:34,滚
2804454,8,73,1-2,17.00,3.40,1.44,12-23 05:33,滚
2804454,8,72,1-2,15.00,3.40,1.44,12-23 05:32,滚
2804454,8,72,1-2,15.00,3.25,1.44,12-23 05:32,滚
2804454,8,72,1-2,15.00,3.40,1.44,12-23 05:32,滚
2804454,8,71,1-2,15.00,3.25,1.44,12-23 05:31,滚
2804454,8,70,1-2,13.00,3.25,1.44,12-23 05:30,滚
2804454,8,70,1-2,13.00,3.25,1.50,12-23 05:30,滚
2804454,8,69,1-2,12.00,3.25,1.50,12-23 05:29,滚
2804454,8,69,1-2,13.00,3.25,1.44,12-23 05:29,滚
2804454,8,69,1-2,12.00,3.25,1.44,12-23 05:29,滚
2804454,8,69,1-2,13.00,3.25,1.44,12-23 05:28,滚
2804454,8,68,1-2,12.00,3.25,1.44,12-23 05:28,滚
2804454,8,68,1-2,13.00,3.25,1.44,12-23 05:28,滚
2804454,8,67,1-2,12.00,3.40,1.44,12-23 05:27,滚
2804454,8,67,1-2,12.00,3.40,1.50,12-23 05:27,滚
2804454,8,67,1-2,12.00,3.40,1.44,12-23 05:27,滚
2804454,8,67,1-2,11.00,3.25,1.50,12-23 05:27,滚
2804454,8,67,1-2,12.00,3.40,1.50,12-23 05:26,滚
2804454,8,66,1-2,12.00,3.40,1.44,12-23 05:26,滚
2804454,8,66,1-2,11.00,3.50,1.44,12-23 05:26,滚
2804454,8,65,1-2,10.00,3.40,1.50,12-23 05:25,滚
2804454,8,64,1-2,9.50,3.40,1.50,12-23 05:23,滚
2804454,8,63,1-2,9.50,3.40,1.53,12-23 05:23,滚
2804454,8,62,1-2,9.00,3.25,1.53,12-23 05:22,滚
2804454,8,62,1-2,8.50,3.25,1.57,12-23 05:22,滚
2804454,8,62,1-2,9.00,3.25,1.53,12-23 05:22,滚
2804454,8,61,1-2,8.50,3.25,1.53,12-23 05:21,滚
2804454,8,61,1-2,8.50,3.25,1.57,12-23 05:21,滚
2804454,8,58,1-2,8.00,3.25,1.57,12-23 05:18,滚
2804454,8,58,1-2,7.50,3.25,1.57,12-23 05:18,滚
2804454,8,57,1-2,8.00,3.25,1.57,12-23 05:17,滚
2804454,8,57,1-2,8.00,3.50,1.53,12-23 05:17,滚
2804454,8,57,1-2,7.50,3.25,1.61,12-23 05:16,滚
2804454,8,56,1-2,7.00,3.25,1.61,12-23 05:15,滚
2804454,8,55,1-2,7.00,3.25,1.66,12-23 05:15,滚
2804454,8,55,1-2,6.50,3.20,1.66,12-23 05:15,滚
2804454,8,55,1-2,6.50,3.25,1.66,12-23 05:15,滚
2804454,8,52,1-2,6.50,3.20,1.66,12-23 05:12,滚
2804454,8,52,1-2,6.50,3.10,1.72,12-23 05:12,滚
2804454,8,52,1-1,6.50,3.20,1.66,12-23 05:11,滚
2804454,8,50,1-1,2.37,2.20,5.50,12-23 05:10,滚
2804454,8,50,1-1,2.37,2.20,5.00,12-23 05:10,滚
2804454,8,50,1-1,2.37,2.25,5.00,12-23 05:10,滚
2804454,8,49,1-1,2.37,2.25,5.50,12-23 05:09,滚
2804454,8,48,1-1,2.37,2.25,5.00,12-23 05:08,滚
2804454,8,48,1-1,2.37,2.25,5.50,12-23 05:08,滚
2804454,8,47,1-1,2.37,2.25,5.00,12-23 05:07,滚
2804454,8,47,1-1,2.30,2.30,5.00,12-23 05:06,滚
2804454,8,46,1-1,2.37,2.25,5.00,12-23 05:06,滚
2804454,8,46,1-1,2.37,2.30,5.00,12-23 05:06,滚
2804454,8,46,1-1,2.37,2.25,5.00,12-23 05:06,滚
2804454,8,中场,1-1,2.37,2.30,5.00,12-23 04:53,滚
2804454,8,中场,1-1,2.37,2.30,4.75,12-23 04:50,滚
2804454,8,中场,1-1,2.40,2.30,4.75,12-23 04:50,滚
2804454,8,中场,1-1,2.37,2.30,4.75,12-23 04:49,滚
2804454,8,45,1-1,2.40,2.30,4.75,12-23 04:49,滚
2804454,8,45,1-1,2.37,2.30,4.75,12-23 04:49,滚
2804454,8,45,1-1,2.37,2.37,4.50,12-23 04:49,滚
2804454,8,45,1-1,2.37,2.37,4.75,12-23 04:48,滚
2804454,8,45,1-1,2.30,2.37,4.75,12-23 04:48,滚
2804454,8,45,1-1,2.37,2.37,4.50,12-23 04:47,滚
2804454,8,44,1-1,2.30,2.40,4.75,12-23 04:47,滚
2804454,8,44,1-1,2.37,2.40,4.50,12-23 04:47,滚
2804454,8,44,1-1,2.37,2.37,4.50,12-23 04:47,滚
2804454,8,44,1-1,2.37,2.40,4.50,12-23 04:46,滚
2804454,8,44,1-0,2.20,2.40,5.00,12-23 04:46,滚
2804454,8,43,1-0,1.25,4.75,15.00,12-23 04:45,滚
2804454,8,40,1-0,1.25,5.00,17.00,12-23 04:43,滚
2804454,8,40,1-0,1.22,5.00,17.00,12-23 04:42,滚
2804454,8,40,1-0,1.25,5.00,17.00,12-23 04:42,滚
2804454,8,39,1-0,1.22,5.00,17.00,12-23 04:42,滚
2804454,8,39,1-0,1.22,5.00,19.00,12-23 04:42,滚
2804454,8,37,0-0,2.10,2.50,5.50,12-23 04:39,滚
2804454,8,37,0-0,2.05,2.50,5.50,12-23 04:39,滚
2804454,8,36,0-0,2.10,2.50,5.50,12-23 04:39,滚
2804454,8,36,0-0,2.10,2.50,5.00,12-23 04:38,滚
2804454,8,35,0-0,2.05,2.50,5.50,12-23 04:38,滚
2804454,8,33,0-0,2.05,2.60,5.50,12-23 04:35,滚
2804454,8,32,0-0,2.10,2.60,5.00,12-23 04:35,滚
2804454,8,32,0-0,2.05,2.62,5.00,12-23 04:35,滚
2804454,8,32,0-0,2.10,2.60,5.00,12-23 04:34,滚
2804454,8,31,0-0,2.05,2.62,5.00,12-23 04:33,滚
2804454,8,30,0-0,1.95,2.62,5.50,12-23 04:33,滚
2804454,8,30,0-0,1.95,2.75,5.50,12-23 04:32,滚
2804454,8,30,0-0,1.90,2.75,6.00,12-23 04:32,滚
2804454,8,29,0-0,1.95,2.75,5.50,12-23 04:32,滚
2804454,8,29,0-0,1.90,2.75,6.00,12-23 04:32,滚
2804454,8,28,0-0,1.95,2.75,5.50,12-23 04:31,滚
2804454,8,27,0-0,2.00,2.62,5.50,12-23 04:30,滚
2804454,8,27,0-0,1.95,2.75,5.50,12-23 04:30,滚
2804454,8,27,0-0,2.00,2.75,5.00,12-23 04:29,滚
2804454,8,27,0-0,2.05,2.62,5.00,12-23 04:29,滚
2804454,8,27,0-0,2.05,2.75,5.00,12-23 04:29,滚
2804454,8,26,0-0,2.05,2.62,5.00,12-23 04:29,滚
2804454,8,26,0-0,2.05,2.62,4.75,12-23 04:28,滚
2804454,8,26,0-0,2.10,2.62,4.75,12-23 04:28,滚
2804454,8,25,0-0,2.10,2.62,4.50,12-23 04:27,滚
2804454,8,24,0-0,2.05,2.62,5.00,12-23 04:27,滚
2804454,8,24,0-0,2.10,2.62,4.50,12-23 04:26,滚
2804454,8,24,0-0,2.10,2.75,4.50,12-23 04:26,滚
2804454,8,23,0-0,2.10,2.62,4.50,12-23 04:26,滚
2804454,8,23,0-0,2.10,2.75,4.50,12-23 04:26,滚
2804454,8,23,0-0,2.20,2.62,4.50,12-23 04:25,滚
2804454,8,23,0-0,2.10,2.75,4.33,12-23 04:25,滚
2804454,8,22,0-0,2.10,2.75,4.50,12-23 04:25,滚
2804454,8,21,0-0,2.20,2.62,4.33,12-23 04:24,滚
2804454,8,21,0-0,2.20,2.75,4.33,12-23 04:23,滚
2804454,8,21,0-0,2.20,2.62,4.33,12-23 04:23,滚
2804454,8,19,0-0,2.20,2.75,4.33,12-23 04:22,滚
2804454,8,19,0-0,2.20,2.75,4.00,12-23 04:21,滚
2804454,8,19,0-0,2.20,2.75,4.33,12-23 04:21,滚
2804454,8,15,0-0,2.20,2.75,4.00,12-23 04:18,滚
2804454,8,15,0-0,2.20,2.87,4.00,12-23 04:17,滚
2804454,8,15,0-0,2.20,2.75,4.00,12-23 04:17,滚
2804454,8,14,0-0,2.25,2.87,4.00,12-23 04:17,滚
2804454,8,14,0-0,2.25,2.75,4.00,12-23 04:16,滚
2804454,8,14,0-0,2.20,2.87,4.00,12-23 04:16,滚
2804454,8,13,0-0,2.20,2.87,3.75,12-23 04:16,滚
2804454,8,13,0-0,2.10,2.87,4.33,12-23 04:15,滚
2804454,8,12,0-0,2.05,2.87,4.33,12-23 04:14,滚
2804454,8,12,0-0,2.05,2.87,4.50,12-23 04:14,滚
2804454,8,11,0-0,2.05,2.87,4.33,12-23 04:14,滚
2804454,8,11,0-0,2.05,2.87,4.50,12-23 04:13,滚
2804454,8,10,0-0,2.05,2.87,4.33,12-23 04:12,滚
2804454,8,09,0-0,2.05,3.00,4.33,12-23 04:11,滚
2804454,8,09,0-0,1.95,3.00,4.50,12-23 04:11,滚
2804454,8,08,0-0,1.95,3.00,4.75,12-23 04:10,滚
2804454,8,06,0-0,1.95,3.00,4.50,12-23 04:09,滚
2804454,8,05,0-0,1.90,3.10,4.75,12-23 04:08,滚
2804454,8,05,0-0,1.90,3.10,4.50,12-23 04:07,滚
2804454,8,03,0-0,1.90,3.10,4.75,12-23 04:06,滚
2804454,8,01,0-0,1.90,3.20,4.75,12-23 04:04,滚
2804454,8,01,0-0,1.83,3.25,4.75,12-23 04:04,滚
2804454,8,01,0-0,1.85,3.25,4.75,12-23 04:04,滚
2804454,8,01,0-0,1.83,3.25,4.75,12-23 04:03,滚
2804454,8,00,0-0,1.85,3.25,4.75,12-23 04:02,滚
2804454,8,,,1.85,3.30,4.75,12-23 00:54,即
2804454,8,,,1.85,3.40,4.50,12-23 00:54,即
2804454,8,,,1.85,3.30,4.75,12-23 00:36,即
2804454,8,,,1.85,3.40,4.50,12-23 00:36,即
2804454,8,,,1.85,3.30,4.75,12-23 00:18,即
2804454,8,,,1.85,3.40,4.50,12-23 00:18,即
2804454,8,,,1.85,3.30,4.75,12-23 00:00,即
2804454,8,,,1.85,3.40,4.50,12-23 00:00,即
2804454,8,,,1.85,3.30,4.75,12-22 23:42,即
2804454,8,,,1.85,3.40,4.50,12-22 23:42,即
2804454,8,,,1.85,3.30,4.75,12-22 23:24,即
2804454,8,,,1.85,3.40,4.50,12-22 23:24,即
2804454,8,,,1.85,3.30,4.75,12-22 23:07,即
2804454,8,,,1.85,3.40,4.50,12-22 23:06,即
2804454,8,,,1.85,3.30,4.75,12-22 22:50,即
2804454,8,,,1.85,3.40,4.50,12-22 22:49,即
2804454,8,,,1.85,3.30,4.75,12-22 22:45,即
2804454,8,,,1.85,3.40,4.50,12-22 22:45,即
2804454,8,,,1.85,3.30,4.75,12-22 22:44,即
2804454,8,,,1.85,3.40,4.50,12-22 21:56,即
2804454,8,,,1.85,3.50,4.50,12-22 21:55,即
2804454,8,,,1.85,3.40,4.50,12-22 21:52,即
2804454,8,,,1.85,3.30,4.75,12-22 21:44,即
2804454,8,,,1.85,3.40,4.50,12-22 21:33,即
2804454,8,,,1.85,3.50,4.50,12-22 21:33,即
2804454,8,,,1.85,3.40,4.50,12-22 20:44,即
2804454,8,,,1.80,3.50,4.75,12-22 20:44,即
2804454,8,,,1.85,3.40,4.50,12-22 20:27,即
2804454,8,,,1.80,3.50,4.75,12-22 20:26,即
2804454,8,,,1.85,3.40,4.50,12-22 20:09,即
2804454,8,,,1.80,3.50,4.75,12-22 20:09,即
2804454,8,,,1.85,3.40,4.50,12-22 19:52,即
2804454,8,,,1.83,3.50,4.50,12-22 19:52,即
2804454,8,,,1.85,3.40,4.50,12-22 19:35,即
2804454,8,,,1.83,3.50,4.50,12-22 19:35,即
2804454,8,,,1.85,3.40,4.50,12-22 19:19,即
2804454,8,,,1.83,3.50,4.50,12-22 19:19,即
2804454,8,,,1.85,3.40,4.50,12-22 19:09,即
2804454,8,,,1.85,3.50,4.50,12-22 19:03,即
2804454,8,,,1.83,3.50,4.50,12-22 19:02,即
2804454,8,,,1.85,3.50,4.50,12-22 18:47,即
2804454,8,,,1.83,3.50,4.50,12-22 18:46,即
2804454,8,,,1.85,3.50,4.50,12-22 18:45,即
2804454,8,,,1.83,3.50,4.50,12-22 18:38,即
2804454,8,,,1.80,3.50,4.75,12-22 18:34,即
2804454,8,,,1.83,3.50,4.50,12-22 18:23,即
2804454,8,,,1.80,3.50,4.75,12-22 18:13,即
