match_id,company_id,时间,比分,主队,盘口,客队,变化时间,状态
2912041,8,时间,比分,那不勒斯,盘,博洛尼亚,变化时间,状态
2912041,8,91,[2:0],0.65,平手,1.30,12-23 04:49,滚
2912041,8,91,[2:0],0.28,平手,2.60,12-23 04:49,滚
2912041,8,90,[2:0],0.30,平手,2.50,12-23 04:48,滚
2912041,8,89,[2:0],0.62,平手,1.35,12-23 04:47,滚
2912041,8,87,[2:0],0.60,平手,1.40,12-23 04:45,滚
2912041,8,87,[2:0],0.55,平手,1.50,12-23 04:45,滚
2912041,8,86,[2:0],0.52,平手,1.55,12-23 04:44,滚
2912041,8,86,[2:0],0.55,平手,1.50,12-23 04:44,滚
2912041,8,86,[2:0],0.60,平手,1.40,12-23 04:44,滚
2912041,8,86,[2:0],0.62,平手,1.35,12-23 04:44,滚
2912041,8,85,[2:0],0.65,平手,1.30,12-23 04:43,滚
2912041,8,85,[2:0],0.62,平手,1.35,12-23 04:43,滚
2912041,8,84,[2:0],0.67,平手,1.25,12-23 04:42,滚
2912041,8,84,[2:0],0.70,平手,1.20,12-23 04:42,滚
2912041,8,84,[2:0],0.67,平手,1.25,12-23 04:42,滚
2912041,8,83,[2:0],0.50,平手,1.65,12-23 04:41,滚
2912041,8,82,[2:0],0.67,平手,1.25,12-23 04:40,滚
2912041,8,82,[2:0],0.65,平手,1.30,12-23 04:40,滚
2912041,8,81,[2:0],0.50,平手,1.65,12-23 04:39,滚
2912041,8,81,[2:0],0.65,平手,1.30,12-23 04:39,滚
2912041,8,79,[2:0],0.67,平手,1.25,12-23 04:37,滚
2912041,8,79,[2:0],0.92,平手,0.92,12-23 04:37,滚
2912041,8,79,[2:0],0.70,平手,1.20,12-23 04:36,滚
2912041,8,78,[2:0],0.67,平手,1.25,12-23 04:36,滚
2912041,8,78,[2:0],0.97,平手,0.87,12-23 04:36,滚
2912041,8,78,[2:0],0.95,平手,0.90,12-23 04:36,滚
2912041,8,77,[2:0],0.70,平手,1.20,12-23 04:35,滚
2912041,8,77,[2:0],0.72,平手,1.15,12-23 04:35,滚
2912041,8,76,[2:0],0.57,平手,1.45,12-23 04:34,滚
2912041,8,76,[2:0],0.72,平手,1.15,12-23 04:34,滚
2912041,8,75,[2:0],0.75,平手,1.12,12-23 04:33,滚
2912041,8,75,[2:0],0.72,平手,1.15,12-23 04:33,滚
2912041,8,75,[2:0],0.92,平手,0.92,12-23 04:33,滚
2912041,8,74,[2:0],0.72,平手,1.15,12-23 04:32,滚
2912041,8,74,[2:0],0.70,平手,1.20,12-23 04:32,滚
2912041,8,74,[2:0],0.75,平手,1.12,12-23 04:32,滚
2912041,8,74,[2:0],0.77,平手,1.10,12-23 04:31,滚
2912041,8,73,[2:0],0.72,平手,1.15,12-23 04:31,滚
2912041,8,71,[2:0],0.67,平手,1.25,12-23 04:29,滚
2912041,8,71,[2:0],0.72,平手,1.15,12-23 04:29,滚
2912041,8,70,[2:0],0.60,平手,1.40,12-23 04:28,滚
2912041,8,70,[2:0],0.65,平手,1.30,12-23 04:28,滚
2912041,8,69,[2:0],0.70,平手,1.20,12-23 04:27,滚
2912041,8,66,[2:0],0.65,平手,1.30,12-23 04:24,滚
2912041,8,66,[2:0],0.67,平手,1.25,12-23 04:24,滚
2912041,8,66,[2:0],0.70,平手,1.20,12-23 04:24,滚
2912041,8,66,[2:0],0.67,平手,1.25,12-23 04:24,滚
2912041,8,66,[2:0],0.75,平手,1.12,12-23 04:24,滚
2912041,8,65,[2:0],0.70,平手,1.20,12-23 04:23,滚
2912041,8,64,[2:0],0.75,平手,1.12,12-23 04:22,滚
2912041,8,64,[2:0],0.77,平手,1.10,12-23 04:22,滚
2912041,8,64,[2:0],0.80,平手,1.05,12-23 04:22,滚
2912041,8,64,[2:0],0.70,平手,1.20,12-23 04:22,滚
2912041,8,63,[2:0],0.75,平手,1.12,12-23 04:21,滚
2912041,8,63,[2:0],0.70,平手,1.20,12-23 04:21,滚
2912041,8,62,[2:0],0.67,平手,1.25,12-23 04:20,滚
2912041,8,62,[2:0],0.82,平手,1.02,12-23 04:20,滚
