match_id,company_id,时间,比分,主队胜,和局,客队胜,变化时间,状态
2804454,3,92,1-2,41.00,8.00,1.01,12-23 05:52,滚
2804454,3,92,1-2,41.00,6.80,1.01,12-23 05:52,滚
2804454,3,92,1-2,41.00,6.80,1.02,12-23 05:52,滚
2804454,3,91,1-2,41.00,6.80,1.04,12-23 05:50,滚
2804454,3,90,1-2,41.00,6.80,1.05,12-23 05:50,滚
2804454,3,89,1-2,41.00,6.80,1.07,12-23 05:49,滚
2804454,3,88,1-2,41.00,6.80,1.08,12-23 05:48,滚
2804454,3,87,1-2,41.00,6.80,1.10,12-23 05:47,滚
2804454,3,86,1-2,41.00,6.80,1.12,12-23 05:46,滚
2804454,3,86,1-2,41.00,6.80,1.13,12-23 05:46,滚
2804454,3,85,1-2,41.00,7.00,1.13,12-23 05:45,滚
2804454,3,84,1-2,36.00,6.40,1.15,12-23 05:44,滚
2804454,3,83,1-2,36.00,6.00,1.17,12-23 05:43,滚
2804454,3,83,1-2,31.00,5.80,1.18,12-23 05:43,滚
2804454,3,82,1-2,31.00,5.70,1.18,12-23 05:42,滚
2804454,3,82,1-2,31.00,5.50,1.19,12-23 05:42,滚
2804454,3,81,1-2,29.00,5.20,1.21,12-23 05:41,滚
2804454,3,81,1-2,26.00,5.00,1.23,12-23 05:40,滚
2804454,3,80,1-2,21.00,4.50,1.25,12-23 05:40,滚
2804454,3,80,1-2,21.00,4.00,1.25,12-23 05:40,滚
2804454,3,80,1-2,21.00,4.00,1.27,12-23 05:40,滚
2804454,3,79,1-2,21.00,4.00,1.28,12-23 05:39,滚
2804454,3,79,1-2,19.00,3.85,1.30,12-23 05:39,滚
2804454,3,79,1-2,19.00,3.85,1.31,12-23 05:39,滚
2804454,3,79,1-2,19.00,3.60,1.31,12-23 05:38,滚
2804454,3,78,1-2,19.00,3.60,1.32,12-23 05:38,滚
2804454,3,77,1-2,19.00,3.60,1.36,12-23 05:37,滚
2804454,3,77,1-2,15.50,3.60,1.36,12-23 05:37,滚
2804454,3,75,1-2,12.00,3.60,1.38,12-23 05:35,滚
2804454,3,75,1-2,12.00,3.55,1.38,12-23 05:35,滚
2804454,3,74,1-2,12.00,3.55,1.41,12-23 05:34,滚
2804454,3,73,1-2,12.00,3.55,1.43,12-23 05:33,滚
2804454,3,73,1-2,12.00,3.40,1.43,12-23 05:33,滚
2804454,3,72,1-2,12.00,3.40,1.45,12-23 05:32,滚
2804454,3,71,1-2,12.00,3.40,1.48,12-23 05:31,滚
2804454,3,71,1-2,12.00,3.40,1.47,12-23 05:31,滚
2804454,3,70,1-2,11.00,3.40,1.47,12-23 05:30,滚
2804454,3,70,1-2,11.00,3.45,1.47,12-23 05:30,滚
2804454,3,69,1-2,11.00,3.60,1.47,12-23 05:29,滚
2804454,3,69,1-2,11.00,3.55,1.48,12-23 05:29,滚
2804454,3,68,1-2,10.50,3.55,1.48,12-23 05:28,滚
2804454,3,68,1-2,10.50,3.55,1.50,12-23 05:28,滚
2804454,3,66,1-2,9.90,3.55,1.50,12-23 05:26,滚
2804454,3,66,1-2,9.70,3.50,1.51,12-23 05:25,滚
2804454,3,65,1-2,9.40,3.50,1.52,12-23 05:25,滚
2804454,3,65,1-2,9.00,3.30,1.52,12-23 05:25,滚
2804454,3,65,1-2,9.00,3.30,1.53,12-23 05:25,滚
2804454,3,63,1-2,9.00,3.30,1.54,12-23 05:23,滚
2804454,3,63,1-2,9.00,3.30,1.55,12-23 05:23,滚
2804454,3,62,1-2,9.00,3.30,1.57,12-23 05:22,滚
2804454,3,62,1-2,8.30,3.40,1.57,12-23 05:22,滚
2804454,3,61,1-2,7.90,3.40,1.59,12-23 05:21,滚
2804454,3,60,1-2,7.40,3.35,1.62,12-23 05:20,滚
2804454,3,59,1-2,7.80,3.20,1.61,12-23 05:18,滚
2804454,3,57,1-2,6.60,3.20,1.61,12-23 05:17,滚
2804454,3,57,1-2,6.60,3.05,1.61,12-23 05:17,滚
2804454,3,56,1-2,6.60,3.05,1.67,12-23 05:16,滚
2804454,3,55,1-2,6.60,3.05,1.68,12-23 05:15,滚
2804454,3,55,1-2,6.60,3.05,1.74,12-23 05:15,滚
2804454,3,55,1-2,6.60,3.05,1.72,12-23 05:15,滚
2804454,3,55,1-2,6.60,2.97,1.72,12-23 05:15,滚
2804454,3,54,1-2,6.70,2.97,1.72,12-23 05:14,滚
2804454,3,53,1-2,6.70,3.00,1.72,12-23 05:13,滚
2804454,3,53,1-2,6.00,3.00,1.72,12-23 05:13,滚
2804454,3,53,1-2,6.00,3.05,1.72,12-23 05:13,滚
2804454,3,53,1-2,6.00,3.10,1.72,12-23 05:13,滚
2804454,3,52,1-2,5.90,3.10,1.73,12-23 05:12,滚
2804454,3,52,1-2,5.90,3.30,1.73,12-23 05:12,滚
2804454,3,51,1-1,2.42,2.20,5.40,12-23 05:10,滚
2804454,3,50,1-1,2.40,2.22,5.40,12-23 05:10,滚
2804454,3,49,1-1,2.43,2.22,5.30,12-23 05:09,滚
2804454,3,49,1-1,2.40,2.15,5.30,12-23 05:09,滚
2804454,3,48,1-1,2.45,2.15,5.30,12-23 05:08,滚
2804454,3,47,1-1,2.42,2.18,5.60,12-23 05:07,滚
2804454,3,47,1-1,2.41,2.18,5.40,12-23 05:07,滚
2804454,3,46,1-1,2.47,2.18,5.40,12-23 05:06,滚
2804454,3,中场,1-1,2.40,2.26,5.20,12-23 05:03,滚
2804454,3,中场,1-1,2.36,2.26,5.10,12-23 05:02,滚
2804454,3,中场,1-1,2.36,2.26,5.00,12-23 05:02,滚
2804454,3,中场,1-1,2.36,2.32,5.00,12-23 04:53,滚
2804454,3,中场,1-1,2.40,2.28,5.00,12-23 04:52,滚
2804454,3,中场,1-1,2.40,2.24,5.00,12-23 04:52,滚
2804454,3,中场,1-1,2.40,2.24,5.30,12-23 04:52,滚
2804454,3,中场,1-1,2.40,2.30,5.00,12-23 04:50,滚
2804454,3,中场,1-1,2.40,2.24,5.00,12-23 04:50,滚
2804454,3,中场,1-1,2.40,2.24,5.30,12-23 04:50,滚
2804454,3,45,1-1,2.41,2.31,4.95,12-23 04:48,滚
2804454,3,45,1-1,2.34,2.35,4.75,12-23 04:47,滚
2804454,3,44,1-1,2.34,2.35,5.00,12-23 04:47,滚
2804454,3,43,1-0,1.23,4.90,18.50,12-23 04:45,滚
2804454,3,42,1-0,1.23,4.90,23.00,12-23 04:45,滚
2804454,3,42,1-0,1.25,4.90,15.50,12-23 04:45,滚
2804454,3,42,1-0,1.25,5.10,15.50,12-23 04:44,滚
2804454,3,41,1-0,1.25,5.30,15.50,12-23 04:44,滚
2804454,3,40,1-0,1.24,5.10,19.00,12-23 04:43,滚
2804454,3,40,1-0,1.24,5.10,20.00,12-23 04:43,滚
2804454,3,40,1-0,1.24,5.00,20.00,12-23 04:43,滚
2804454,3,40,1-0,1.24,5.00,23.00,12-23 04:43,滚
2804454,3,40,1-0,1.24,5.20,16.00,12-23 04:42,滚
2804454,3,39,1-0,1.27,5.20,14.00,12-23 04:42,滚
2804454,3,38,1-0,1.26,5.20,14.50,12-23 04:41,滚
2804454,3,38,1-0,1.26,5.30,14.50,12-23 04:40,滚
2804454,3,37,0-0,2.13,2.50,5.50,12-23 04:40,滚
2804454,3,36,0-0,2.12,2.53,5.40,12-23 04:38,滚
2804454,3,35,0-0,2.11,2.55,5.40,12-23 04:37,滚
2804454,3,35,0-0,2.10,2.57,5.40,12-23 04:37,滚
2804454,3,34,0-0,2.09,2.58,5.40,12-23 04:37,滚
2804454,3,33,0-0,2.08,2.60,5.30,12-23 04:36,滚
2804454,3,33,0-0,2.07,2.62,5.40,12-23 04:35,滚
2804454,3,31,0-0,2.06,2.64,5.30,12-23 04:34,滚
2804454,3,31,0-0,2.08,2.53,5.70,12-23 04:34,滚
2804454,3,30,0-0,2.07,2.52,5.80,12-23 04:33,滚
2804454,3,30,0-0,1.98,2.56,6.50,12-23 04:33,滚
2804454,3,30,0-0,1.97,2.57,6.50,12-23 04:33,滚
2804454,3,29,0-0,1.97,2.58,6.40,12-23 04:32,滚
2804454,3,29,0-0,1.96,2.59,6.40,12-23 04:31,滚
2804454,3,28,0-0,1.96,2.60,6.40,12-23 04:31,滚
2804454,3,27,0-0,2.03,2.60,5.80,12-23 04:30,滚
2804454,3,27,0-0,2.02,2.61,5.40,12-23 04:30,滚
2804454,3,27,0-0,2.02,2.61,5.80,12-23 04:29,滚
2804454,3,27,0-0,2.00,2.61,5.10,12-23 04:29,滚
2804454,3,26,0-0,2.11,2.61,5.10,12-23 04:28,滚
2804454,3,25,0-0,2.16,2.61,4.90,12-23 04:27,滚
2804454,3,24,0-0,2.15,2.63,4.85,12-23 04:27,滚
2804454,3,23,0-0,2.16,2.56,5.00,12-23 04:26,滚
2804454,3,23,0-0,2.16,2.57,5.00,12-23 04:25,滚
2804454,3,22,0-0,2.15,2.58,5.00,12-23 04:25,滚
2804454,3,22,0-0,2.15,2.59,5.00,12-23 04:25,滚
2804454,3,22,0-0,2.14,2.60,5.00,12-23 04:24,滚
2804454,3,21,0-0,2.20,2.60,4.75,12-23 04:24,滚
2804454,3,20,0-0,2.25,2.61,4.50,12-23 04:23,滚
2804454,3,19,0-0,2.24,2.63,4.50,12-23 04:22,滚
2804454,3,19,0-0,2.23,2.64,4.50,12-23 04:21,滚
2804454,3,18,0-0,2.21,2.73,4.30,12-23 04:21,滚
2804454,3,18,0-0,2.19,2.86,4.10,12-23 04:21,滚
2804454,3,18,0-0,2.20,2.76,4.30,12-23 04:20,滚
2804454,3,17,0-0,2.18,2.83,4.20,12-23 04:19,滚
2804454,3,16,0-0,2.18,2.85,4.20,12-23 04:18,滚
2804454,3,15,0-0,2.17,2.86,4.20,12-23 04:18,滚
2804454,3,15,0-0,2.22,2.82,3.95,12-23 04:17,滚
2804454,3,14,0-0,2.22,2.87,3.95,12-23 04:16,滚
2804454,3,13,0-0,2.22,2.88,3.95,12-23 04:16,滚
2804454,3,12,0-0,2.10,2.94,4.30,12-23 04:15,滚
