match_id,company_id,时间,比分,主队,盘口,客队,变化时间,状态
2894738,8,54,[0:0],0.75,半球,1.12,12-24 05:15,滚
2894738,8,54,[0:0],1.10,半球/一球,0.77,12-24 05:15,滚
2894738,8,54,[0:0],1.00,半球/一球,0.85,12-24 05:14,滚
2894738,8,53,[0:0],1.05,半球/一球,0.80,12-24 05:14,滚
2894738,8,53,[0:0],0.77,半球,1.10,12-24 05:14,滚
2894738,8,53,[0:0],1.10,半球/一球,0.77,12-24 05:14,滚
2894738,8,53,[0:0],0.77,半球,1.10,12-24 05:13,滚
2894738,8,53,[0:0],1.10,半球/一球,0.77,12-24 05:13,滚
2894738,8,52,[0:0],1.02,半球/一球,0.82,12-24 05:13,滚
2894738,8,52,[0:0],1.05,半球/一球,0.80,12-24 05:13,滚
2894738,8,52,[0:0],1.02,半球/一球,0.82,12-24 05:12,滚
2894738,8,50,[0:0],1.00,半球/一球,0.85,12-24 05:11,滚
2894738,8,50,[0:0],0.95,半球/一球,0.90,12-24 05:11,滚
2894738,8,50,[0:0],0.97,半球/一球,0.87,12-24 05:11,滚
2894738,8,49,[0:0],0.92,半球/一球,0.92,12-24 05:10,滚
2894738,8,49,[0:0],0.90,半球/一球,0.95,12-24 05:10,滚
2894738,8,49,[0:0],0.87,半球/一球,0.97,12-24 05:10,滚
2894738,8,48,[0:0],0.85,半球/一球,1.00,12-24 05:09,滚
2894738,8,48,[0:0],0.82,半球/一球,1.02,12-24 05:09,滚
2894738,8,48,[0:0],0.87,半球/一球,0.97,12-24 05:09,滚
2894738,8,48,[0:0],0.82,半球/一球,1.02,12-24 05:09,滚
2894738,8,47,[0:0],0.80,半球/一球,1.05,12-24 05:08,滚
2894738,8,46,[0:0],0.77,半球/一球,1.10,12-24 05:07,滚
2894738,8,46,[0:0],1.12,一球,0.75,12-24 05:07,滚
2894738,8,46,[0:0],0.77,半球/一球,1.10,12-24 05:07,滚
2894738,8,45,[0:0],0.75,半球/一球,1.12,12-24 05:06,滚
2894738,8,45,[0:0],1.05,一球,0.80,12-24 05:06,滚
2894738,8,45,[0:0],1.00,一球,0.85,12-24 05:06,滚
2894738,8,45,[0:0],0.70,半球/一球,1.20,12-24 05:06,滚
2894738,8,中场,[0:0],1.15,一球,0.72,12-24 05:04,滚
2894738,8,中场,[0:0],1.12,一球,0.75,12-24 05:00,滚
2894738,8,中场,[0:0],1.15,一球,0.72,12-24 04:56,滚
2894738,8,中场,[0:0],0.72,半球/一球,1.15,12-24 04:56,滚
2894738,8,中场,[0:0],0.70,半球/一球,1.20,12-24 04:55,滚
2894738,8,中场,[0:0],0.72,半球/一球,1.15,12-24 04:54,滚
2894738,8,中场,[0:0],0.70,半球/一球,1.20,12-24 04:53,滚
2894738,8,中场,[0:0],0.72,半球/一球,1.15,12-24 04:51,滚
2894738,8,45,[0:0],0.75,半球/一球,1.12,12-24 04:48,滚
2894738,8,45,[0:0],1.20,一球,0.70,12-24 04:48,滚
2894738,8,45,[0:0],1.15,一球,0.72,12-24 04:47,滚
2894738,8,45,[0:0],1.12,一球,0.75,12-24 04:46,滚
2894738,8,45,[0:0],1.15,一球,0.72,12-24 04:45,滚
2894738,8,44,[0:0],1.12,一球,0.75,12-24 04:45,滚
2894738,8,44,[0:0],1.15,一球,0.72,12-24 04:44,滚
2894738,8,44,[0:0],1.12,一球,0.75,12-24 04:44,滚
2894738,8,44,[0:0],1.10,一球,0.77,12-24 04:44,滚
2894738,8,44,[0:0],1.12,一球,0.75,12-24 04:44,滚
2894738,8,43,[0:0],1.10,一球,0.77,12-24 04:44,滚
2894738,8,43,[0:0],0.77,半球/一球,1.10,12-24 04:43,滚
2894738,8,43,[0:0],0.75,半球/一球,1.12,12-24 04:43,滚
2894738,8,43,[0:0],1.05,一球,0.80,12-24 04:43,滚
2894738,8,42,[0:0],1.10,一球,0.77,12-24 04:42,滚
2894738,8,40,[0:0],1.12,一球,0.75,12-24 04:40,滚
2894738,8,39,[0:0],1.10,一球,0.77,12-24 04:40,滚
2894738,8,39,[0:0],0.75,半球/一球,1.12,12-24 04:39,滚
2894738,8,39,[0:0],0.80,半球/一球,1.05,12-24 04:39,滚
2894738,8,38,[0:0],0.77,半球/一球,1.10,12-24 04:39,滚
2894738,8,38,[0:0],1.10,一球,0.77,12-24 04:38,滚
2894738,8,38,[0:0],1.15,一球,0.72,12-24 04:38,滚
2894738,8,37,[0:0],1.12,一球,0.75,12-24 04:38,滚
2894738,8,37,[0:0],0.75,半球/一球,1.12,12-24 04:37,滚
2894738,8,37,[0:0],0.77,半球/一球,1.10,12-24 04:37,滚
2894738,8,36,[0:0],1.12,一球,0.75,12-24 04:37,滚
2894738,8,36,[0:0],1.10,一球,0.77,12-24 04:36,滚
2894738,8,36,[0:0],1.05,一球,0.80,12-24 04:36,滚
2894738,8,34,[0:0],1.10,一球,0.77,12-24 04:34,滚
2894738,8,34,[0:0],1.05,一球,0.80,12-24 04:34,滚
2894738,8,33,[0:0],1.10,一球,0.77,12-24 04:33,滚
2894738,8,32,[0:0],1.00,一球,0.85,12-24 04:33,滚
2894738,8,32,[0:0],1.05,一球,0.80,12-24 04:32,滚
2894738,8,32,[0:0],1.10,一球,0.77,12-24 04:32,滚
2894738,8,31,[0:0],1.05,一球,0.80,12-24 04:31,滚
2894738,8,30,[0:0],0.77,半球/一球,1.10,12-24 04:31,滚
2894738,8,30,[0:0],1.10,一球,0.77,12-24 04:30,滚
2894738,8,29,[0:0],0.77,半球/一球,1.10,12-24 04:30,滚
2894738,8,29,[0:0],1.10,一球,0.77,12-24 04:29,滚
2894738,8,29,[0:0],1.02,一球,0.82,12-24 04:29,滚
2894738,8,28,[0:0],0.97,一球,0.87,12-24 04:28,滚
2894738,8,28,[0:0],0.95,一球,0.90,12-24 04:28,滚
2894738,8,28,[0:0],0.97,一球,0.87,12-24 04:28,滚
2894738,8,27,[0:0],0.92,一球,0.92,12-24 04:27,滚
2894738,8,26,[0:0],0.95,一球,0.90,12-24 04:26,滚
2894738,8,26,[0:0],0.92,一球,0.92,12-24 04:26,滚
2894738,8,26,[0:0],0.95,一球,0.90,12-24 04:26,滚
2894738,8,25,[0:0],0.97,一球,0.87,12-24 04:26,滚
2894738,8,25,[0:0],1.00,一球,0.85,12-24 04:25,滚
2894738,8,23,[0:0],1.02,一球,0.82,12-24 04:24,滚
2894738,8,23,[0:0],1.00,一球,0.85,12-24 04:23,滚
2894738,8,23,[0:0],1.02,一球,0.82,12-24 04:23,滚
2894738,8,22,[0:0],1.00,一球,0.85,12-24 04:23,滚
2894738,8,21,[0:0],0.97,一球,0.87,12-24 04:21,滚
2894738,8,21,[0:0],1.00,一球,0.85,12-24 04:21,滚
2894738,8,20,[0:0],0.97,一球,0.87,12-24 04:20,滚
2894738,8,19,[0:0],0.95,一球,0.90,12-24 04:20,滚
2894738,8,19,[0:0],0.92,一球,0.92,12-24 04:19,滚
2894738,8,18,[0:0],0.90,一球,0.95,12-24 04:19,滚
2894738,8,18,[0:0],0.92,一球,0.92,12-24 04:19,滚
2894738,8,17,[0:0],0.90,一球,0.95,12-24 04:18,滚
2894738,8,17,[0:0],0.87,一球,0.97,12-24 04:17,滚
2894738,8,15,[0:0],0.85,一球,1.00,12-24 04:15,滚
2894738,8,15,[0:0],0.82,一球,1.02,12-24 04:15,滚
2894738,8,14,[0:0],0.85,一球,1.00,12-24 04:14,滚
2894738,8,14,[0:0],0.82,一球,1.02,12-24 04:14,滚
2894738,8,13,[0:0],0.85,一球,1.00,12-24 04:13,滚
2894738,8,12,[0:0],0.82,一球,1.02,12-24 04:13,滚
2894738,8,12,[0:0],0.85,一球,1.00,12-24 04:13,滚
2894738,8,12,[0:0],0.87,一球,0.97,12-24 04:12,滚
2894738,8,11,[0:0],0.85,一球,1.00,12-24 04:11,滚
2894738,8,09,[0:0],0.82,一球,1.02,12-24 04:09,滚
2894738,8,08,[0:0],0.80,一球,1.05,12-24 04:09,滚
2894738,8,08,[0:0],1.10,一球/球半,0.77,12-24 04:08,滚
2894738,8,08,[0:0],0.80,一球,1.05,12-24 04:08,滚
2894738,8,08,[0:0],0.77,一球,1.10,12-24 04:08,滚
2894738,8,08,[0:0],0.80,一球,1.05,12-24 04:08,滚
2894738,8,08,[0:0],1.05,一球/球半,0.80,12-24 04:08,滚
2894738,8,08,[0:0],1.00,一球/球半,0.85,12-24 04:08,滚
2894738,8,07,[0:0],1.05,一球/球半,0.80,12-24 04:07,滚
2894738,8,07,[0:0],1.10,一球/球半,0.77,12-24 04:07,滚
2894738,8,07,[0:0],1.12,一球/球半,0.75,12-24 04:07,滚
2894738,8,07,[0:0],1.05,一球/球半,0.80,12-24 04:07,滚
2894738,8,07,[0:0],0.77,一球,1.10,12-24 04:07,滚
2894738,8,06,[0:0],1.05,一球/球半,0.80,12-24 04:06,滚
2894738,8,06,[0:0],1.10,一球/球半,0.77,12-24 04:06,滚
2894738,8,05,[0:0],1.05,一球/球半,0.80,12-24 04:06,滚
2894738,8,05,[0:0],0.75,一球,1.12,12-24 04:06,滚
2894738,8,05,[0:0],0.77,一球,1.10,12-24 04:05,滚
2894738,8,04,[0:0],1.05,一球/球半,0.80,12-24 04:05,滚
2894738,8,04,[0:0],0.85,一球,1.00,12-24 04:05,滚
2894738,8,04,[0:0],1.05,一球/球半,0.80,12-24 04:04,滚
2894738,8,04,[0:0],1.02,一球/球半,0.82,12-24 04:04,滚
2894738,8,04,[0:0],0.80,一球,1.05,12-24 04:04,滚
2894738,8,03,[0:0],0.77,一球,1.10,12-24 04:03,滚
2894738,8,03,[0:0],1.05,一球/球半,0.80,12-24 04:03,滚
2894738,8,02,[0:0],0.77,一球,1.10,12-24 04:02,滚
2894738,8,01,[0:0],0.80,一球,1.05,12-24 04:02,滚
2894738,8,00,[0:0],0.82,一球,1.02,12-24 04:01,滚
2894738,8,,-,0.80,一球,1.05,12-24 03:58,即
2894738,8,,-,0.85,一球,1.00,12-24 03:53,即
2894738,8,,-,0.90,一球,0.95,12-24 03:53,即
2894738,8,,-,0.85,一球,1.00,12-24 03:52,即
2894738,8,,-,0.90,一球,0.95,12-24 03:52,即
2894738,8,,-,0.85,一球,1.00,12-24 03:51,即
2894738,8,,-,0.82,一球,1.02,12-24 03:49,即
2894738,8,,-,0.85,一球,1.00,12-24 03:46,即
2894738,8,,-,0.87,一球,0.97,12-24 03:46,即
2894738,8,,-,0.85,一球,1.00,12-24 03:45,即
2894738,8,,-,0.88,一球,0.98,12-24 03:42,即
2894738,8,,-,0.90,一球,0.95,12-24 03:35,即
2894738,8,,-,0.88,一球,0.98,12-24 03:34,即
2894738,8,,-,0.90,一球,0.95,12-24 03:34,即
2894738,8,,-,0.88,一球,0.98,12-24 03:29,即
2894738,8,,-,0.90,一球,0.95,12-24 03:29,即
2894738,8,,-,0.88,一球,0.98,12-24 03:29,即
2894738,8,,-,0.90,一球,0.95,12-24 03:26,即
2894738,8,,-,0.88,一球,0.98,12-24 03:25,即
2894738,8,,-,0.90,一球,0.95,12-24 03:11,即
2894738,8,,-,0.93,一球,0.93,12-24 03:10,即
2894738,8,,-,0.90,一球,0.95,12-24 03:10,即
2894738,8,,-,0.88,一球,0.98,12-24 03:02,即
2894738,8,,-,0.90,一球,0.95,12-24 03:01,即
2894738,8,,-,0.88,一球,0.98,12-24 03:00,即
2894738,8,,-,0.93,一球,0.93,12-24 02:58,即
2894738,8,,-,0.88,一球,0.98,12-24 02:52,即
2894738,8,,-,0.90,一球,0.95,12-24 02:46,即
2894738,8,,-,0.88,一球,0.98,12-24 02:39,即
2894738,8,,-,0.85,一球,1.00,12-24 02:38,即
2894738,8,,-,0.83,一球,1.03,12-24 02:38,即
2894738,8,,-,0.85,一球,1.00,12-24 02:36,即
2894738,8,,-,0.88,一球,0.98,12-24 02:34,即
2894738,8,,-,0.85,一球,1.00,12-24 02:34,即
2894738,8,,-,0.83,一球,1.03,12-24 02:33,即
2894738,8,,-,1.05,一球/球半,0.80,12-24 02:33,即
2894738,8,,-,0.80,一球,1.05,12-24 02:32,即
2894738,8,,-,1.05,一球/球半,0.80,12-24 02:32,即
2894738,8,,-,1.03,一球/球半,0.83,12-24 02:24,即
2894738,8,,-,1.05,一球/球半,0.80,12-24 02:24,即
2894738,8,,-,1.03,一球/球半,0.83,12-24 01:52,即
2894738,8,,-,1.05,一球/球半,0.80,12-24 00:29,即
2894738,8,,-,1.03,一球/球半,0.83,12-24 00:28,即
2894738,8,,-,1.05,一球/球半,0.80,12-23 22:07,即
2894738,8,,-,0.80,一球,1.05,12-23 22:06,即
2894738,8,,-,1.10,一球/球半,0.78,12-23 22:05,即
2894738,8,,-,0.78,一球,1.10,12-23 22:04,即
2894738,8,,-,1.05,一球/球半,0.80,12-23 21:15,即
2894738,8,,-,1.10,一球/球半,0.78,12-23 21:14,即
2894738,8,,-,1.05,一球/球半,0.80,12-23 21:13,即
2894738,8,,-,1.05,一球/球半,0.75,12-23 21:11,即
2894738,8,,-,0.78,一球,1.10,12-23 21:10,即
2894738,8,,-,1.10,一球/球半,0.78,12-23 21:10,即
2894738,8,,-,1.05,一球/球半,0.80,12-23 21:02,即
2894738,8,,-,0.78,一球,1.10,12-23 20:55,即
2894738,8,,-,1.10,一球/球半,0.78,12-23 20:55,即
2894738,8,,-,0.78,一球,1.10,12-23 20:54,即
2894738,8,,-,1.10,一球/球半,0.78,12-23 20:53,即
2894738,8,,-,0.80,一球,1.05,12-23 20:51,即
2894738,8,,-,1.05,一球/球半,0.80,12-23 20:50,即
2894738,8,,-,0.78,一球,1.10,12-23 20:49,即
2894738,8,,-,1.10,一球/球半,0.78,12-23 20:48,即
2894738,8,,-,0.78,一球,1.10,12-23 20:44,即
2894738,8,,-,1.10,一球/球半,0.78,12-23 20:44,即
2894738,8,,-,0.78,一球,1.10,12-23 20:44,即
2894738,8,,-,1.10,一球/球半,0.78,12-23 20:43,即
2894738,8,,-,0.75,一球,1.05,12-23 20:41,即
2894738,8,,-,0.78,一球,1.10,12-23 20:41,即
2894738,8,,-,0.80,一球,1.05,12-23 20:40,即
2894738,8,,-,1.10,一球/球半,0.78,12-23 20:40,即
2894738,8,,-,1.05,一球/球半,0.80,12-23 20:33,即
2894738,8,,-,0.78,一球,1.10,12-23 20:31,即
2894738,8,,-,1.05,一球/球半,0.75,12-23 20:31,即
2894738,8,,-,1.10,一球/球半,0.78,12-23 20:28,即
2894738,8,,-,0.78,一球,1.10,12-23 20:21,即
2894738,8,,-,0.80,一球,1.05,12-23 20:20,即
2894738,8,,-,1.05,一球/球半,0.80,12-23 20:20,即
2894738,8,,-,0.80,一球,1.05,12-23 20:19,即
2894738,8,,-,1.05,一球/球半,0.80,12-23 19:56,即
2894738,8,,-,0.78,一球,1.10,12-23 19:56,即
2894738,8,,-,1.05,一球/球半,0.80,12-23 19:55,即
2894738,8,,-,0.78,一球,1.10,12-23 19:55,即
2894738,8,,-,1.05,一球/球半,0.80,12-23 19:55,即
2894738,8,,-,0.78,一球,1.10,12-23 19:54,即
2894738,8,,-,1.05,一球/球半,0.80,12-23 19:14,即
2894738,8,,-,0.78,一球,1.10,12-23 19:14,即
2894738,8,,-,1.05,一球/球半,0.80,12-23 19:13,即
2894738,8,,-,0.78,一球,1.10,12-23 19:10,即
2894738,8,,-,1.10,一球/球半,0.78,12-23 19:09,即
2894738,8,,-,1.05,一球/球半,0.80,12-23 18:30,即
2894738,8,,-,0.80,一球,1.05,12-23 18:29,即
2894738,8,,-,0.75,一球,1.05,12-23 18:19,即
2894738,8,,-,1.05,一球/球半,0.80,12-23 18:17,即
2894738,8,,-,1.10,一球/球半,0.78,12-23 18:11,即
2894738,8,,-,0.80,一球,1.05,12-23 17:03,即
2894738,8,,-,0.83,一球,1.03,12-23 17:03,即
2894738,8,,-,0.80,一球,1.05,12-23 14:36,即
2894738,8,,-,0.83,一球,1.03,12-23 14:36,即
2894738,8,,-,0.80,一球,1.05,12-23 14:36,即
2894738,8,,-,0.83,一球,1.03,12-23 12:14,即
2894738,8,,-,0.85,一球,1.00,12-23 12:14,即
2894738,8,,-,0.83,一球,1.03,12-23 12:13,即
2894738,8,,-,0.85,一球,1.00,12-23 12:13,即
2894738,8,,-,0.83,一球,1.03,12-23 11:59,即
2894738,8,,-,0.85,一球,1.00,12-23 11:55,即
2894738,8,,-,0.83,一球,1.03,12-23 11:45,即
2894738,8,,-,0.85,一球,1.00,12-23 11:29,即
2894738,8,,-,0.83,一球,1.03,12-23 11:11,即
2894738,8,,-,0.80,一球,1.05,12-23 10:54,即
2894738,8,,-,0.83,一球,1.03,12-23 06:45,即
2894738,8,,-,0.85,一球,1.00,12-23 06:43,即
2894738,8,,-,0.83,一球,1.03,12-23 06:20,即
2894738,8,,-,0.85,一球,1.00,12-23 06:19,即
2894738,8,,-,0.83,一球,1.03,12-23 06:19,即
2894738,8,,-,0.85,一球,1.00,12-22 23:51,即
2894738,8,,-,0.88,一球,0.98,12-22 20:03,即
2894738,8,,-,0.93,一球,0.93,12-22 16:55,即
2894738,8,,-,0.95,一球,0.90,12-22 16:27,即
2894738,8,,-,0.93,一球,0.93,12-22 14:26,即
2894738,8,,-,0.98,一球,0.88,12-22 14:24,即
2894738,8,,-,0.93,一球,0.93,12-22 14:18,即
2894738,8,,-,0.98,一球,0.88,12-21 12:43,即
2894738,8,,-,0.95,一球,0.90,12-21 12:27,即
2894738,8,,-,0.98,一球,0.88,12-21 12:13,即
2894738,8,,-,0.95,一球,0.90,12-21 08:47,即
2894738,8,,-,1.03,一球,0.83,12-20 01:24,即
2894738,8,,-,1.05,一球,0.80,12-20 01:19,即
2894738,8,,-,1.03,一球,0.83,12-20 01:04,即
2894738,8,,-,1.05,一球,0.80,12-17 07:23,即
2894738,8,,-,1.03,一球,0.83,12-17 00:06,即
2894738,8,,-,0.98,一球,0.88,12-13 19:05,即
2894738,8,,-,0.93,一球,0.93,12-13 16:05,即
2894738,8,,-,0.90,一球,0.95,12-13 15:59,即
2894738,8,,-,0.93,一球,0.93,12-12 21:35,即
2894738,8,,-,0.88,一球,0.98,12-11 22:59,即
2894738,8,,-,0.95,一球,0.90,12-11 06:40,即
2894738,8,,-,0.93,一球,0.93,12-9 06:37,即
2894738,8,,-,0.90,一球,0.95,12-8 10:08,即
2894738,8,,-,0.88,一球,0.98,12-8 06:55,即
2894738,8,,-,0.85,一球,1.00,12-8 00:44,即
2894738,8,,-,0.88,一球,0.98,12-7 23:21,即
2894738,8,,-,1.00,一球,0.85,12-7 23:09,即
2894738,8,,-,1.05,一球,0.80,12-7 22:48,即
2894738,8,,-,1.02,一球,0.82,12-7 21:59,即
