match_id,company_id,时间,比分,主队胜,和局,客队胜,变化时间,状态
2894738,3,75,0-0,2.12,1.98,13.50,12-24 05:36,滚
2894738,3,72,0-0,2.06,1.98,10.00,12-24 05:33,滚
2894738,3,71,0-0,1.99,2.01,10.00,12-24 05:32,滚
2894738,3,69,0-0,1.99,2.07,10.00,12-24 05:30,滚
2894738,3,67,0-0,1.95,2.14,10.00,12-24 05:28,滚
2894738,3,66,0-0,1.93,2.14,10.00,12-24 05:27,滚
2894738,3,66,0-0,1.93,2.16,10.00,12-24 05:27,滚
2894738,3,65,0-0,1.95,2.16,10.00,12-24 05:26,滚
2894738,3,65,0-0,1.95,2.27,10.00,12-24 05:26,滚
2894738,3,64,0-0,1.88,2.27,10.00,12-24 05:25,滚
2894738,3,64,0-0,1.94,2.27,9.20,12-24 05:25,滚
2894738,3,63,0-0,1.95,2.27,9.20,12-24 05:24,滚
2894738,3,62,0-0,1.87,2.33,9.50,12-24 05:23,滚
2894738,3,60,0-0,1.87,2.44,9.50,12-24 05:21,滚
2894738,3,60,0-0,1.82,2.45,9.00,12-24 05:21,滚
2894738,3,59,0-0,1.80,2.45,9.00,12-24 05:19,滚
2894738,3,58,0-0,1.77,2.45,9.00,12-24 05:19,滚
2894738,3,58,0-0,1.77,2.48,9.00,12-24 05:19,滚
2894738,3,57,0-0,1.77,2.52,9.00,12-24 05:18,滚
2894738,3,57,0-0,1.77,2.52,8.90,12-24 05:18,滚
2894738,3,57,0-0,1.78,2.52,8.90,12-24 05:18,滚
2894738,3,56,0-0,1.80,2.52,8.90,12-24 05:17,滚
2894738,3,54,0-0,1.80,2.62,8.90,12-24 05:15,滚
2894738,3,54,0-0,1.77,2.64,8.20,12-24 05:15,滚
2894738,3,54,0-0,1.77,2.70,8.20,12-24 05:15,滚
2894738,3,53,0-0,1.75,2.70,8.20,12-24 05:14,滚
2894738,3,53,0-0,1.73,2.80,8.20,12-24 05:14,滚
2894738,3,52,0-0,1.75,2.80,8.20,12-24 05:13,滚
2894738,3,52,0-0,1.66,2.80,7.00,12-24 05:13,滚
2894738,3,52,0-0,1.66,2.80,8.20,12-24 05:13,滚
2894738,3,51,0-0,1.66,2.80,8.50,12-24 05:12,滚
2894738,3,51,0-0,1.66,2.83,8.50,12-24 05:12,滚
2894738,3,51,0-0,1.68,2.83,8.50,12-24 05:12,滚
2894738,3,51,0-0,1.68,2.83,8.90,12-24 05:12,滚
2894738,3,51,0-0,1.68,2.83,9.80,12-24 05:11,滚
2894738,3,50,0-0,1.67,2.83,8.80,12-24 05:11,滚
2894738,3,49,0-0,1.67,2.95,8.80,12-24 05:10,滚
2894738,3,48,0-0,1.58,3.10,10.00,12-24 05:09,滚
2894738,3,48,0-0,1.58,3.20,10.00,12-24 05:09,滚
2894738,3,46,0-0,1.52,3.20,10.00,12-24 05:07,滚
2894738,3,中场,0-0,1.50,3.20,10.00,12-24 05:03,滚
2894738,3,中场,0-0,1.50,3.25,10.00,12-24 05:03,滚
2894738,3,中场,0-0,1.52,3.25,10.00,12-24 04:56,滚
2894738,3,中场,0-0,1.50,3.25,10.00,12-24 04:55,滚
2894738,3,中场,0-0,1.53,3.25,10.00,12-24 04:54,滚
2894738,3,中场,0-0,1.51,3.25,10.00,12-24 04:54,滚
2894738,3,中场,0-0,1.51,3.25,10.50,12-24 04:54,滚
2894738,3,中场,0-0,1.51,3.25,11.00,12-24 04:53,滚
2894738,3,中场,0-0,1.51,3.25,9.90,12-24 04:53,滚
2894738,3,中场,0-0,1.51,3.10,7.80,12-24 04:53,滚
2894738,3,中场,0-0,1.55,3.10,7.80,12-24 04:51,滚
2894738,3,45,0-0,1.52,3.10,7.80,12-24 04:48,滚
2894738,3,45,0-0,1.49,3.10,7.80,12-24 04:47,滚
2894738,3,45,0-0,1.49,3.15,7.80,12-24 04:47,滚
2894738,3,45,0-0,1.49,3.05,7.80,12-24 04:47,滚
2894738,3,45,0-0,1.49,3.15,7.80,12-24 04:46,滚
2894738,3,45,0-0,1.49,3.25,7.80,12-24 04:46,滚
2894738,3,43,0-0,1.49,3.45,7.80,12-24 04:43,滚
2894738,3,40,0-0,1.50,3.45,7.80,12-24 04:41,滚
2894738,3,39,0-0,1.54,3.45,7.80,12-24 04:39,滚
2894738,3,38,0-0,1.54,3.45,9.00,12-24 04:39,滚
2894738,3,37,0-0,1.51,3.50,7.90,12-24 04:37,滚
2894738,3,36,0-0,1.48,3.50,7.90,12-24 04:36,滚
2894738,3,35,0-0,1.40,3.50,7.90,12-24 04:35,滚
2894738,3,35,0-0,1.41,3.50,7.90,12-24 04:35,滚
2894738,3,35,0-0,1.48,3.50,7.90,12-24 04:35,滚
2894738,3,29,0-0,1.48,3.75,7.90,12-24 04:30,滚
2894738,3,29,0-0,1.52,3.75,7.90,12-24 04:30,滚
2894738,3,27,0-0,1.44,3.75,6.60,12-24 04:27,滚
2894738,3,26,0-0,1.48,3.75,6.60,12-24 04:27,滚
2894738,3,24,0-0,1.52,3.75,6.60,12-24 04:25,滚
2894738,3,23,0-0,1.54,3.75,6.60,12-24 04:24,滚
2894738,3,21,0-0,1.52,3.85,7.30,12-24 04:21,滚
2894738,3,21,0-0,1.52,3.90,6.40,12-24 04:21,滚
2894738,3,14,0-0,1.45,3.90,6.40,12-24 04:14,滚
2894738,3,13,0-0,1.45,4.15,6.40,12-24 04:14,滚
2894738,3,13,0-0,1.45,3.90,6.40,12-24 04:13,滚
2894738,3,12,0-0,1.52,3.90,6.40,12-24 04:13,滚
2894738,3,12,0-0,1.52,4.20,6.40,12-24 04:12,滚
2894738,3,10,0-0,1.50,4.30,6.50,12-24 04:11,滚
2894738,3,09,0-0,1.50,4.35,6.50,12-24 04:10,滚
2894738,3,08,0-0,1.45,4.45,7.40,12-24 04:09,滚
2894738,3,08,0-0,1.40,4.45,6.60,12-24 04:08,滚
2894738,3,05,0-0,1.40,4.50,6.60,12-24 04:06,滚
2894738,3,05,0-0,1.40,4.55,6.60,12-24 04:05,滚
2894738,3,03,0-0,1.45,4.55,6.60,12-24 04:03,滚
2894738,3,01,0-0,1.45,4.50,6.00,12-24 04:02,滚
2894738,3,00,0-0,1.51,4.50,6.00,12-24 04:00,滚
2894738,3,,,1.50,4.55,6.50,12-24 03:55,即
2894738,3,,,1.52,4.55,6.00,12-24 03:52,即
2894738,3,,,1.51,4.55,6.30,12-24 03:51,即
2894738,3,,,1.52,4.50,6.20,12-24 03:47,即
2894738,3,,,1.54,4.40,6.00,12-24 03:45,即
2894738,3,,,1.55,4.35,6.00,12-24 03:43,即
2894738,3,,,1.55,4.35,5.90,12-24 03:36,即
2894738,3,,,1.55,4.40,5.90,12-24 03:19,即
2894738,3,,,1.54,4.45,5.90,12-24 03:13,即
2894738,3,,,1.54,4.40,6.00,12-24 03:09,即
2894738,3,,,1.55,4.45,5.80,12-24 02:57,即
2894738,3,,,1.54,4.45,5.90,12-24 02:52,即
2894738,3,,,1.55,4.45,5.90,12-24 02:50,即
2894738,3,,,1.55,4.45,5.80,12-24 02:47,即
2894738,3,,,1.56,4.45,5.80,12-24 02:45,即
2894738,3,,,1.53,4.50,6.00,12-24 02:40,即
2894738,3,,,1.52,4.50,6.20,12-24 02:35,即
2894738,3,,,1.52,4.50,6.10,12-24 02:34,即
2894738,3,,,1.51,4.55,6.20,12-24 02:32,即
2894738,3,,,1.47,4.55,7.00,12-24 00:49,即
2894738,3,,,1.48,4.45,7.00,12-24 00:28,即
2894738,3,,,1.47,4.45,7.00,12-24 00:27,即
2894738,3,,,1.47,4.45,7.20,12-23 23:42,即
2894738,3,,,1.47,4.55,7.00,12-23 23:41,即
2894738,3,,,1.48,4.55,6.70,12-23 21:51,即
2894738,3,,,1.48,4.55,6.80,12-23 21:13,即
2894738,3,,,1.49,4.50,6.80,12-23 20:55,即
2894738,3,,,1.49,4.50,6.70,12-23 20:20,即
2894738,3,,,1.48,4.50,6.90,12-23 20:06,即
2894738,3,,,1.47,4.40,7.30,12-23 18:46,即
2894738,3,,,1.47,4.40,7.10,12-23 18:46,即
2894738,3,,,1.48,4.40,7.10,12-23 18:17,即
2894738,3,,,1.48,4.55,7.00,12-23 18:17,即
2894738,3,,,1.49,4.50,6.70,12-23 15:26,即
2894738,3,,,1.50,4.45,6.70,12-23 14:10,即
2894738,3,,,1.51,4.40,6.60,12-23 06:22,早
2894738,3,,,1.51,4.40,6.50,12-23 06:11,早
2894738,3,,,1.53,4.30,6.30,12-22 23:22,早
2894738,3,,,1.53,4.35,6.30,12-22 19:48,早
2894738,3,,,1.56,4.25,6.00,12-22 12:05,早
2894738,3,,,1.55,4.30,6.10,12-21 08:45,早
2894738,3,,,1.61,4.15,5.60,12-21 06:21,早
2894738,3,,,1.62,4.10,5.50,12-17 00:01,早
2894738,3,,,1.58,4.25,5.90,12-14 06:21,早
2894738,3,,,1.58,4.25,5.80,12-13 19:03,早
2894738,3,,,1.54,4.35,6.20,12-11 22:42,早
2894738,3,,,1.56,4.30,5.90,12-11 17:31,早
2894738,3,,,1.57,4.30,5.70,12-11 06:37,早
2894738,3,,,1.55,4.35,6.00,12-08 09:54,早
2894738,3,,,1.52,4.45,6.30,12-08 02:40,早
2894738,3,,,1.52,4.45,6.20,12-07 23:21,早
2894738,3,,,1.60,4.25,5.40,12-07 23:12,早
2894738,3,,,1.63,4.20,5.20,12-07 22:56,早
2894738,3,,,1.60,4.30,5.40,12-07 14:44,早
2894738,3,,,1.61,4.30,5.40,12-07 14:42,早
2894738,3,,,1.60,4.20,5.30,12-06 00:24,(初盘)
