match_id,company_id,时间,比分,大球,盘口,小球,变化时间,状态
2894738,8,时间,比分,大球,进球数,小球,变化时间,状态
2894738,8,97,[1:1],9.00,2.5,0.06,12-24 05:58,滚
2894738,8,97,[1:1],8.50,2.5,0.06,12-24 05:58,滚
2894738,8,97,[1:1],8.00,2.5,0.07,12-24 05:58,滚
2894738,8,97,[1:1],7.75,2.5,0.07,12-24 05:58,滚
2894738,8,96,[1:1],7.50,2.5,0.08,12-24 05:58,滚
2894738,8,96,[1:1],7.25,2.5,0.08,12-24 05:57,滚
2894738,8,96,[1:1],8.50,2.5,0.06,12-24 05:57,滚
2894738,8,95,[1:1],8.00,2.5,0.07,12-24 05:57,滚
2894738,8,95,[1:1],7.75,2.5,0.07,12-24 05:57,滚
2894738,8,95,[1:1],7.50,2.5,0.08,12-24 05:57,滚
2894738,8,95,[1:1],7.00,2.5,0.09,12-24 05:56,滚
2894738,8,95,[1:1],6.60,2.5,0.09,12-24 05:56,滚
2894738,8,94,[1:1],6.25,2.5,0.10,12-24 05:56,滚
2894738,8,94,[1:1],6.00,2.5,0.11,12-24 05:56,滚
2894738,8,94,[1:1],5.60,2.5,0.11,12-24 05:56,滚
2894738,8,94,[1:1],5.40,2.5,0.12,12-24 05:55,滚
2894738,8,94,[1:1],5.25,2.5,0.12,12-24 05:55,滚
2894738,8,93,[1:0],3.35,1.5,0.21,12-24 05:55,滚
2894738,8,93,[1:0],3.20,1.5,0.22,12-24 05:55,滚
2894738,8,93,[1:0],2.90,1.5,0.25,12-24 05:54,滚
2894738,8,93,[1:0],3.80,1.5,0.18,12-24 05:54,滚
2894738,8,92,[1:0],3.50,1.5,0.20,12-24 05:54,滚
2894738,8,92,[1:0],3.35,1.5,0.21,12-24 05:54,滚
2894738,8,92,[1:0],3.25,1.5,0.22,12-24 05:53,滚
2894738,8,92,[1:0],3.10,1.5,0.23,12-24 05:53,滚
2894738,8,91,[1:0],3.00,1.5,0.24,12-24 05:53,滚
2894738,8,91,[1:0],2.90,1.5,0.25,12-24 05:53,滚
2894738,8,91,[1:0],2.60,1.5,0.28,12-24 05:52,滚
2894738,8,90,[1:0],2.50,1.5,0.30,12-24 05:52,滚
