match_id,company_id,时间,比分,主队,盘口,客队,变化时间,状态
2804454,8,70,[1:2],1.02,平手/半球,0.82,12-23 05:30,滚
2804454,8,69,[1:2],1.00,平手/半球,0.85,12-23 05:29,滚
2804454,8,67,[1:2],1.02,平手/半球,0.82,12-23 05:27,滚
2804454,8,67,[1:2],1.00,平手/半球,0.85,12-23 05:27,滚
2804454,8,67,[1:2],1.02,平手/半球,0.82,12-23 05:26,滚
2804454,8,66,[1:2],1.05,平手/半球,0.80,12-23 05:26,滚
2804454,8,65,[1:2],1.02,平手/半球,0.82,12-23 05:25,滚
2804454,8,65,[1:2],1.00,平手/半球,0.85,12-23 05:25,滚
2804454,8,64,[1:2],0.97,平手/半球,0.87,12-23 05:23,滚
2804454,8,63,[1:2],0.95,平手/半球,0.90,12-23 05:23,滚
2804454,8,63,[1:2],0.92,平手/半球,0.92,12-23 05:23,滚
2804454,8,63,[1:2],0.90,平手/半球,0.95,12-23 05:23,滚
2804454,8,62,[1:2],0.92,平手/半球,0.92,12-23 05:22,滚
2804454,8,62,[1:2],0.87,平手/半球,0.97,12-23 05:22,滚
2804454,8,62,[1:2],0.92,平手/半球,0.92,12-23 05:22,滚
2804454,8,61,[1:2],0.90,平手/半球,0.95,12-23 05:21,滚
2804454,8,58,[1:2],0.87,平手/半球,0.97,12-23 05:18,滚
2804454,8,57,[1:2],0.90,平手/半球,0.95,12-23 05:17,滚
2804454,8,57,[1:2],1.02,平手/半球,0.82,12-23 05:17,滚
2804454,8,57,[1:2],1.00,平手/半球,0.85,12-23 05:17,滚
2804454,8,57,[1:2],0.85,平手/半球,1.00,12-23 05:16,滚
2804454,8,56,[1:2],0.82,平手/半球,1.02,12-23 05:15,滚
2804454,8,55,[1:2],0.80,平手/半球,1.05,12-23 05:15,滚
2804454,8,55,[1:2],0.77,平手/半球,1.10,12-23 05:15,滚
2804454,8,55,[1:2],0.80,平手/半球,1.05,12-23 05:15,滚
2804454,8,54,[1:2],0.77,平手/半球,1.10,12-23 05:13,滚
2804454,8,52,[1:2],0.75,平手/半球,1.12,12-23 05:12,滚
2804454,8,52,[1:2],1.15,半球,0.72,12-23 05:12,滚
2804454,8,52,[1:1],0.75,平手/半球,1.12,12-23 05:11,滚
2804454,8,50,[1:1],0.90,平手/半球,0.95,12-23 05:10,滚
2804454,8,49,[1:1],0.87,平手/半球,0.97,12-23 05:09,滚
2804454,8,48,[1:1],0.90,平手/半球,0.95,12-23 05:08,滚
2804454,8,48,[1:1],0.87,平手/半球,0.97,12-23 05:08,滚
2804454,8,47,[1:1],0.90,平手/半球,0.95,12-23 05:07,滚
2804454,8,47,[1:1],0.92,平手/半球,0.92,12-23 05:07,滚
2804454,8,47,[1:1],0.87,平手/半球,0.97,12-23 05:06,滚
2804454,8,中场,[1:1],0.90,平手/半球,0.95,12-23 04:53,滚
2804454,8,中场,[1:1],0.92,平手/半球,0.92,12-23 04:50,滚
2804454,8,中场,[1:1],0.95,平手/半球,0.90,12-23 04:50,滚
2804454,8,中场,[1:1],0.92,平手/半球,0.92,12-23 04:49,滚
2804454,8,45,[1:1],0.95,平手/半球,0.90,12-23 04:49,滚
2804454,8,45,[1:1],0.92,平手/半球,0.92,12-23 04:48,滚
2804454,8,45,[1:1],0.90,平手/半球,0.95,12-23 04:48,滚
2804454,8,45,[1:1],0.92,平手/半球,0.92,12-23 04:47,滚
2804454,8,45,[1:1],0.95,平手/半球,0.90,12-23 04:47,滚
2804454,8,45,[1:1],0.92,平手/半球,0.92,12-23 04:47,滚
2804454,8,44,[1:1],0.90,平手/半球,0.95,12-23 04:47,滚
2804454,8,44,[1:1],0.92,平手/半球,0.92,12-23 04:47,滚
2804454,8,44,[1:1],0.95,平手/半球,0.90,12-23 04:46,滚
2804454,8,44,[1:0],0.80,平手/半球,1.05,12-23 04:46,滚
2804454,8,43,[1:0],1.05,平手/半球,0.80,12-23 04:45,滚
2804454,8,42,[1:0],1.02,平手/半球,0.82,12-23 04:45,滚
2804454,8,41,[1:0],1.00,平手/半球,0.85,12-23 04:44,滚
2804454,8,41,[1:0],0.97,平手/半球,0.87,12-23 04:44,滚
2804454,8,41,[1:0],1.00,平手/半球,0.85,12-23 04:43,滚
2804454,8,40,[1:0],0.97,平手/半球,0.87,12-23 04:43,滚
2804454,8,40,[1:0],0.95,平手/半球,0.90,12-23 04:42,滚
2804454,8,40,[1:0],0.97,平手/半球,0.87,12-23 04:42,滚
2804454,8,40,[1:0],0.95,平手/半球,0.90,12-23 04:42,滚
2804454,8,39,[1:0],0.92,平手/半球,0.92,12-23 04:42,滚
2804454,8,39,[1:0],0.95,平手/半球,0.90,12-23 04:42,滚
2804454,8,39,[1:0],0.92,平手/半球,0.92,12-23 04:42,滚
2804454,8,37,[0:0],1.12,半球,0.75,12-23 04:39,滚
2804454,8,37,[0:0],1.10,半球,0.77,12-23 04:39,滚
2804454,8,36,[0:0],1.12,半球,0.75,12-23 04:39,滚
2804454,8,36,[0:0],0.75,平手/半球,1.12,12-23 04:38,滚
2804454,8,34,[0:0],1.10,半球,0.77,12-23 04:37,滚
2804454,8,34,[0:0],1.05,半球,0.80,12-23 04:36,滚
2804454,8,33,[0:0],1.10,半球,0.77,12-23 04:35,滚
2804454,8,33,[0:0],1.12,半球,0.75,12-23 04:35,滚
2804454,8,32,[0:0],1.10,半球,0.77,12-23 04:35,滚
2804454,8,32,[0:0],1.12,半球,0.75,12-23 04:34,滚
2804454,8,31,[0:0],1.10,半球,0.77,12-23 04:34,滚
2804454,8,31,[0:0],1.05,半球,0.80,12-23 04:34,滚
2804454,8,31,[0:0],1.10,半球,0.77,12-23 04:33,滚
2804454,8,31,[0:0],1.05,半球,0.80,12-23 04:33,滚
2804454,8,30,[0:0],0.97,半球,0.87,12-23 04:33,滚
2804454,8,30,[0:0],1.00,半球,0.85,12-23 04:32,滚
2804454,8,30,[0:0],0.95,半球,0.90,12-23 04:32,滚
2804454,8,29,[0:0],0.97,半球,0.87,12-23 04:32,滚
2804454,8,29,[0:0],0.95,半球,0.90,12-23 04:32,滚
2804454,8,29,[0:0],1.00,半球,0.85,12-23 04:32,滚
2804454,8,29,[0:0],0.97,半球,0.87,12-23 04:31,滚
2804454,8,29,[0:0],1.00,半球,0.85,12-23 04:31,滚
2804454,8,28,[0:0],0.97,半球,0.87,12-23 04:31,滚
2804454,8,28,[0:0],1.00,半球,0.85,12-23 04:31,滚
2804454,8,27,[0:0],1.02,半球,0.82,12-23 04:30,滚
2804454,8,27,[0:0],1.00,半球,0.85,12-23 04:30,滚
2804454,8,27,[0:0],1.02,半球,0.82,12-23 04:29,滚
2804454,8,27,[0:0],1.05,半球,0.80,12-23 04:29,滚
2804454,8,26,[0:0],1.10,半球,0.77,12-23 04:28,滚
2804454,8,26,[0:0],0.75,平手/半球,1.12,12-23 04:28,滚
2804454,8,25,[0:0],0.77,平手/半球,1.10,12-23 04:27,滚
2804454,8,24,[0:0],1.10,半球,0.77,12-23 04:27,滚
2804454,8,23,[0:0],0.77,平手/半球,1.10,12-23 04:26,滚
2804454,8,23,[0:0],0.80,平手/半球,1.05,12-23 04:25,滚
2804454,8,23,[0:0],0.77,平手/半球,1.10,12-23 04:25,滚
2804454,8,23,[0:0],0.80,平手/半球,1.05,12-23 04:25,滚
2804454,8,22,[0:0],0.75,平手/半球,1.12,12-23 04:25,滚
2804454,8,21,[0:0],0.82,平手/半球,1.02,12-23 04:23,滚
2804454,8,20,[0:0],0.80,平手/半球,1.05,12-23 04:23,滚
2804454,8,19,[0:0],0.82,平手/半球,1.02,12-23 04:22,滚
2804454,8,19,[0:0],0.85,平手/半球,1.00,12-23 04:21,滚
2804454,8,15,[0:0],0.82,平手/半球,1.02,12-23 04:17,滚
2804454,8,15,[0:0],0.85,平手/半球,1.00,12-23 04:17,滚
2804454,8,14,[0:0],0.87,平手/半球,0.97,12-23 04:16,滚
2804454,8,14,[0:0],0.85,平手/半球,1.00,12-23 04:16,滚
2804454,8,13,[0:0],0.87,平手/半球,0.97,12-23 04:16,滚
2804454,8,13,[0:0],0.77,平手/半球,1.10,12-23 04:15,滚
2804454,8,12,[0:0],1.10,半球,0.77,12-23 04:14,滚
2804454,8,12,[0:0],1.05,半球,0.80,12-23 04:14,滚
2804454,8,11,[0:0],1.10,半球,0.77,12-23 04:14,滚
2804454,8,10,[0:0],1.05,半球,0.80,12-23 04:13,滚
2804454,8,10,[0:0],1.10,半球,0.77,12-23 04:13,滚
2804454,8,10,[0:0],1.05,半球,0.80,12-23 04:12,滚
2804454,8,10,[0:0],1.10,半球,0.77,12-23 04:12,滚
2804454,8,09,[0:0],1.05,半球,0.80,12-23 04:11,滚
2804454,8,09,[0:0],1.00,半球,0.85,12-23 04:11,滚
2804454,8,08,[0:0],0.97,半球,0.87,12-23 04:10,滚
2804454,8,07,[0:0],1.00,半球,0.85,12-23 04:09,滚
2804454,8,06,[0:0],0.97,半球,0.87,12-23 04:09,滚
2804454,8,05,[0:0],0.95,半球,0.90,12-23 04:07,滚
2804454,8,02,[0:0],0.92,半球,0.92,12-23 04:05,滚
2804454,8,02,[0:0],0.90,半球,0.95,12-23 04:05,滚
2804454,8,01,[0:0],0.92,半球,0.92,12-23 04:04,滚
2804454,8,01,[0:0],0.87,半球,0.97,12-23 04:04,滚
2804454,8,01,[0:0],0.90,半球,0.95,12-23 04:04,滚
2804454,8,01,[0:0],0.87,半球,0.97,12-23 04:03,滚
2804454,8,00,[0:0],0.90,半球,0.95,12-23 04:02,滚
2804454,8,00,[0:0],0.87,半球,0.97,12-23 04:01,滚
2804454,8,00,[0:0],0.90,半球,0.95,12-23 04:01,滚
2804454,8,00,[0:0],0.87,半球,0.97,12-23 04:00,滚
2804454,8,00,[0:0],0.90,半球,0.95,12-23 04:00,滚
2804454,8,,-,0.87,半球,0.97,12-23 03:55,即
2804454,8,,-,0.85,半球,1.00,12-23 03:52,即
2804454,8,,-,0.82,半球,1.02,12-23 03:49,即
2804454,8,,-,0.83,半球,1.03,12-23 03:49,即
2804454,8,,-,0.85,半球,1.00,12-23 03:49,即
2804454,8,,-,0.83,半球,1.03,12-23 03:48,即
2804454,8,,-,0.82,半球,1.02,12-23 03:47,即
2804454,8,,-,0.85,半球,1.00,12-23 03:38,即
2804454,8,,-,0.83,半球,1.03,12-23 03:37,即
2804454,8,,-,0.85,半球,1.00,12-23 03:22,即
2804454,8,,-,0.83,半球,1.03,12-23 03:02,即
2804454,8,,-,0.85,半球,1.00,12-23 02:34,即
2804454,8,,-,0.83,半球,1.03,12-23 02:34,即
2804454,8,,-,0.85,半球,1.00,12-23 02:33,即
2804454,8,,-,0.83,半球,1.03,12-23 02:11,即
2804454,8,,-,0.85,半球,1.00,12-23 02:08,即
2804454,8,,-,0.83,半球,1.03,12-23 02:05,即
2804454,8,,-,0.85,半球,1.00,12-23 02:05,即
2804454,8,,-,0.83,半球,1.03,12-23 02:04,即
2804454,8,,-,0.85,半球,1.00,12-23 00:19,即
2804454,8,,-,0.83,半球,1.03,12-23 00:18,即
2804454,8,,-,0.85,半球,1.00,12-23 00:16,即
2804454,8,,-,0.88,半球,0.98,12-22 22:46,即
2804454,8,,-,0.85,半球,1.00,12-22 22:38,即
2804454,8,,-,0.88,半球,0.98,12-22 22:38,即
2804454,8,,-,0.85,半球,1.00,12-22 21:52,即
2804454,8,,-,0.88,半球,0.98,12-22 21:44,即
2804454,8,,-,0.85,半球,1.00,12-22 21:42,即
2804454,8,,-,0.88,半球,0.98,12-22 21:28,即
2804454,8,,-,0.85,半球,1.00,12-22 21:07,即
2804454,8,,-,0.88,半球,0.98,12-22 20:59,即
2804454,8,,-,0.85,半球,1.00,12-22 20:58,即
2804454,8,,-,0.88,半球,0.98,12-22 20:58,即
2804454,8,,-,0.85,半球,1.00,12-22 20:43,即
2804454,8,,-,0.88,半球,0.98,12-22 20:43,即
2804454,8,,-,0.85,半球,1.00,12-22 20:43,即
2804454,8,,-,0.88,半球,0.98,12-22 20:10,即
2804454,8,,-,0.85,半球,1.00,12-22 18:45,即
2804454,8,,-,0.83,半球,1.03,12-22 17:36,即
2804454,8,,-,0.80,半球,1.05,12-22 17:35,即
2804454,8,,-,0.83,半球,1.03,12-22 16:26,即
2804454,8,,-,0.80,半球,1.05,12-22 14:44,即
2804454,8,,-,1.05,半球/一球,0.80,12-22 14:44,即
2804454,8,,-,0.80,半球,1.05,12-22 12:41,即
2804454,8,,-,1.05,半球/一球,0.80,12-22 12:40,即
2804454,8,,-,1.03,半球/一球,0.78,12-22 12:36,即
2804454,8,,-,1.05,半球/一球,0.80,12-22 12:32,即
2804454,8,,-,1.03,半球/一球,0.78,12-22 12:25,即
2804454,8,,-,0.80,半球,1.05,12-22 12:13,即
2804454,8,,-,1.05,半球/一球,0.80,12-22 12:12,即
2804454,8,,-,0.80,半球,1.05,12-22 12:12,即
2804454,8,,-,1.05,半球/一球,0.80,12-22 12:08,即
2804454,8,,-,0.80,半球,1.05,12-22 12:06,即
2804454,8,,-,1.05,半球/一球,0.80,12-22 12:06,即
2804454,8,,-,0.80,半球,1.05,12-22 12:05,即
2804454,8,,-,1.05,半球/一球,0.80,12-20 03:24,即
2804454,8,,-,1.03,半球/一球,0.83,12-20 03:19,即
2804454,8,,-,1.05,半球/一球,0.80,12-20 03:10,即
2804454,8,,-,1.03,半球/一球,0.83,12-19 06:03,即
2804454,8,,-,1.05,半球/一球,0.80,12-19 05:54,即
2804454,8,,-,1.03,半球/一球,0.83,12-19 05:25,即
2804454,8,,-,1.05,半球/一球,0.80,12-19 03:21,即
2804454,8,,-,1.03,半球/一球,0.83,12-19 03:10,即
2804454,8,,-,1.05,半球/一球,0.80,12-19 03:01,即
2804454,8,,-,1.03,半球/一球,0.83,12-19 02:23,即
2804454,8,,-,1.00,半球/一球,0.85,12-17 08:42,即
2804454,8,,-,0.98,半球/一球,0.88,12-16 18:59,即
2804454,8,,-,0.90,半球/一球,0.95,12-16 10:19,即
2804454,8,,-,0.88,半球/一球,0.98,12-15 22:43,即
2804454,8,,-,0.85,半球/一球,1.00,12-15 17:11,即
2804454,8,,-,0.83,半球/一球,1.03,12-15 04:57,即
2804454,8,,-,0.85,半球/一球,1.00,12-15 03:30,即
2804454,8,,-,0.88,半球/一球,0.98,12-14 17:31,即
2804454,8,,-,0.85,半球/一球,1.00,12-14 06:34,即
2804454,8,,-,0.88,半球/一球,0.98,12-12 08:23,即
2804454,8,,-,0.93,半球/一球,0.93,12-12 06:53,即
2804454,8,,-,0.88,半球/一球,0.98,12-12 06:51,即
2804454,8,,-,0.93,半球/一球,0.93,12-12 06:32,即
2804454,8,,-,0.88,半球/一球,0.98,12-12 06:28,即
2804454,8,,-,0.93,半球/一球,0.93,12-9 16:50,即
2804454,8,,-,0.95,半球/一球,0.90,12-8 07:42,即
2804454,8,,-,0.98,半球/一球,0.88,12-8 05:42,即
2804454,8,,-,0.93,半球/一球,0.93,12-8 05:36,即
2804454,8,,-,0.85,半球/一球,1.00,12-8 05:26,即
2804454,8,,-,0.98,半球/一球,0.88,12-8 05:21,即
2804454,8,,-,1.00,半球/一球,0.85,12-8 05:04,即
2804454,8,,-,0.98,半球/一球,0.88,12-7 19:05,即
