match_id,num,eu_cp_id,eu_cp_name,home_win_odd0,draw_odd0,away_win_odd0,home_win_p0,draw_p0,away_win_p0,return_rate0,home_win_odd1,draw_odd1,away_win_odd1,home_win_p1,draw_p1,away_win_p1,return_rate1,kelly_home,kelly_draw,kelly_away,datestr,eu_cp_name_ex,flag1,flag2
2789293,1129,148766921,Lottery Official,2.09,3.15,3.02,42.45,28.17,29.38,88.73,2.26,3.1,2.76,39.25,28.61,32.14,88.7,0.84,0.89,0.94,"2025,12-1,22,10,46,00",竞彩官*,1,0
2789293,281,148412594,Bet 365,2.1,3.3,3.4,44.37,28.23,27.4,93.17,2.62,3.3,2.75,36.41,28.91,34.69,95.39,0.97,0.95,0.94,"2025,12-1,22,19,45,00",36*(英国),1,0
2789293,80,148637900,Macauslot,2.08,3.27,3.08,43.26,27.52,29.22,89.99,2.45,3.3,2.52,36.84,27.35,35.81,90.25,0.91,0.95,0.86,"2025,12-1,22,19,48,00",澳*,1,0
2789293,432,148719967,HK Jockey Club,2.18,3.1,2.88,40.65,28.58,30.77,88.61,2.38,3.1,2.6,37.27,28.61,34.12,88.7,0.89,0.89,0.88,"2025,12-1,22,19,51,00",香港马*(中国香港),1,0
2789293,115,148418011,William Hill,2.15,3.3,3.3,43.42,28.29,28.29,93.36,2.5,3.25,2.8,37.56,28.9,33.54,93.91,0.93,0.94,0.95,"2025,12-1,22,19,53,00",威*(英国),1,0
2789293,82,148691949,Ladbrokes,2.2,3.3,3.2,42.48,28.32,29.2,93.45,2.5,3.3,2.75,37.5,28.41,34.09,93.75,0.93,0.95,0.94,"2025,12-1,22,19,58,00",立*(英国),1,0
2789293,173,148418492,Bet-at-home,2.2,3.45,3.4,43.77,27.91,28.32,96.29,2.65,3.3,2.8,36.37,29.21,34.42,96.38,0.99,0.95,0.95,"2025,12-1,22,19,55,00",bet-at-h*(马尔他),1,0
2789293,81,148418508,Vcbet,2.15,3.3,3.25,43.23,28.17,28.6,92.95,2.55,3.4,2.7,37.11,27.84,35.05,94.64,0.95,0.98,0.92,"2025,12-1,22,19,43,00",伟*(直布罗陀),1,0
2789293,90,148660279,Easybets,2.23,3.5,3.3,43.24,27.55,29.22,96.42,2.6,3.4,2.7,36.66,28.04,35.3,95.32,0.97,0.98,0.92,"2025,12-1,22,19,51,00",易*(安提瓜和巴布达),1,0
2789293,104,148474081,Interwetten,2.2,3.35,3.3,43.04,28.27,28.69,94.69,2.55,3.25,2.75,36.87,28.93,34.19,94.03,0.95,0.94,0.94,"2025,12-1,22,19,56,00",Interwet*(塞浦路斯),1,0
2789293,16,148413221,10BET,2.12,3.35,3.45,44.5,28.16,27.34,94.33,2.55,3.45,2.85,37.97,28.06,33.97,96.82,0.95,0.99,0.97,"2025,12-1,22,19,53,00",10*(英国),1,0
