date_str,full_start_time,match_id,联赛,赛事时间,状态,主场球队,比分,客场球队,半场,亚让,进球数,数据
20220630,2022-06-01 07:05:00,2135558,美职业,1日07:05,完,[东10]夏洛特FC,[0:1],奥斯汀FC[西3],[0:0],平/半,2.5/3,析亚欧
20220630,2022-06-01 08:00:00,2214047,墨西甲春,1日08:00,完,[秋7]亚特兰特,[3:0],拉巴斯竞技,[1:0],半/一,2/2.5,析亚欧
20220630,2022-06-01 08:00:00,2135556,美职业,1日08:00,完,[东3]纽约红牛,[2:1],亚特兰大联[东11],[0:0],半/一,2.5,析亚欧
20220601,2022-06-02 07:35:00,2159113,巴西甲,2日07:35,完,福塔雷萨,[0:1],塞阿拉,[0:1],平/半,2/2.5,析亚欧
20220601,2022-06-02 08:30:00,2175147,巴西乙,2日08:30,完,CRB马瑟欧,[0:0],阿拉戈亚诺体育队,[0:0],平手,2,析亚欧
20220602,2022-06-03 07:00:00,2175158,巴西乙,3日07:00,完,瓦斯科达伽马,[0:0],格雷米奥,[0:0],平手,2,析亚欧
20220602,2022-06-03 08:30:00,2175149,巴西乙,3日08:30,完,巴西瓜拉尼,[1:1],维拉诺瓦,[1:0],平/半,2,析亚欧
20220602,2022-06-03 08:30:00,2175154,巴西乙,3日08:30,完,累西腓体育,[2:1],庞特普雷塔,[0:1],半球,2,析亚欧
20220603,2022-06-04 07:00:00,2206401,阿甲,4日07:00,完,巴拉卡斯中央队,[1:1],科尔多瓦中央SDE,[1:0],平/半,2/2.5,析亚欧
20220603,2022-06-04 08:30:00,2175152,巴西乙,4日08:30,完,欧帕尔利奥,[1:2],克鲁塞罗,[0:0],*平/半,2,析亚欧
20220604,2022-06-04 23:00:00,2206402,阿甲,4日23:00,完,图库曼竞技,[1:1],科隆竞技,[0:1],平手,2/2.5,析亚欧
20220604,2022-06-05 01:00:00,2206403,阿甲,5日01:00,完,圣洛伦索,[1:1],阿根廷独立,[0:1],平/半,2/2.5,析亚欧
20220604,2022-06-05 03:30:00,2175150,巴西乙,5日03:30,完,诺瓦里桑蒂诺,[0:0],森柏欧,[0:0],平/半,2,析亚欧
20220604,2022-06-05 03:30:00,2159169,巴西甲,5日03:30,完,米内罗美洲,[2:1],奎尔巴,[1:1],半球,2,析亚欧
20220604,2022-06-05 03:30:00,2206404,阿甲,5日03:30,完,班菲尔德,[1:2],纽维尔老男孩,[0:2],平/半,2,析亚欧
20220604,2022-06-05 03:30:00,2175141,巴西乙,5日03:30,完,巴伊亚,[2:1],克里丘马,[0:1],一球,2/2.5,析亚欧
20220604,2022-06-05 06:00:00,2206405,阿甲,5日06:00,完,帕特罗纳图,[1:1],萨斯菲尔德,[1:1],平手,2/2.5,析亚欧
20220604,2022-06-05 06:00:00,2206406,阿甲,5日06:00,完,普拉腾斯,[2:1],戈多伊克鲁斯,[1:1],平手,2/2.5,析亚欧
20220604,2022-06-05 06:00:00,2159165,巴西甲,5日06:00,完,奥瓦,[1:1],圣保罗,[0:1],*平/半,2/2.5,析亚欧
20220604,2022-06-05 06:00:00,2159166,巴西甲,5日06:00,完,巴拉纳竞技,[2:2],桑托斯,[1:1],半球,2/2.5,析亚欧
20220604,2022-06-05 06:00:00,2175143,巴西乙,5日06:00,完,普拉斯哥野,[1:2],累西腓航海,[1:0],平/半,2,析亚欧
20220604,2022-06-05 06:00:00,2175156,巴西乙,5日06:00,完,托姆本斯,[2:1],伊图诺,[1:1],平手,2,析亚欧
20220604,2022-06-05 06:00:00,2159170,巴西甲,5日06:00,完,塞阿拉,[1:1],科里蒂巴,[1:0],半球,2/2.5,析亚欧
20220604,2022-06-05 07:05:00,2135510,美职业,5日07:05,完,[西13]温哥华白帽,[2:1],皇家盐湖城[西3],[1:0],平手,2.5/3,析亚欧
20220604,2022-06-05 07:30:00,2159167,巴西甲,5日07:30,完,戈亚尼亚竞技,[0:1],科林蒂安,[0:1],平手,2,析亚欧
20220604,2022-06-05 08:30:00,2206407,阿甲,5日08:30,完,竞技俱乐部,[2:0],飓风队,[0:0],半球,2,析亚欧
20220605,2022-06-05 22:00:00,2159168,巴西甲,5日22:00,完,尤文图德,[1:0],弗鲁米嫩塞,[1:0],*平/半,2/2.5,析亚欧
20220605,2022-06-05 23:59:00,2206409,阿甲,5日23:59,完,圣塔菲联,[1:2],泰格雷,[0:0],半球,2/2.5,析亚欧
20220605,2022-06-05 23:59:00,2206408,阿甲,5日23:59,完,塔勒瑞斯,[2:0],萨尔米安杜,[1:0],半球,2/2.5,析亚欧
