date_str,full_start_time,match_id,联赛,赛事时间,状态,主场球队,比分,客场球队,半场,亚让,进球数,数据
20220716,2022-07-16 23:00:00,2244496,球会友谊,16日23:00,完,[法甲19]梅斯,[4:0],特鲁瓦[法甲15],[1:0],平手,3,析亚欧
20220716,2022-07-16 23:59:00,2244838,球会友谊,16日23:59,完,[法丙9]奥兰斯,[2:1],波尔多,[2:0],,,析亚欧
20220716,2022-07-17 01:00:00,2244843,球会友谊,17日01:00,完,[西乙11]布尔戈斯(中),[1:1],阿拉维斯[西甲20],[1:1],平手,2.5,析亚欧
20220716,2022-07-17 02:30:00,2216264,德乙,17日02:30,完,[德丙1]马格德堡,[1:2],杜塞尔多夫,[0:1],平手,2.5,析亚欧
20220717,2022-07-17 19:30:00,2216260,德乙,17日19:30,完,[德丙2]布伦斯维克,[0:2],汉堡,[0:0],*一球,2.5/3,析亚欧
20220717,2022-07-17 19:30:00,2216262,德乙,17日19:30,完,罗斯托克,[0:1],海登海默,[0:0],平手,2.5,析亚欧
20220717,2022-07-17 19:30:00,2216265,德乙,17日19:30,完,柏德博恩,[5:0],卡尔斯鲁厄,[0:0],平/半,3,析亚欧
20220717,2022-07-17 23:59:00,2244251,球会友谊,17日23:59,完,[法甲14]安格斯,[0:0],拉瓦勒[法丙1],[0:0],一/球半,2.5/3,析亚欧
20220719,2022-07-20 01:00:00,2247856,球会友谊,20日01:00,完,[西乙13]莱加内斯,[0:2],安道尔CF[西协甲B-1],[0:1],半球,2.5/3,析亚欧
20220720,2022-07-21 01:00:00,2247948,球会友谊,21日01:00,完,[西甲13]艾尔切,[1:3],比利亚雷亚尔B队[西协甲B-2],[0:1],一球,3/3.5,析亚欧
20220720,2022-07-21 01:00:00,2247917,球会友谊,21日01:00,完,[法甲18]圣埃蒂安,[1:1],波尔多,[0:1],,,析亚欧
20220720,2022-07-21 01:00:00,2247939,球会友谊,21日01:00,完,[英超10]狼队,[4:0],阿拉维斯[西甲20],[2:0],平/半,2.5/3,析亚欧
20220721,2022-07-21 23:00:00,2248119,球会友谊,21日23:00,完,[意丙1B-1]摩德纳,[9:0],卡斯特爾維特洛,[7:0],,,析亚欧
20220721,2022-07-21 23:59:00,2248122,球会友谊,21日23:59,完,[意甲11]森索罗,[2:0],苏迪路[意丙1A-1],[1:0],半/一,3,析亚欧
20220722,2022-07-22 23:00:00,2249232,球会友谊,22日23:00,完,[意丙1B-1]摩德纳,[1:0],US佛罗伦萨[意丙1A-14],[1:0],一/球半,2.5/3,析亚欧
20220722,2022-07-23 00:30:00,2216271,德乙,23日00:30,完,杜塞尔多夫,[2:1],柏德博恩,[2:1],平/半,2.5/3,析亚欧
20220722,2022-07-23 00:30:00,2216270,德乙,23日00:30,完,达姆斯塔特,[2:1],桑德豪森,[1:1],一球,3,析亚欧
20220723,2022-07-23 19:00:00,2216275,德乙,23日19:00,完,基尔高士丁,[2:2],凯泽斯劳滕,[0:1],半球,2.5/3,析亚欧
20220723,2022-07-23 19:00:00,2216274,德乙,23日19:00,完,海登海默,[3:0],布伦斯维克,[1:0],半球,2.5,析亚欧
20220723,2022-07-23 19:00:00,2216277,德乙,23日19:00,完,纽伦堡,[2:0],菲尔特,[1:0],平手,2.5/3,析亚欧
20220723,2022-07-23 23:00:00,2251043,球会友谊,23日23:00,完,[法甲14]安格斯,[4:1],圣埃蒂安[法甲18],[1:1],半球,2.5,析亚欧
20220723,2022-07-23 23:59:00,2249237,球会友谊,23日23:59,完,[法甲19]梅斯,[1:0],索肖[法乙5],[1:0],平/半,2.5,析亚欧
20220723,2022-07-23 23:59:00,2252487,球会友谊,23日23:59,完,[意乙9]弗洛西诺尼,[1:0],巴里[意丙1C-1],[1:0],半球,2.5/3,析亚欧
20220723,2022-07-24 01:30:00,2252502,球会友谊,24日01:30,完,[意丙1B-9]奧尔比亚,[0:3],卡利亚里[意甲18],[0:2],,,析亚欧
20220723,2022-07-24 02:30:00,2216273,德乙,24日02:30,完,汉诺威96,[2:2],圣保利,[1:1],平手,2.5/3,析亚欧
20220724,2022-07-24 19:30:00,2216276,德乙,24日19:30,完,卡尔斯鲁厄,[2:3],马格德堡,[0:3],平/半,2.5/3,析亚欧
20220724,2022-07-24 19:30:00,2216269,德乙,24日19:30,完,比勒菲尔德,[0:3],雷根斯堡,[0:1],半/一,2.5/3,析亚欧
20220724,2022-07-24 19:30:00,2216272,德乙,24日19:30,完,汉堡,[0:1],罗斯托克,[0:0],一/球半,3,析亚欧
20220727,2022-07-28 01:00:00,2256653,球会友谊,28日01:00,完,[西乙7]赫罗纳(中),[2:0],安道尔CF[西协甲B-1],[1:0],一球,2.5/3,析亚欧
20220727,2022-07-28 01:30:00,2256658,球会友谊,28日01:30,完,[法甲6]斯特拉斯堡,[1:2],卡利亚里[意甲18],[1:2],半球,2.5,析亚欧
20220730,2022-07-30 21:00:00,2217581,法乙,30日21:00,完,第戎,[2:1],圣埃蒂安[法甲18],[2:0],平手,2.5,析亚欧
20220730,2022-07-31 01:00:00,2261541,球会友谊,31日01:00,完,[西甲19]莱万特,[4:0],卡斯迪隆[西协甲B-4],[1:0],,,析亚欧
20220730,2022-07-31 01:00:00,2217586,法乙,31日01:00,完,巴斯蒂亚,[0:2],拉瓦勒[法丙1],[0:1],半/一,2,析亚欧
20220730,2022-07-31 01:00:00,2217584,法乙,31日01:00,完,[法丙2]昂纳西,[1:2],尼奥特,[0:2],平手,2/2.5,析亚欧
20220730,2022-07-31 01:00:00,2217585,法乙,31日01:00,完,克维伊,[0:0],罗德兹,[0:0],平手,2/2.5,析亚欧
20220730,2022-07-31 01:00:00,2259025,法乙,31日01:00,完,[法甲20]波尔多,[0:0],瓦朗谢纳,[0:0],平手,2/2.5,析亚欧
20220730,2022-07-31 01:00:00,2217582,法乙,31日01:00,完,尼姆,[0:1],卡昂,[0:0],平/半,2/2.5,析亚欧
20220730,2022-07-31 01:00:00,2217583,法乙,31日01:00,完,[法甲19]梅斯,[3:0],亚眠,[2:0],半球,2/2.5,析亚欧
20220730,2022-07-31 01:00:00,2217589,法乙,31日01:00,完,勒阿弗尔,[0:0],格勒诺布尔,[0:0],平/半,2,析亚欧
20220730,2022-07-31 01:00:00,2217587,法乙,31日01:00,完,甘冈,[4:0],波城,[3:0],半/一,2/2.5,析亚欧
20220730,2022-07-31 01:30:00,2261241,球会友谊,31日01:30,完,[西乙13]莱加内斯,[0:0],阿尔巴切特[西协甲B-3],[0:0],半球,2.5/3,析亚欧
20220801,2022-08-02 01:00:00,2263296,球会友谊,2日01:00,完,萨拉戈萨,[1:2],艾纳斯,[0:1],平/半,2.5,析亚欧
20220801,2022-08-02 02:45:00,2217588,法乙,2日02:45,完,索肖,[0:0],巴黎足球会,[0:0],平/半,2/2.5,析亚欧
20220803,2022-08-03 23:59:00,2263532,球会友谊,3日23:59,完,[意甲20]威尼斯,[0:1],切塞纳[意丙1B-3],[0:1],一/球半,3,析亚欧
20220803,2022-08-04 01:00:00,2263614,球会友谊,4日01:00,完,[西协甲B-10]巴塞罗那B队,[0:1],安道尔CF[西协甲B-1],[0:1],平手,2.5,析亚欧
20220803,2022-08-04 03:30:00,2263517,球会友谊,4日03:30,完,[西协甲A-5]科尔多瓦,[1:1],比利亚雷亚尔B队[西协甲B-2],[0:1],平/半,2.5/3,析亚欧
20220804,2022-08-05 01:30:00,2263774,球会友谊,5日01:30,完,[西协甲B-13]埃登斯,[1:1],阿尔巴切特[西协甲B-3],[0:0],*半球,2.5,析亚欧
20220805,2022-08-06 00:30:00,2216279,德乙,6日00:30,完,菲尔特,[1:1],卡尔斯鲁厄,[0:0],平/半,2.5/3,析亚欧
20220805,2022-08-06 00:30:00,2216286,德乙,6日00:30,完,桑德豪森,[1:0],杜塞尔多夫,[0:0],*平/半,2.5/3,析亚欧
20220805,2022-08-06 01:00:00,2263879,球会友谊,6日01:00,完,[西乙12]韦斯卡,[3:1],安道尔CF[西协甲B-1],[1:1],平手,2.5,析亚欧
20220806,2022-08-06 17:00:00,2264984,球会友谊,6日17:00,完,[西甲8]毕尔巴鄂竞技,[1:1],阿拉维斯[西甲20],[1:0],半/一,2.5/3,析亚欧
20220806,2022-08-06 19:00:00,2216285,德乙,6日19:00,完,雷根斯堡,[0:0],纽伦堡,[0:0],平手,2.5,析亚欧
20220806,2022-08-06 19:00:00,2216280,德乙,6日19:00,完,汉堡,[1:0],海登海默,[1:0],一球,3,析亚欧
20220806,2022-08-06 19:00:00,2216284,德乙,6日19:00,完,柏德博恩,[4:2],汉诺威96,[1:2],平/半,2.5/3,析亚欧
20220806,2022-08-06 21:00:00,2217595,法乙,6日21:00,完,圣埃蒂安,[1:1],尼姆,[1:1],半球,2.5,析亚欧
20220806,2022-08-07 01:00:00,2217596,法乙,7日01:00,完,波城,[0:0],第戎,[0:0],平/半,2/2.5,析亚欧
20220806,2022-08-07 01:00:00,2217590,法乙,7日01:00,完,尼奥特,[1:4],巴斯蒂亚,[0:4],平手,2/2.5,析亚欧
20220806,2022-08-07 01:00:00,2258673,法乙,7日01:00,完,罗德兹,[0:3],波尔多,[0:2],半球,2/2.5,析亚欧
20220806,2022-08-07 01:00:00,2217591,法乙,7日01:00,完,拉瓦勒,[1:2],甘冈,[1:0],*平/半,2/2.5,析亚欧
20220806,2022-08-07 01:00:00,2217597,法乙,7日01:00,完,巴黎足球会,[2:1],克维伊,[2:0],半/一,2/2.5,析亚欧
20220806,2022-08-07 01:00:00,2264860,球会友谊,7日01:00,完,[西协甲A-1]桑坦德竞技,[0:0],奥维多[西乙6],[0:0],平手,2.5,析亚欧
20220806,2022-08-07 01:00:00,2217598,法乙,7日01:00,完,瓦朗谢纳,[1:0],勒阿弗尔,[1:0],平/半,2,析亚欧
20220806,2022-08-07 01:00:00,2217593,法乙,7日01:00,完,格勒诺布尔,[1:0],索肖,[1:0],*平/半,2/2.5,析亚欧
20220806,2022-08-07 01:00:00,2217594,法乙,7日01:00,完,亚眠,[1:0],昂纳西,[0:0],平手,2/2.5,析亚欧
20220806,2022-08-07 02:30:00,2216281,德乙,7日02:30,完,罗斯托克,[2:1],比勒菲尔德,[1:0],*平/半,2.5/3,析亚欧
20220806,2022-08-07 03:00:00,2264773,球会友谊,7日03:00,完,[西乙13]莱加内斯,[1:2],比利亚雷亚尔B队[西协甲B-2],[0:2],半球,2.5,析亚欧
20220807,2022-08-07 19:30:00,2216282,德乙,7日19:30,完,凯泽斯劳滕,[2:1],圣保利,[1:0],平手,2.5/3,析亚欧
20220807,2022-08-07 19:30:00,2216283,德乙,7日19:30,完,马格德堡,[1:2],基尔高士丁,[1:1],平/半,2.5/3,析亚欧
20220807,2022-08-07 19:30:00,2216278,德乙,7日19:30,完,布伦斯维克,[0:1],达姆斯塔特,[0:0],*平/半,2.5/3,析亚欧
20220807,2022-08-07 23:45:00,2242592,意杯,7日23:45,完,[意甲20]威尼斯,[2:3],阿斯科利[意乙6],[0:1],半/一,2.5,析亚欧
20220807,2022-08-07 23:59:00,2263298,意杯,7日23:59,完,[意甲9]维罗纳,[1:4],巴里[意丙1C-1],[1:2],半/一,2.5,析亚欧
20220808,2022-08-08 23:59:00,2263847,意杯,8日23:59,完,[意丙1B-1]摩德纳,[3:2],森索罗[意甲11],[2:1],*平/半,2/2.5,析亚欧
20220808,2022-08-09 02:45:00,2217592,法乙,9日02:45,完,卡昂,[1:0],梅斯,[1:0],平手,2/2.5,析亚欧
20220812,2022-08-13 00:30:00,2216292,德乙,13日00:30,完,凯泽斯劳滕,[0:1],柏德博恩,[0:0],平手,2.5/3,析亚欧
20220812,2022-08-13 00:30:00,2216294,德乙,13日00:30,完,纽伦堡,[0:3],海登海默,[0:1],平/半,2.5/3,析亚欧
20220812,2022-08-13 02:45:00,2247342,意乙,13日02:45,完,帕尔马,[2:2],巴里[意丙1C-1],[2:2],半/一,2.5,析亚欧
20220812,2022-08-13 03:00:00,2226372,西乙,13日03:00,完,[西甲19]莱万特,[0:0],韦斯卡,[0:0],半球,2/2.5,析亚欧
20220813,2022-08-13 19:00:00,2216287,德乙,13日19:00,完,比勒菲尔德,[0:2],汉堡,[0:1],*平/半,2.5/3,析亚欧
20220813,2022-08-13 19:00:00,2216293,德乙,13日19:00,完,卡尔斯鲁厄,[3:2],桑德豪森,[1:1],平/半,2.5/3,析亚欧
20220813,2022-08-13 19:00:00,2216291,德乙,13日19:00,完,基尔高士丁,[3:0],布伦斯维克,[1:0],半球,2.5/3,析亚欧
20220813,2022-08-13 21:00:00,2217606,法乙,13日21:00,完,甘冈,[0:0],巴黎足球会,[0:0],平/半,2/2.5,析亚欧
20220813,2022-08-13 23:00:00,2226369,西乙,13日23:00,完,埃瓦尔,[2:1],特内里费,[0:0],半球,2/2.5,析亚欧
20220813,2022-08-14 01:00:00,2258674,法乙,14日01:00,完,波尔多,[1:0],尼奥特,[0:0],半球,2/2.5,析亚欧
20220813,2022-08-14 01:00:00,2217601,法乙,14日01:00,完,索肖,[0:1],亚眠,[0:0],半球,2/2.5,析亚欧
20220813,2022-08-14 01:00:00,2217602,法乙,14日01:00,完,巴斯蒂亚,[3:0],格勒诺布尔,[2:0],平/半,2,析亚欧
20220813,2022-08-14 01:00:00,2217607,法乙,14日01:00,完,昂纳西,[0:1],拉瓦勒,[0:1],平/半,2/2.5,析亚欧
20220813,2022-08-14 01:00:00,2226374,西乙,14日01:00,完,米兰迪斯,[1:1],希洪竞技,[1:1],平手,2/2.5,析亚欧
20220813,2022-08-14 01:00:00,2217603,法乙,14日01:00,完,尼姆,[1:0],罗德兹,[0:0],平手,2/2.5,析亚欧
20220813,2022-08-14 01:00:00,2217604,法乙,14日01:00,完,梅斯,[2:0],瓦朗谢纳,[1:0],半/一,2/2.5,析亚欧
20220813,2022-08-14 01:00:00,2217605,法乙,14日01:00,完,勒阿弗尔,[1:1],波城,[1:0],平/半,2/2.5,析亚欧
20220813,2022-08-14 01:00:00,2217600,法乙,14日01:00,完,第戎,[2:2],卡昂,[0:0],平/半,2/2.5,析亚欧
20220813,2022-08-14 02:30:00,2216288,德乙,14日02:30,完,达姆斯塔特,[4:0],罗斯托克,[2:0],半球,2.5/3,析亚欧
20220813,2022-08-14 02:45:00,2247347,意乙,14日02:45,完,科莫,[1:1],卡利亚里[意甲18],[1:0],平手,2/2.5,析亚欧
20220813,2022-08-14 02:45:00,2247343,意乙,14日02:45,完,[意丙1C-3]巴勒莫,[2:0],佩鲁贾,[1:0],平/半,2.5,析亚欧
20220813,2022-08-14 02:45:00,2247349,意乙,14日02:45,完,希塔德拉,[4:3],比萨,[1:1],平/半,2/2.5,析亚欧
20220813,2022-08-14 03:00:00,2226371,西乙,14日03:00,完,莱加内斯,[1:2],阿拉维斯[西甲20],[0:1],平/半,2/2.5,析亚欧
20220813,2022-08-14 05:00:00,2226370,西乙,14日05:00,完,拉斯帕尔马斯,[0:0],萨拉戈萨,[0:0],平/半,2,析亚欧
20220814,2022-08-14 19:30:00,2216295,德乙,14日19:30,完,圣保利,[3:0],马格德堡,[2:0],半球,3,析亚欧
20220814,2022-08-14 19:30:00,2216289,德乙,14日19:30,完,杜塞尔多夫,[2:2],菲尔特,[0:1],平/半,2.5/3,析亚欧
20220814,2022-08-14 19:30:00,2216290,德乙,14日19:30,完,汉诺威96,[1:0],雷根斯堡,[0:0],平/半,2.5/3,析亚欧
20220814,2022-08-14 23:30:00,2226375,西乙,14日23:30,完,[西协甲A-1]桑坦德竞技,[0:2],比利亚雷亚尔B队[西协甲B-2],[0:0],平/半,2,析亚欧
20220814,2022-08-15 01:30:00,2226377,西乙,15日01:30,完,伊维萨,[0:2],格拉纳达[西甲18],[0:0],平手,2/2.5,析亚欧
20220814,2022-08-15 02:45:00,2247350,意乙,15日02:45,完,[意丙1B-1]摩德纳,[0:1],弗洛西诺尼,[0:1],平手,2/2.5,析亚欧
20220814,2022-08-15 02:45:00,2247345,意乙,15日02:45,完,贝内文托,[0:1],科森扎,[0:0],一/球半,2.5,析亚欧
20220814,2022-08-15 02:45:00,2247344,意乙,15日02:45,完,史帕尔,[1:3],雷吉纳,[0:1],半球,2.5,析亚欧
20220814,2022-08-15 02:45:00,2247351,意乙,15日02:45,完,[意甲20]威尼斯,[1:2],热那亚[意甲19],[0:1],平/半,2/2.5,析亚欧
20220814,2022-08-15 02:45:00,2247348,意乙,15日02:45,完,阿斯科利,[2:1],特拉纳,[2:0],半球,2.5,析亚欧
20220814,2022-08-15 02:45:00,2247346,意乙,15日02:45,完,布雷西亚,[2:0],苏迪路[意丙1A-1],[1:0],一球,2.5,析亚欧
20220814,2022-08-15 04:00:00,2226367,西乙,15日04:00,完,布尔戈斯,[1:0],马拉加,[0:0],平/半,2,析亚欧
20220815,2022-08-15 23:30:00,2226376,西乙,15日23:30,完,奥维多,[0:1],安道尔CF[西协甲B-1],[0:0],一球,2/2.5,析亚欧
20220815,2022-08-16 01:30:00,2226373,西乙,16日01:30,完,卢高,[1:2],阿尔巴切特[西协甲B-3],[1:1],平/半,2/2.5,析亚欧
20220815,2022-08-16 02:45:00,2217599,法乙,16日02:45,完,克维伊,[2:2],圣埃蒂安,[2:2],*平/半,2/2.5,析亚欧
20220815,2022-08-16 04:00:00,2226368,西乙,16日04:00,完,卡塔赫纳,[2:3],邦弗拉甸拿,[1:1],平/半,2/2.5,析亚欧
20220819,2022-08-20 00:30:00,2216298,德乙,20日00:30,完,汉堡,[1:2],达姆斯塔特,[0:2],半球,3,析亚欧
20220819,2022-08-20 00:30:00,2216301,德乙,20日00:30,完,马格德堡,[0:4],汉诺威96,[0:2],平手,2.5/3,析亚欧
20220819,2022-08-20 02:00:00,2226387,西乙,20日02:00,完,比利亚雷亚尔B队,[2:2],埃瓦尔,[2:1],*平/半,2,析亚欧
20220819,2022-08-20 02:45:00,2247358,意乙,20日02:45,完,巴里,[1:1],巴勒莫,[0:1],平/半,2/2.5,析亚欧
20220819,2022-08-20 04:00:00,2226378,西乙,20日04:00,完,阿拉维斯,[1:0],米兰迪斯,[1:0],一球,2.5,析亚欧
20220820,2022-08-20 19:00:00,2216302,德乙,20日19:00,完,柏德博恩,[7:2],基尔高士丁,[5:2],半球,3,析亚欧
20220820,2022-08-20 19:00:00,2216304,德乙,20日19:00,完,桑德豪森,[1:2],纽伦堡,[1:0],平手,2.5,析亚欧
20220820,2022-08-20 19:00:00,2216303,德乙,20日19:00,完,雷根斯堡,[0:6],卡尔斯鲁厄,[0:3],平/半,2.5/3,析亚欧
20220820,2022-08-20 21:00:00,2258680,法乙,20日21:00,完,圣埃蒂安,[0:6],勒阿弗尔,[0:0],半球,2/2.5,析亚欧
20220820,2022-08-20 23:30:00,2226380,西乙,20日23:30,完,希洪竞技,[4:1],安道尔CF,[1:0],半球,2/2.5,析亚欧
20220820,2022-08-21 01:00:00,2258681,法乙,21日01:00,完,第戎,[2:1],尼姆,[1:0],半球,2/2.5,析亚欧
20220820,2022-08-21 01:00:00,2258684,法乙,21日01:00,完,波城,[0:3],索肖,[0:1],*平/半,2/2.5,析亚欧
20220820,2022-08-21 01:00:00,2258675,法乙,21日01:00,完,亚眠,[3:1],巴斯蒂亚,[2:1],平手,2,析亚欧
20220820,2022-08-21 01:00:00,2258683,法乙,21日01:00,完,尼奥特,[2:1],巴黎足球会,[0:0],*平/半,2/2.5,析亚欧
20220820,2022-08-21 01:00:00,2258682,法乙,21日01:00,完,瓦朗谢纳,[0:0],克维伊,[0:0],半球,2,析亚欧
20220820,2022-08-21 01:00:00,2258678,法乙,21日01:00,完,拉瓦勒,[3:3],梅斯,[1:3],平手,2/2.5,析亚欧
20220820,2022-08-21 01:00:00,2258676,法乙,21日01:00,完,卡昂,[4:1],甘冈,[2:1],平/半,2/2.5,析亚欧
20220820,2022-08-21 01:00:00,2258679,法乙,21日01:00,完,罗德兹,[2:2],安尼茨,[1:2],平/半,2,析亚欧
20220820,2022-08-21 01:30:00,2226379,西乙,21日01:30,完,阿尔巴切特,[0:0],布尔戈斯,[0:0],平/半,2,析亚欧
20220820,2022-08-21 01:30:00,2226388,西乙,21日01:30,完,萨拉戈萨,[0:0],莱万特,[0:0],*平/半,2,析亚欧
20220820,2022-08-21 02:30:00,2216296,德乙,21日02:30,完,布伦斯维克,[2:2],杜塞尔多夫,[0:0],*半球,2.5,析亚欧
20220820,2022-08-21 02:45:00,2247356,意乙,21日02:45,完,阿斯科利,[1:1],史帕尔,[1:1],半球,2/2.5,析亚欧
20220820,2022-08-21 02:45:00,2247360,意乙,21日02:45,完,热那亚,[0:0],贝内文托,[0:0],半球,2.5,析亚欧
20220820,2022-08-21 02:45:00,2247352,意乙,21日02:45,完,佩鲁贾,[0:0],帕尔马,[0:0],平/半,2/2.5,析亚欧
20220820,2022-08-21 04:00:00,2226381,西乙,21日04:00,完,格拉纳达,[2:0],桑坦德竞技,[0:0],一球,2.5,析亚欧
20220821,2022-08-21 19:30:00,2216300,德乙,21日19:30,完,海登海默,[1:1],比勒菲尔德,[1:1],平/半,2.5/3,析亚欧
20220821,2022-08-21 19:30:00,2216297,德乙,21日19:30,完,菲尔特,[1:3],凯泽斯劳滕,[1:0],半球,2.5/3,析亚欧
20220821,2022-08-21 19:30:00,2216299,德乙,21日19:30,完,罗斯托克,[2:0],圣保利,[2:0],平手,2.5/3,析亚欧
20220821,2022-08-21 23:30:00,2226385,西乙,21日23:30,完,奥维多,[1:0],莱加内斯,[0:0],平/半,2,析亚欧
20220821,2022-08-22 01:30:00,2226382,西乙,22日01:30,完,韦斯卡,[2:3],卡塔赫纳,[1:1],半球,2/2.5,析亚欧
20220821,2022-08-22 02:45:00,2247361,意乙,22日02:45,完,比萨,[2:2],科莫,[1:1],一/球半,2.5/3,析亚欧
20220821,2022-08-22 02:45:00,2247355,意乙,22日02:45,完,苏迪路,[1:2],威尼斯,[0:0],*平/半,2/2.5,析亚欧
20220821,2022-08-22 02:45:00,2247353,意乙,22日02:45,完,特拉纳,[1:0],雷吉纳,[1:0],半球,2/2.5,析亚欧
20220821,2022-08-22 02:45:00,2247354,意乙,22日02:45,完,弗洛西诺尼,[3:0],布雷西亚,[1:0],平手,2/2.5,析亚欧
20220821,2022-08-22 02:45:00,2247359,意乙,22日02:45,完,卡利亚里,[2:1],希塔德拉,[0:1],半/一,2/2.5,析亚欧
20220821,2022-08-22 02:45:00,2247357,意乙,22日02:45,完,科森扎,[2:1],摩德纳,[0:1],平/半,2/2.5,析亚欧
20220821,2022-08-22 04:00:00,2226386,西乙,22日04:00,完,特内里费,[1:1],卢高,[1:0],半/一,2,析亚欧
20220822,2022-08-23 02:00:00,2226384,西乙,23日02:00,完,邦弗拉甸拿,[2:1],伊维萨,[1:1],平/半,2,析亚欧
20220822,2022-08-23 02:45:00,2258677,法乙,23日02:45,完,格勒诺布尔,[0:0],波尔多,[0:0],*平/半,2/2.5,析亚欧
20220822,2022-08-23 04:00:00,2226383,西乙,23日04:00,完,马拉加,[0:4],拉斯帕尔马斯,[0:1],平手,2,析亚欧
20220826,2022-08-27 00:30:00,2216307,德乙,27日00:30,完,杜塞尔多夫,[4:0],雷根斯堡,[0:0],半/一,2.5/3,析亚欧
20220826,2022-08-27 00:30:00,2216305,德乙,27日00:30,完,比勒菲尔德,[4:1],布伦斯维克,[3:0],半球,2.5/3,析亚欧
20220826,2022-08-27 02:00:00,2226389,西乙,27日02:00,完,阿尔巴切特,[2:1],韦斯卡,[1:0],平/半,2/2.5,析亚欧
20220826,2022-08-27 04:00:00,2226390,西乙,27日04:00,完,卡塔赫纳,[1:0],萨拉戈萨,[0:0],平/半,2/2.5,析亚欧
20220827,2022-08-27 19:00:00,2216306,德乙,27日19:00,完,达姆斯塔特,[2:2],海登海默,[1:0],半球,2.5/3,析亚欧
20220827,2022-08-27 19:00:00,2216311,德乙,27日19:00,完,卡尔斯鲁厄,[2:0],罗斯托克,[2:0],平/半,2.5/3,析亚欧
20220827,2022-08-27 19:00:00,2216313,德乙,27日19:00,完,圣保利,[2:2],柏德博恩,[0:1],平手,3,析亚欧
20220827,2022-08-27 21:00:00,2258685,法乙,27日21:00,完,波尔多,[0:1],甘冈,[0:1],平/半,2/2.5,析亚欧
20220827,2022-08-27 21:00:00,2258692,法乙,27日21:00,完,梅斯,[1:2],第戎,[0:1],半球,2/2.5,析亚欧
20220827,2022-08-27 23:30:00,2226392,西乙,27日23:30,完,希洪竞技,[0:0],布尔戈斯,[0:0],半球,2/2.5,析亚欧
20220827,2022-08-28 01:00:00,2258691,法乙,28日01:00,完,尼姆,[1:0],拉瓦勒,[0:0],平手,2,析亚欧
20220827,2022-08-28 01:00:00,2258693,法乙,28日01:00,完,克维伊,[2:1],波城,[0:0],平/半,2/2.5,析亚欧
20220827,2022-08-28 01:00:00,2258686,法乙,28日01:00,完,瓦朗谢纳,[2:2],圣埃蒂安,[1:1],平手,2,析亚欧
20220827,2022-08-28 01:00:00,2258694,法乙,28日01:00,完,索肖,[3:0],尼奥特,[1:0],半/一,2/2.5,析亚欧
20220827,2022-08-28 01:00:00,2258687,法乙,28日01:00,完,巴黎足球会,[1:1],卡昂,[0:1],平/半,2/2.5,析亚欧
