date_str,full_start_time,match_id,联赛,赛事时间,状态,主场球队,比分,客场球队,半场,亚让,进球数,数据
20220615,2022-06-15 23:00:00,2211836,球会友谊,15日23:00,完,[保乙1]塞普特姆里,[1:0],斯特鲁姆斯卡[保乙8],[1:0],,,析亚欧
20220618,2022-06-19 00:30:00,2213147,球会友谊,19日00:30,完,巴德萨尔布龙,[0:4],阿德米拉[奥甲11],[0:0],,,析亚欧
20220621,2022-06-22 02:00:00,2219717,球会友谊,22日02:00,完,[塞尔甲3]嘉沃伊万基卡,[0:0],科路巴拉[塞尔超12],[0:0],平/半,2.5/3,析亚欧
20220622,2022-06-22 16:00:00,2219895,球会友谊,22日16:00,完,[保乙1]塞普特姆里,[0:2],埃尔塔[保超10],[0:1],,,析亚欧
20220624,2022-06-24 23:00:00,2221886,球会友谊,24日23:00,完,[奥乙5]阿姆斯特顿,[2:4],阿德米拉[奥甲11],[1:3],*平/半,3/3.5,析亚欧
20220625,2022-06-25 16:30:00,2222132,球会友谊,25日16:30,完,[奥乙1]奥地利卢斯特瑙,[0:4],韦尔[瑞士甲9],[0:1],,,析亚欧
20220625,2022-06-26 00:30:00,2222205,球会友谊,26日00:30,完,[塞尔超11]萨博迪卡,[0:0],诺维萨德拉多斯特[塞尔甲2],[0:0],半球,2.5/3,析亚欧
20220628,2022-06-29 00:30:00,2228304,球会友谊,29日00:30,完,阿德米拉,[0:4],维也纳SC[奥丙东3],[0:2],两球半/三球,4.5/5,析亚欧
20220628,2022-06-29 02:00:00,2228329,球会友谊,29日02:00,完,[塞尔甲3]嘉沃伊万基卡,[3:2],德锡[黑山甲3],[2:0],半球,2.5/3,析亚欧
20220731,2022-07-01 00:55:00,2214432,塞尔超,1日00:55,完,瑞德尼基,[0:3],巴奇卡托波拉,[0:0],平/半,2.5,析亚欧
20220731,2022-07-01 01:00:00,2225800,捷甲,1日01:00,完,布拉格斯巴达,[1:2],利贝雷茨,[0:2],一/球半,2.5/3,析亚欧
20220731,2022-07-01 02:00:00,2214669,保超,1日02:00,完,索非亚中央陆军,[5:1],贝尔罗,[2:0],半球,2/2.5,析亚欧
20220731,2022-07-01 03:00:00,2214428,塞尔超,1日03:00,完,诺维萨德拉多斯特,[0:2],古拉瑞奇,[0:1],*平/半,2/2.5,析亚欧
20220731,2022-07-01 03:00:00,2214427,塞尔超,1日03:00,完,科路巴拉,[3:2],马拉多特,[2:1],平/半,2/2.5,析亚欧
20220701,2022-07-02 01:00:00,2229483,球会友谊,2日01:00,完,SV霍恩,[0:0],斯特利费宁[奥丙东2],[0:0],平/半,3.5,析亚欧
20220701,2022-07-02 02:00:00,2229879,球会友谊,2日02:00,完,[塞尔超9]马拉多特,[3:1],诺维萨德拉多斯特[塞尔甲2],[1:1],,,析亚欧
20220701,2022-07-02 02:00:00,2229702,球会友谊,2日02:00,完,[塞尔甲3]嘉沃伊万基卡,[3:1],耶汀斯特沃BP[黑山乙1],[1:1],平手,2.5/3,析亚欧
20220708,2022-07-08 20:30:00,2233717,球会友谊,8日20:30,完,[奥甲8]里德,[0:1],SV霍恩,[0:1],一球,3/3.5,析亚欧
20220708,2022-07-08 23:30:00,2214643,保超,8日23:30,完,普罗夫迪夫博特夫,[0:1],赫巴[保乙3],[0:0],球半,2.5/3,析亚欧
20220708,2022-07-09 02:00:00,2214648,保超,9日02:00,完,[保乙1]塞普特姆里,[0:3],卢多格德斯,[0:1],*球半,2.5/3,析亚欧
20220708,2022-07-09 02:00:00,2214404,塞尔超,9日02:00,完,沃日多瓦茨,[1:0],诺维帕扎尔,[1:0],半/一,2.5,析亚欧
20220709,2022-07-09 23:30:00,2214646,保超,9日23:30,完,普罗夫迪夫火车头,[2:1],比林,[1:1],半/一,2.5,析亚欧
20220709,2022-07-10 02:00:00,2214403,塞尔超,10日02:00,完,古拉瑞奇,[1:4],巴奇卡托波拉,[0:1],平/半,2/2.5,析亚欧
20220709,2022-07-10 02:00:00,2214644,保超,10日02:00,完,CSKA索菲亚,[1:0],索非亚列夫斯基,[0:0],*平/半,2/2.5,析亚欧
20220709,2022-07-10 02:00:00,2214407,塞尔超,10日02:00,完,马拉多特,[1:1],萨博迪卡,[0:1],半球,2.5,析亚欧
20220709,2022-07-10 02:00:00,2214405,塞尔超,10日02:00,完,[塞尔甲3]嘉沃伊万基卡,[0:4],贝尔格莱德游击,[0:1],*球半/两球,2.5/3,析亚欧
20220710,2022-07-10 23:30:00,2214647,保超,10日23:30,完,索菲亚火车头,[0:1],查洛摩利,[0:0],*半球,2/2.5,析亚欧
20220710,2022-07-11 02:00:00,2214409,塞尔超,11日02:00,完,沃伊沃迪纳,[1:0],纳普里达克,[0:0],半/一,2/2.5,析亚欧
20220710,2022-07-11 02:00:00,2214402,塞尔超,11日02:00,完,贝尔格莱德红星,[4:0],瑞德尼基,[3:0],两球/两球半,3/3.5,析亚欧
20220710,2022-07-11 02:00:00,2214408,塞尔超,11日02:00,完,苏杜利察,[1:2],诺维萨德拉多斯特[塞尔甲2],[0:1],半球,2/2.5,析亚欧
20220710,2022-07-11 02:00:00,2214645,保超,11日02:00,完,索非亚中央陆军,[3:0],埃尔塔,[1:0],一球,2.5,析亚欧
20220711,2022-07-11 23:30:00,2214649,保超,11日23:30,完,[保乙2]华纳斯巴达,[0:1],索非亚斯拉维亚,[0:0],*平/半,2/2.5,析亚欧
20220711,2022-07-12 01:45:00,2214642,保超,12日01:45,完,贝尔罗,[2:1],华拉特莎,[1:1],半球,2/2.5,析亚欧
20220711,2022-07-12 02:00:00,2214406,塞尔超,12日02:00,完,科路巴拉,[1:1],拉尼奇1923,[1:1],平/半,2.5,析亚欧
20220715,2022-07-15 23:30:00,2214651,保超,15日23:30,完,华拉特莎,[3:2],普罗夫迪夫博特夫,[2:0],*平/半,2/2.5,析亚欧
20220715,2022-07-16 02:00:00,2214413,塞尔超,16日02:00,完,诺维帕扎尔,[1:2],古拉瑞奇,[1:1],*半球,2/2.5,析亚欧
20220715,2022-07-16 02:00:00,2214415,塞尔超,16日02:00,完,瑞德尼基,[3:3],贝尔格莱德游击,[1:1],*球半,2.5,析亚欧
20220715,2022-07-16 02:00:00,2214416,塞尔超,16日02:00,完,萨博迪卡,[2:0],苏杜利察,[1:0],平/半,2.5,析亚欧
20220715,2022-07-16 02:00:00,2214656,保超,16日02:00,完,卢多格德斯,[2:0],普罗夫迪夫火车头,[0:0],一/球半,2.5/3,析亚欧
20220716,2022-07-16 23:30:00,2214655,保超,16日23:30,完,索菲亚火车头,[1:1],索非亚中央陆军,[1:0],*半球,2.5,析亚欧
20220716,2022-07-17 02:00:00,2214410,塞尔超,17日02:00,完,贝尔格莱德红星,[5:0],科路巴拉,[5:0],三球半,4/4.5,析亚欧
20220716,2022-07-17 02:00:00,2214411,塞尔超,17日02:00,完,诺维萨德拉多斯特,[0:4],沃伊沃迪纳,[0:1],*半/一,2/2.5,析亚欧
