date_str,full_start_time,match_id,联赛,赛事时间,状态,主场球队,比分,客场球队,半场,亚让,进球数,数据
20220608,2022-06-08 23:30:00,2209197,球会友谊,8日23:30,完,[匈甲1]费伦茨瓦罗斯,[8:0],卡尔达马特因兹,[5:0],,,析亚欧
20220610,2022-06-10 21:00:00,2210247,球会友谊,10日21:00,完,[爱超1]沙姆洛克流浪,[0:0],戈尔韦联[爱甲2],[0:0],,,析亚欧
20220611,2022-06-11 21:00:00,2211102,球会友谊,11日21:00,完,[威超1]新圣徒,[8:2],艾利斯密尔流浪,[7:1],,,析亚欧
20220611,2022-06-11 22:15:00,2211422,球会友谊,11日22:15,完,[格鲁甲1]巴塔米戴拿模,[3:1],萨古拉利[格鲁甲3],[2:1],,,析亚欧
20220612,2022-06-12 23:30:00,2211159,球会友谊,12日23:30,完,[匈甲1]费伦茨瓦罗斯,[1:1],舒肯迪捷[北马其甲3],[0:0],一球,2.5/3,析亚欧
20220613,2022-06-13 15:30:00,2210580,球会友谊,13日15:30,完,[保超1]卢多格德斯,[5:1],斯特鲁姆斯卡[保乙8],[3:0],,,析亚欧
20220613,2022-06-13 23:00:00,2210234,芬兰杯,13日23:00,完,[芬超8]VPS瓦萨,[0:0],赫尔辛基[芬超2],[0:0],*一球,2.5,析亚欧
20220614,2022-06-14 23:45:00,2211826,球会友谊,14日23:45,完,[北马其甲1]史酷匹,[0:2],巴利卡尼[科索沃超1],[0:0],,,析亚欧
20220617,2022-06-17 23:00:00,2214036,球会友谊,17日23:00,完,[北马其甲2]潘多夫学院,[1:6],巴利卡尼[科索沃超1],[1:2],,,析亚欧
20220618,2022-06-18 16:30:00,2212350,球会友谊,18日16:30,完,[捷甲2]皮尔森,[6:0],克拉多瓦,[1:0],,,析亚欧
20220618,2022-06-18 17:30:00,2212335,球会友谊,18日17:30,完,[波兰超8]莱克普斯纳,[1:2],维德祖罗茲[波兰超5],[0:1],球半,3,析亚欧
20220618,2022-06-18 23:30:00,2212354,球会友谊,18日23:30,完,[奥甲7]里德,[0:3],布拉迪斯拉发[斯伐超1],[0:0],平/半,3,析亚欧
20220618,2022-06-18 23:59:00,2215448,球会友谊,18日23:59,完,[克亚甲3]华迪斯,[0:3],萨连斯基[波斯甲4],[0:2],,,析亚欧
20220619,2022-06-19 23:15:00,2213001,球会友谊,19日23:15,完,[保超1]卢多格德斯,[1:0],BW林茨[奥乙3],[1:0],一/球半,3.5,析亚欧
20220619,2022-06-19 23:30:00,2216978,球会友谊,19日23:30,完,[北马其甲1]史酷匹,[0:2],KF地拉那[阿尔巴超1],[0:0],,,析亚欧
20220620,2022-06-20 23:59:00,2213185,球会友谊,20日23:59,完,[瑞典超5]马尔默,[2:0],特雷勒堡[瑞典甲9],[1:0],球半/两球,3.5,析亚欧
20220620,2022-06-21 00:30:00,2218957,球会友谊,21日00:30,完,[塞尔超11]萨博迪卡,[1:0],尼卡斯克[黑山甲1],[0:0],平手,2.5/3,析亚欧
20220621,2022-06-21 21:00:00,2213194,欧冠杯,21日21:00,完,[圣马甲1]拉科奥里塔(中),[1:2],伊斯卡尔德斯[安道超1],[1:0],*一球,2,析亚欧
20220621,2022-06-21 23:15:00,2219710,球会友谊,21日23:15,完,[波斯甲4]萨连斯基,[3:3],舒肯迪捷[北马其甲3],[1:1],平/半,2.5/3,析亚欧
20220621,2022-06-22 02:45:00,2219690,球会友谊,22日02:45,完,[威超1]新圣徒,[5:1],巴里镇联[威超10],[2:0],一球,3,析亚欧
20220621,2022-06-22 03:30:00,2213195,欧冠杯,22日03:30,完,[爱沙甲2]塔林利瓦迪亚,[1:6],维京古尔[冰岛超3],[1:3],平手,2.5,析亚欧
20220622,2022-06-22 22:00:00,2219929,球会友谊,22日22:00,完,[阿尔巴超1]KF地拉那,[0:0],赫曼施塔特[罗乙3],[0:0],,,析亚欧
20220622,2022-06-22 22:30:00,2219832,球会友谊,22日22:30,完,[捷甲2]皮尔森,[9:0],卡罗维瓦利[捷丙A-9],[2:0],两球半/三球,4.5,析亚欧
20220622,2022-06-22 23:00:00,2219932,球会友谊,22日23:00,完,[匈甲1]费伦茨瓦罗斯,[0:3],圣格奥尔基塞普西[罗甲10],[0:1],,,析亚欧
20220622,2022-06-22 23:00:00,2219931,球会友谊,22日23:00,完,[土超2]费内巴切,[2:2],史酷匹[北马其甲1],[1:1],,,析亚欧
20220622,2022-06-22 23:30:00,2220274,球会友谊,22日23:30,完,[斯亚甲3]马里博尔,[2:2],泰拿华斯巴达[斯伐超2],[2:1],,,析亚欧
20220622,2022-06-22 23:30:00,2219800,球会友谊,22日23:30,完,[斯伐超4]斯特里达,[0:0],布拉迪斯拉发[斯伐超1],[0:0],*平/半,2.5/3,析亚欧
20220622,2022-06-22 23:59:00,2219945,球会友谊,22日23:59,完,[德乙7]菲尔特,[1:1],卢多格德斯[保超1],[1:1],,,析亚欧
20220623,2022-06-23 23:00:00,2219963,球会友谊,23日23:00,完,[波兰超8]莱克普斯纳,[0:1],沙斯辛[波兰超10],[0:1],平/半,2.5/3,析亚欧
20220624,2022-06-24 23:59:00,2221889,球会友谊,24日23:59,完,[奥甲7]里德,[2:0],奥林匹亚科斯[希腊超1],[0:0],*半球,2.5/3,析亚欧
20220624,2022-06-25 01:00:00,2221999,球会友谊,25日01:00,完,NK布拉沃,[1:2],贝尔格莱德红星[塞尔超1],[1:0],*球半,3,析亚欧
20220624,2022-06-25 02:00:00,2222114,球会友谊,25日02:00,完,[马尔甲1]希伯尼安斯,[1:2],佛罗里亚纳[马尔甲2],[1:0],平/半,2.5/3,析亚欧
20220624,2022-06-25 03:30:00,2221933,欧冠杯,25日03:30,完,[安道超1]伊斯卡尔德斯,[0:1],维京古尔[冰岛超3],[0:0],*两球/两球半,3.5,析亚欧
20220625,2022-06-25 16:00:00,2223299,球会友谊,25日16:00,完,[法甲3]摩纳哥,[1:0],色格拉布鲁日[比甲10],[1:0],,,析亚欧
20220625,2022-06-25 20:00:00,2222181,球会友谊,25日20:00,完,[威超1]新圣徒,[3:2],沃灵顿[英北超5],[1:1],,,析亚欧
