date_str,full_start_time,match_id,联赛,赛事时间,状态,主场球队,比分,客场球队,半场,亚让,进球数,数据
20220601,2022-06-01 23:30:00,2207238,斯伐丙,1日23:30,完,库宾,[1:0],利普托夫堡,[0:0],,,析亚欧
20220603,2022-06-03 23:30:00,2166490,芬甲,3日23:30,完,KPV科高拉,[1:0],查路,[0:0],*半球,2.5/3,析亚欧
20220603,2022-06-03 23:30:00,2166488,芬甲,3日23:30,完,查普斯,[1:1],SJK学院,[1:1],*平/半,2.5/3,析亚欧
20220603,2022-06-03 23:30:00,2166489,芬甲,3日23:30,完,科特卡,[3:1],PIF帕拉宁,[1:1],一/球半,2.5/3,析亚欧
20220604,2022-06-04 23:00:00,2207873,斯伐丙,4日23:00,完,扑雷索夫,[4:1],斯比斯克泊迪,[0:0],,,析亚欧
20220604,2022-06-04 23:00:00,2207871,斯伐丙,4日23:00,完,诺唯萨姆奇,[0:3],米亚瓦斯巴达,[0:1],,,析亚欧
20220605,2022-06-05 16:30:00,2207865,斯伐丙,5日16:30,完,TJJ巴诺瓦,[0:2],库宾,[0:1],,,析亚欧
20220605,2022-06-05 23:30:00,2208354,斯伐丙,5日23:30,完,新迪丁卡,[0:2],拉查巴迪斯拉华,[0:0],,,析亚欧
20220605,2022-06-05 23:30:00,2166486,芬甲,5日23:30,完,EIF埃克纳斯,[2:2],MP米克力,[0:2],半球,2.5/3,析亚欧
20220605,2022-06-05 23:30:00,2166487,芬甲,5日23:30,完,格尼斯坦,[5:0],PEPO拉宾兰塔,[1:0],一球,2.5/3,析亚欧
20220606,2022-06-06 23:30:00,2166485,芬甲,6日23:30,完,TPS土尔库,[2:0],PK-35海辛基,[1:0],一球,2.5/3,析亚欧
20220608,2022-06-08 23:00:00,2209145,斯伐丙,8日23:00,完,扑雷索夫,[5:0],索布拉内科,[2:0],,,析亚欧
20220610,2022-06-10 23:30:00,2166496,芬甲,10日23:30,完,MP米克力,[1:1],TPS土尔库,[0:1],*半球,2.5/3,析亚欧
20220610,2022-06-10 23:30:00,2166495,芬甲,10日23:30,完,PIF帕拉宁,[2:3],EIF埃克纳斯,[2:1],*半球,2.5/3,析亚欧
20220610,2022-06-10 23:59:00,2166494,芬甲,10日23:59,完,PEPO拉宾兰塔,[2:4],查普斯,[2:0],*平/半,2.5/3,析亚欧
20220611,2022-06-11 22:00:00,2211110,斯伐丙,11日22:00,完,基拉托维瑟,[0:4],扑雷索夫,[0:3],,,析亚欧
20220611,2022-06-11 22:00:00,2166492,芬甲,11日22:00,完,PK-35海辛基,[1:1],KPV科高拉,[0:0],平/半,2.5,析亚欧
20220611,2022-06-11 22:00:00,2166493,芬甲,11日22:00,完,SJK学院,[1:1],科特卡,[1:0],平手,2.5/3,析亚欧
20220611,2022-06-11 23:00:00,2211121,斯伐丙,11日23:00,完,波瓦兹斯卡,[1:2],贝鲁萨,[1:0],,,析亚欧
20220611,2022-06-11 23:00:00,2211126,斯伐丙,11日23:00,完,米亚瓦斯巴达,[8:2],马尔塞洛瓦,[4:0],,,析亚欧
20220611,2022-06-11 23:30:00,2211127,斯伐丙,11日23:30,完,库宾,[3:0],巴尼克卡利诺沃,[1:0],,,析亚欧
20220611,2022-06-11 23:30:00,2211103,斯伐丙,11日23:30,完,拉查巴迪斯拉华,[2:0],贝诺拉科沃,[1:0],,,析亚欧
20220612,2022-06-12 23:45:00,2166491,芬甲,12日23:45,完,查路,[0:2],格尼斯坦,[0:0],平/半,2.5/3,析亚欧
20220615,2022-06-15 23:30:00,2166470,芬甲,15日23:30,完,科特卡,[4:0],格尼斯坦,[2:0],半球,2.5/3,析亚欧
20220618,2022-06-18 17:15:00,2212329,球会友谊,18日17:15,完,[斯伐超4]斯特里达,[3:1],杜纳达纳[斯伐超12],[1:1],,,析亚欧
20220618,2022-06-18 20:00:00,2166375,芬超,18日20:00,完,哈卡,[3:2],玛丽港,[2:1],半球,2.5,析亚欧
20220618,2022-06-18 20:00:00,2166376,芬超,18日20:00,完,洪卡,[2:0],古比斯,[2:0],*平/半,2.5,析亚欧
20220618,2022-06-18 20:10:00,2166502,芬甲,18日20:10,完,TPS土尔库,[5:0],KPV科高拉,[3:0],一球,2.5/3,析亚欧
20220618,2022-06-18 22:00:00,2166373,芬超,18日22:00,完,塞那乔其,[1:1],英特土尔库,[1:1],平手,2.5,析亚欧
20220618,2022-06-18 22:00:00,2166372,芬超,18日22:00,完,赫尔辛基,[0:1],奥卢,[0:0],一/球半,2.5/3,析亚欧
20220618,2022-06-18 22:00:00,2166500,芬甲,18日22:00,完,MP米克力,[1:1],格尼斯坦,[0:0],平/半,2.5/3,析亚欧
20220618,2022-06-18 22:00:00,2166499,芬甲,18日22:00,完,查路,[2:2],科特卡,[1:0],平/半,2.5/3,析亚欧
20220618,2022-06-18 22:00:00,2166498,芬甲,18日22:00,完,EIF埃克纳斯,[5:0],SJK学院,[2:0],半/一,2.5/3,析亚欧
20220618,2022-06-18 22:00:00,2166371,芬超,18日22:00,完,埃尔维斯,[3:2],拉赫蒂,[1:1],平/半,2.5,析亚欧
20220618,2022-06-18 22:00:00,2166501,芬甲,18日22:00,完,PEPO拉宾兰塔,[2:1],PIF帕拉宁,[2:1],平/半,2.5/3,析亚欧
20220618,2022-06-18 23:30:00,2215470,斯伐丙,18日23:30,完,拉基托维斯,[2:1],库宾,[2:1],,,析亚欧
20220618,2022-06-18 23:59:00,2215478,斯伐丙,18日23:59,完,佩诺克,[3:0],拉查巴迪斯拉华,[2:0],,,析亚欧
20220618,2022-06-19 01:00:00,2166497,芬甲,19日01:00,完,PK-35海辛基,[2:2],查普斯,[2:0],半球,2.5/3,析亚欧
20220618,2022-06-19 04:00:00,2166429,芬超,19日04:00,完,HIFK足球,[1:5],VPS瓦萨,[0:2],平手,2.5,析亚欧
20220622,2022-06-22 23:00:00,2166381,芬超,22日23:00,完,塞那乔其,[2:2],哈卡,[1:0],平手,2/2.5,析亚欧
20220622,2022-06-22 23:00:00,2166379,芬超,22日23:00,完,VPS瓦萨,[0:1],洪卡,[0:1],*半球,2.5,析亚欧
20220622,2022-06-22 23:00:00,2166378,芬超,22日23:00,完,埃尔维斯,[0:1],HIFK足球,[0:0],一/球半,2.5,析亚欧
20220622,2022-06-22 23:00:00,2166380,芬超,22日23:00,完,古比斯,[2:1],奥卢,[0:1],一/球半,2.5,析亚欧
20220622,2022-06-22 23:00:00,2166382,芬超,22日23:00,完,英特土尔库,[5:1],拉赫蒂,[1:0],一球,2.5/3,析亚欧
20220622,2022-06-22 23:30:00,2166504,芬甲,22日23:30,完,PIF帕拉宁,[0:2],查路,[0:1],*半球,2.5/3,析亚欧
20220622,2022-06-22 23:30:00,2166506,芬甲,22日23:30,完,科特卡,[4:0],PK-35海辛基,[1:0],一球,2.5/3,析亚欧
20220622,2022-06-22 23:30:00,2166508,芬甲,22日23:30,完,查普斯,[1:4],MP米克力,[0:3],平/半,2.5,析亚欧
20220622,2022-06-22 23:30:00,2166507,芬甲,22日23:30,完,格尼斯坦,[0:1],TPS土尔库,[0:1],*半球,2.5/3,析亚欧
20220622,2022-06-22 23:30:00,2166505,芬甲,22日23:30,完,KPV科高拉,[1:1],EIF埃克纳斯,[0:1],*平/半,2.5,析亚欧
20220622,2022-06-22 23:59:00,2166377,芬超,22日23:59,完,玛丽港,[2:1],赫尔辛基,[1:1],*一球,2.5,析亚欧
20220623,2022-06-23 23:30:00,2166503,芬甲,23日23:30,完,SJK学院,[2:2],PEPO拉宾兰塔,[1:2],半/一,2.5,析亚欧
20220625,2022-06-25 16:30:00,2222700,球会友谊,25日16:30,完,[斯伐甲6]克曼尼,[1:1],扑雷索夫,[1:1],,,析亚欧
20220625,2022-06-25 17:00:00,2223300,球会友谊,25日17:00,完,[斯伐甲4]科马尔诺,[1:2],杜纳达纳,[0:0],,,析亚欧
20220629,2022-06-29 23:59:00,2228401,球会友谊,29日23:59,完,[斯伐甲10]斯拉沃,[0:1],扑雷索夫,[0:0],,,析亚欧
20220701,2022-07-01 23:30:00,2166512,芬甲,1日23:30,完,格尼斯坦,[1:2],KPV科高拉,[0:1],平/半,2.5/3,析亚欧
20220701,2022-07-01 23:30:00,2166513,芬甲,1日23:30,完,查普斯,[0:1],TPS土尔库,[0:0],*半/一,2.5/3,析亚欧
